_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_verify_relationship,verify_relationship_gold,verify_relationship_gold_reason,_golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id
770955455,0.05,19,false,"",0.0,,"",no_relation,Clonazepam blocked myoclonic jerks.,TRUE,D002998,"<span class=""chemical"">clonazepam</span>",D009207,"<span class=""disease"">myoclonic jerks</span>","Of the benzodiazepines, <span class=""chemical"">clonazepam</span> (0.1-0.3 mg/kg) was found to be several fold more potent than diazepam (0.3-3 mg/kg) in blocking the <span class=""disease"">myoclonic jerks</span>.",762850.0,6118280.0,6118280_D002998_D009207,6118280_6,bcv_easy_1583_sent_dev_set_762850
770955456,0.43,14,false,"",0.0,,"",yes_direct,"The ""dose-effect"" and ""structure-function relationships"" refer to that between doxorubicin and cardiomyopathy. Therefore we can conclude that different doses of doxorubicin have different effects on cardiomyopathy, and that therefore doxorubicin causes cardiomyopathy.",TRUE,D004317,"<span class=""chemical"">doxorubicin</span>",D009202,"<span class=""disease"">cardiomyopathy</span>","Dose-effect and structure-function relationships in <span class=""chemical"">doxorubicin</span> <span class=""disease"">cardiomyopathy</span>.",762850.0,7282516.0,7282516_D004317_D009202,7282516_0,bcv_easy_705_sent_dev_set_762850
770955457,0.14,14,false,"",0.0,,"",yes_direct,Two reports showed that tic-like symptoms arose during clozapine treatment.,TRUE,D003024,"<span class=""chemical"">clozapine</span>",D013981,"<span class=""disease"">tic-like symptoms</span>","However, there are two case reports that show <span class=""disease"">tic-like symptoms</span>, including motor and phonic variants, occurring during treatment with quetiapine or <span class=""chemical"">clozapine</span>.",762850.0,16225977.0,16225977_D003024_D013981,16225977_2,bcv_easy_2976_sent_dev_set_762850
770955458,0.08,12,false,"",0.0,,"",no_relation,"SC-48334 concentration was not high enough to inhibit ""human immunodeficiency virus"". Immunodeficiency is not discussed as a disease here. It is part of ""human immunodeficiency virus"".",TRUE,C059896,"<span class=""chemical"">SC-48334</span>",D007153,"<span class=""disease"">immunodeficiency</span>","The mean <span class=""chemical"">SC-48334</span> steady-state trough level (4.04 +/- 0.99 micrograms/ml) was below the in vitro inhibitory concentration for human <span class=""disease"">immunodeficiency</span> virus (HIV).",762850.0,7905523.0,7905523_C059896_D007153,7905523_5,bcv_easy_2126_sent_dev_set_762850
770955459,0.11,9,false,"",0.0,,"",yes_direct,,TRUE,D010389,"<span class=""chemical"">pemoline</span>",D062787,"<span class=""disease"">overdose</span>","The possibility of choreoathetoid movements should be considered in patients presenting after <span class=""chemical"">pemoline</span> <span class=""disease"">overdose</span>.",762850.0,9022662.0,9022662_D010389_D062787,9022662_13,bcv_easy_330_sent_dev_set_762850
770955460,0.15,13,false,"",0.0,,"",yes_direct,Induced means caused.,TRUE,C033457,"<span class=""chemical"">Quinidine phenylethylbarbiturate</span>",D056486,"<span class=""disease"">hepatitis</span>","<span class=""chemical"">Quinidine phenylethylbarbiturate</span>-induced fulminant <span class=""disease"">hepatitis</span> in a pregnant woman. A case report.",762850.0,3411101.0,3411101_C033457_D056486,3411101_0,bcv_easy_2695_sent_dev_set_762850
770955461,0.29,7,false,"",0.0,,"",no_relation,,TRUE,D000255,"<span class=""chemical"">ATP</span>",D009765,"<span class=""disease"">obese</span>","In conclusion, HFD-induced <span class=""disease"">obese</span> rats are highly sensitized to doxorubicin-induced cardiotoxicity by substantially downregulating cardiac mitochondrial <span class=""chemical"">ATP</span> generation, increasing oxidative stress and downregulating the JAK/STAT3 pathway.",762850.0,18674790.0,18674790_D000255_D009765,18674790_9,bcv_easy_491_sent_dev_set_762850
770955462,0.36,14,false,"The sentence says that it is &amp;quot;possible&amp;quot; i.e &amp;quot;this can happen&amp;quot; or &amp;quot;we aren't sure that treatment with paroxetine and alprazolam causes neuroleptic malignant syndrome for everyone&amp;quot;, so we can't select the option 1 ( directly contributes to or causes ...). In my opinion, the option 3 (does not say that {{chemical_name}} contributes to or causes ...) is correct.",0.0714,,"",yes_direct,The sentence says that treatment with paroxetine and alprazolam possibly causes neuroleptic malignant syndrome.,TRUE,D017374,"<span class=""chemical"">paroxetine</span>",D009459,"<span class=""disease"">neuroleptic malignant syndrome</span>","Possible <span class=""disease"">neuroleptic malignant syndrome</span> related to concomitant treatment with <span class=""chemical"">paroxetine</span> and alprazolam.",762850.0,16720068.0,16720068_D017374_D009459,16720068_0,bcv_easy_276_sent_dev_set_762850
770955463,0.44,9,false,"",0.0,,"",no_relation,,TRUE,D003520,"<span class=""chemical"">Cyclophosphamide</span>",D059265,"<span class=""disease"">visceral pain</span>","<span class=""chemical"">Cyclophosphamide</span>-induced cystitis in freely-moving conscious rats: behavioral approach to a new model of <span class=""disease"">visceral pain</span>.",762850.0,10840460.0,10840460_D003520_D059265,10840460_0,bcv_easy_2866_sent_dev_set_762850
770955464,0.17,12,false,"",0.0,,"",no_relation,"Hypotension is caused by ""vasodilators"" (chemicals that make blood vessels wider) and made worse by the chemical ""isoniazid"".",TRUE,D005680,"<span class=""chemical"">gamma-aminobutyric acid/GABA</span>",D007022,"<span class=""disease"">hypotension</span>","High doses of isoniazid increase <span class=""disease"">hypotension</span> induced by vasodilators and change the accompanying reflex tachycardia to bradycardia, an interaction attributed to decreased synthesis of brain <span class=""chemical"">gamma-aminobutyric acid</span> (<span class=""chemical"">GABA</span>).",762850.0,9915601.0,9915601_D005680_D007022,9915601_1,bcv_easy_1197_sent_dev_set_762850
770955465,0.31,13,false,"",0.0,,"",yes_direct,,TRUE,D000319,"<span class=""chemical"">beta-adrenergic blocking drugs</span>",D001919,"<span class=""disease"">bradycardia</span>","Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and <span class=""disease"">bradycardia</span> during combined therapy with verapamil and <span class=""chemical"">beta-adrenergic blocking drugs</span>.",762850.0,6127992.0,6127992_D000319_D001919,6127992_1,bcv_easy_851_sent_dev_set_762850
770955466,0.08,13,false,"",0.0,,"",no_relation,Oxacillin was used to treat staphylococcus aureus bacteremia.,TRUE,D010068,"<span class=""chemical"">oxacillin</span>",D013203|D016470,"<span class=""disease"">Staphylococcus aureus bacteremia</span>","A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of <span class=""disease"">Staphylococcus aureus bacteremia</span>, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet.",762850.0,11337188.0,11337188_D010068_D013203|D016470,11337188_1,bcv_easy_2749_sent_dev_set_762850
770955467,0.71,14,false,"Aha, a joke!",0.0714,,"",no_relation,"""Gold"" is part of ""gold thiosulphate"", which is a very different chemical than ""gold""! Dermatitis is caused by ""gold thiosulphate"", not ""gold"".",TRUE,D006046,"<span class=""chemical"">gold</span>",D003872,"<span class=""disease"">dermatitis</span>","A strong association has been found between nephritis and <span class=""disease"">dermatitis</span> due to Tiopronin (a D-Penicillamine like compound) and class I antigens B35-Cw4, and between <span class=""disease"">dermatitis</span> due to <span class=""chemical"">gold</span> thiosulphate and B35.",762850.0,3084782.0,3084782_D006046_D003872,3084782_2,bcv_easy_3040_sent_dev_set_762850
770955468,0.29,14,false,"",0.0,,"",no_relation,The EPS related events are no different when chemical QTP is given and when PBO is given. The sentence does not contain enough information to say that lithium (Li) causes EPS related adverse events.,TRUE,D008094,"<span class=""chemical"">Li</span>",D001480,"<span class=""disease"">EPS</span>","Similarly, <span class=""disease"">EPS</span>-related adverse events with QTP + <span class=""chemical"">Li</span>/DVP (21.4%) were no different than with PBO + <span class=""chemical"">Li</span>/DVP (19.2%).",762850.0,17042884.0,17042884_D008094_D001480,17042884_7,bcv_easy_227_sent_dev_set_762850
770955469,0.09,11,false,"",0.0,,"",yes_direct,Giving reserpine 24 hours prior caused tremor.,TRUE,D012110,"<span class=""chemical"">reserpine</span>",D014202,"<span class=""disease"">tremor</span>","Pretreatment with <span class=""chemical"">reserpine</span> (1 mg/kg) 24 h before the observation test produced increases in vacuous chewing movements and tongue protrusion, as well as increases in <span class=""disease"">tremor</span> and catalepsy, whereas MK-801 (0.1 mg/kg) injection 90 min before the test reversed the effects of <span class=""chemical"">reserpine</span>.",762850.0,11999899.0,11999899_D012110_D014202,11999899_10,bcv_easy_2190_sent_dev_set_762850
770955470,0.00,15,false,"",0.0,,"",no_relation,Vitamin E levels were changed in MI rats.,TRUE,D014810,"<span class=""chemical"">Vitamin E</span>",D009203,"<span class=""disease"">MI</span>","The heart tissue antioxidant enzymes such as superoxide dismutase, catalase, glutathione peroxidase, glutathione transferase and glutathione reductase activities, non-enzymic antioxidants such as cerruloplasmin, Vitamin C, <span class=""chemical"">Vitamin E</span> and glutathione levels were altered in <span class=""disease"">MI</span> rats.",762850.0,16584858.0,16584858_D014810_D009203,16584858_5,bcv_easy_514_sent_dev_set_762850
770955471,0.00,11,false,"",0.0,,"",no_relation,"The ""tubular necrosis score"" was a measurement used to quantify whether ""P"" prevented ""gentamicin-ARF"". The text never says ""gentamicin"" is related to ""tubular necrosis"".",TRUE,D005839,"<span class=""chemical"">gentamicin</span>",D009956,"<span class=""disease"">tubular necrosis</span>","In Group II, P did not prevent <span class=""chemical"">gentamicin</span>-ARF (maximal decrease in CCr at day 9.89%, P less than 0.001; peak lysozymuria, 1863 +/- 321 micrograms/day; and <span class=""disease"">tubular necrosis</span> score, 3.9 +/- 0.1).",762850.0,2709684.0,2709684_D005839_D009956,2709684_8,bcv_easy_2614_sent_dev_set_762850
770955473,0.30,10,false,"",0.0,,"",yes_direct,"TP enhances tumors, especially the development of prostate cancer. Therefore we can conclude that TP can cause prostate cancer.",TRUE,D043343,"<span class=""chemical"">TP</span>",D011471,"<span class=""disease"">prostate cancer</span>","In L-W rats, <span class=""chemical"">TP</span> acted as a tumor enhancement agent, with primary emphasis on the development of <span class=""disease"">prostate cancer</span>.",762850.0,3461217.0,3461217_D043343_D011471,3461217_4,bcv_easy_3155_sent_dev_set_762850
770955474,0.40,10,false,"",0.0,,"",yes_direct,The patient developed psychosis after receiving phenytoin.,TRUE,D010672,"<span class=""chemical"">phenytoin</span>",D011605,"<span class=""disease"">psychosis</span>","The case of a nonepileptic patient who developed <span class=""disease"">psychosis</span> following <span class=""chemical"">phenytoin</span> treatment for trigeminal neuralgia is described.",760841.0,14698717.0,14698717_D010672_D011605,,bcv_easy_3152_sent_train_set_revised_760841
770955475,0.00,11,false,"",0.0,,"",no_relation,Azathioprine had no effect on cancer prevalence in the patients.,TRUE,D001379,"<span class=""chemical"">azathioprine</span>",D009369,"<span class=""disease"">cancers</span>","There have been several long-term studies of patients with rheumatoid arthritis treated with <span class=""chemical"">azathioprine</span> and cyclophosphamide and the incidence of most of the common <span class=""disease"">cancers</span> is not increased.",760841.0,3970039.0,3970039_D001379_D009369,,bcv_easy_2200_sent_train_set_revised_760841
770955476,0.00,9,false,"",0.0,,"",no_relation,The sentence says that the effects of diazepam and propranolol on patients was investigated. The sentence does not state what the effect was.,TRUE,D011433,"<span class=""chemical"">propranolol</span>",D016584,"<span class=""disease"">panic disorders</span>","The effects of oral doses of diazepam (single dose of 10 mg and a median dose of 30 mg/day for 2 weeks) and <span class=""chemical"">propranolol</span> (single dose of 80 mg and a median dose of 240 mg/day for 2 weeks) on psychological performance of patients with <span class=""disease"">panic disorders</span> and agoraphobia were investigated in a double-blind, randomized and crossover design.",760841.0,6387529.0,6387529_D011433_D016584,,bcv_easy_174_sent_train_set_revised_760841
770955477,0.47,15,false,"",0.0,,"",yes_direct,Giving mepivacaine and adrenaline together caused the male patient to experience atrial fibrillation.,TRUE,D004837,"<span class=""chemical"">adrenaline</span>",D001281,"<span class=""disease"">atrial fibrillation</span>","An increase in blood pressure, accompanied by <span class=""disease"">atrial fibrillation</span>, agitation, incomprehensible shouts and loss of consciousness, was observed in an elderly, ASA classification group II, cardiovascularly medicated male, 12 min after performance of axillary block with mepivacaine 850 mg containing <span class=""chemical"">adrenaline</span> 0.225 mg, for correction of Dupuytren's contracture.",760841.0,9698967.0,9698967_D004837_D001281,,bcv_easy_762_sent_train_set_revised_760841
770955478,0.31,13,false,"What?? This is so unfair, it has to be induced/causes!",0.0769,,"",yes_direct,Long-term patient monitoring showed that both patients had hypertension after receiving ketoconazole therapy.,TRUE,D007654,"<span class=""chemical"">ketoconazole</span>",D006973,"<span class=""disease"">hypertension</span>","In both cases normal plasma and urinary free cortisol levels had been achieved following <span class=""chemical"">ketoconazole</span> therapy, yet continuous blood pressure monitoring demonstrated <span class=""disease"">hypertension</span> 31 (patient 1) and 52 weeks (patient 2) after treatment.",760841.0,2632720.0,2632720_D007654_D006973,,bcv_easy_58_sent_train_set_revised_760841
770955479,0.20,15,false,"",0.0,,"",no_relation,"The sentence says that the response and toxicity of paclitaxel with cisplatin was studied, but does not say what the result was.",TRUE,D002945,"<span class=""chemical"">cisplatin</span>",D064420,"<span class=""disease"">toxicity</span>","We initiated a phase I/II trial to determine the response and <span class=""disease"">toxicity</span> of escalating paclitaxel doses combined with fixed-dose <span class=""chemical"">cisplatin</span> with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.",760841.0,8643971.0,8643971_D002945_D064420,,bcv_easy_2217_sent_train_set_revised_760841
770955480,0.06,16,false,rubbish,0.0625,,"",no_relation,"""na"" does not represent a chemical in this context. There seems to be an error with ""alcohol-na ve"" since ""ve"" is not a word.",TRUE,D012964,"<span class=""chemical"">na</span>",D012640,"<span class=""disease"">Seizure</span>","METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">na</span>  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice.",760841.0,12198388.0,12198388_D012964_D012640,,bcv_easy_847_sent_train_set_revised_760841
770955481,0.20,10,false,Gentamicin sulfate AND tobramycin sulfate,0.1,,"",yes_direct,Tobramycin sulfate causes ototoxicity in animals and humans.,TRUE,D014031,"<span class=""chemical"">tobramycin sulfate</span>",D006311,"<span class=""disease"">ototoxicity</span>","Gentamicin sulfate and <span class=""chemical"">tobramycin sulfate</span> continue to demonstrate <span class=""disease"">ototoxicity</span> and nephrotoxicity in both animal and clinical studies.",760841.0,7420681.0,7420681_D014031_D006311,,bcv_easy_2055_sent_train_set_revised_760841
770955482,0.27,11,false,"",0.0,,"",no_relation,"Verapamil was used by a woman with hypertension, but the sentence does not say that verapamil causes hypertension.",TRUE,D014700,"<span class=""chemical"">Verapamil</span>",D006973,"<span class=""disease"">hypertensive</span>","<span class=""chemical"">Verapamil</span> withdrawal as a possible cause of myocardial infarction in a <span class=""disease"">hypertensive</span> woman with a normal coronary angiogram.",760841.0,3173179.0,3173179_D014700_D006973,,bcv_easy_1910_sent_train_set_revised_760841
770955483,0.21,14,false,I guess it induces,0.0714,,"",yes_direct,She developed ventricular fibrillation after consuming the health drink containing caffeine.,TRUE,D002110,"<span class=""chemical"">caffeine</span>",D014693,"<span class=""disease"">ventricular fibrillation</span>","We describe a 25-year-old woman with pre-existing mitral valve prolapse who developed intractable <span class=""disease"">ventricular fibrillation</span> after consuming a ""natural energy"" guarana health drink containing a high concentration of <span class=""chemical"">caffeine</span>.",760841.0,11419773.0,11419773_D002110_D014693,,bcv_easy_298_sent_train_set_revised_760841
770955484,0.56,9,false,"",0.0,,"",no_relation,"The sentence says that it is not known whether acetaminophen causes ESRD, but that it is also not impossible. Therefore we do not know whether acetaminophen causes ESRD, and therefore the answer is that ""the sentence does not say that acetaminophen contributes to or causes ESRD"".",TRUE,D000082,"<span class=""chemical"">acetaminophen</span>",D007676,"<span class=""disease"">ESRD</span>","The possibility that habitual use of <span class=""chemical"">acetaminophen</span> alone increases the risk of <span class=""disease"">ESRD</span> has not been clearly demonstrated, but cannot be dismissed.",760841.0,8669433.0,8669433_D000082_D007676,,bcv_easy_698_sent_train_set_revised_760841
770955485,0.31,16,false,Infarcts in substantia nigra pars reticulata,0.0625,,"",yes_indirect,"This sentence follows the structure of ""[chemical]-induced [other disease] causes [highlighted disease]"". Status epilepticus is what is actually causing ""infarcts in substantia nigra pars reticulata"".",TRUE,D010862,"<span class=""chemical"">pilocarpine</span>",D002544,"<span class=""disease"">Infarcts in substantia nigra pars reticulata</span>","<span class=""disease"">Infarcts in substantia nigra pars reticulata</span> were evoked by prolonged <span class=""chemical"">pilocarpine</span>-induced status epilepticus.",760841.0,8410052.0,8410052_D010862_D002544,,bcv_easy_229_sent_train_set_revised_760841
770955486,0.28,18,false,"",0.0,,"",no_relation,"The sentence says that the effects were studied, but does not say if there were any effects.",TRUE,D000628,"<span class=""chemical"">aminophylline</span>",D012131,"<span class=""disease"">respiratory failure</span>","The effects of <span class=""chemical"">aminophylline</span> on the ventricular fibrillation threshold during normal acid-base conditions and during <span class=""disease"">respiratory failure</span> were studied in anesthetized open chest dogs.",760841.0,234669.0,234669_D000628_D012131,,bcv_easy_2792_sent_train_set_revised_760841
770955487,0.12,16,false,"",0.0,,"",no_relation,"The study of Pirarubicin was done in patients with existing tumors, but there is no stated link between Pirarubicin and tumors.",TRUE,C027260,"<span class=""chemical"">4'-0-tetrahydropyranyladriamycin/Pirarubicin</span>",D009369,"<span class=""disease"">tumors</span>","A Phase I study of intravenous (IV) bolus <span class=""chemical"">4'-0-tetrahydropyranyladriamycin</span> (<span class=""chemical"">Pirarubicin</span>) was done in 55 patients in good performance status with refractory <span class=""disease"">tumors</span>.",760841.0,2224762.0,2224762_C027260_D009369,,bcv_easy_2221_sent_train_set_revised_760841
770955488,0.44,18,false,"For the question titled &amp;quot;The sentence explicitly says that:&amp;quot; you answered: &amp;quot;The sentence does not say that {{chemical_name}} contributes to or causes {{disease_name}}.&amp;quot; but the correct answer was: &amp;quot;{{chemical_name}} directly contributes to or causes {{disease_name}}.&amp;quot;. 

One of the twins developed complete heart block and dilated cardiomyopathy related to lopinavir/ritonavir therapy, a boosted protease-inhibitor agent, while the other twin developed mild bradycardia. 

In the way is redacted theres no clear evidence and is not stated EXPLICIT that the other twin that suffered bradycardia was under lopinavir/ritonavir treatment too, please fix, thanks
From The Text only is not posible conclude that the twin wit this illness received the chemical",0.1111,,"",yes_direct,The second twin developed bradycardia as a result of lopinavir/ritonavir.,TRUE,C558899,"<span class=""chemical"">lopinavir/ritonavir</span>",D001919,"<span class=""disease"">bradycardia</span>","One of the twins developed complete heart block and dilated cardiomyopathy related to <span class=""chemical"">lopinavir/ritonavir</span> therapy, a boosted protease-inhibitor agent, while the other twin developed mild <span class=""disease"">bradycardia</span>.",760841.0,19820426.0,19820426_C558899_D001919,,bcv_easy_1711_sent_train_set_revised_760841
770955489,0.09,11,false,"",0.0,,"",no_relation,Prochlorperazine has no effect on akathisia.,TRUE,D011346,"<span class=""chemical"">prochlorperazine</span>",D017109,"<span class=""disease"">akathisia</span>","Intravenous administration of <span class=""chemical"">prochlorperazine</span> by 15-minute infusion versus 2-minute bolus does not affect the incidence of <span class=""disease"">akathisia</span>: a prospective, randomized, controlled trial.",760841.0,11679859.0,11679859_D011346_D017109,,bcv_easy_834_sent_train_set_revised_760841
770955490,0.31,16,false,"",0.0,,"",yes_direct,Fentanyl increased bradycardia.,TRUE,D005283,"<span class=""chemical"">Fentanyl</span>",D001919,"<span class=""disease"">bradycardia</span>","<span class=""chemical"">Fentanyl</span> did reduce minor intraoperative movement but had no sevoflurane-sparing effect and increased respiratory depression, hypotension and <span class=""disease"">bradycardia</span>.",760841.0,18544179.0,18544179_D005283_D001919,,bcv_easy_2375_sent_train_set_revised_760841
770955491,0.06,17,false,"",0.0,,"",no_relation,"Cocaine is causing ""acute renal failure"", not glomerulonephritis.",TRUE,D003042,"<span class=""chemical"">cocaine</span>",D005921,"<span class=""disease"">glomerulonephritis</span>","These 13 included cases of malignant hypertension, thrombotic microangiopathy, lupus nephritis, Henoch-Schonlein nephritis, crescentic <span class=""disease"">glomerulonephritis</span>, and <span class=""chemical"">cocaine</span>-related acute renal failure.",760841.0,11391224.0,11391224_D003042_D005921,,bcv_easy_814_sent_train_set_revised_760841
770955492,0.17,6,false,"",0.0,,"",no_relation,"Here ""CGRP"" is part of ""Plasma CGRP concentration"". The migraine seemed to cause the increase in CGRP levels, and not the other way around.",TRUE,D015740,"<span class=""chemical"">CGRP</span>",D008881,"<span class=""disease"">migraine</span>","Plasma <span class=""chemical"">CGRP</span> concentration increased significantly (P<0.01) during the <span class=""disease"">migraine</span> attack and returned to baseline after the cessation of the <span class=""disease"">migraine</span>.",760841.0,14659530.0,14659530_D015740_D008881,,bcv_easy_349_sent_train_set_revised_760841
770955493,0.00,17,false,"",0.0,,"",yes_direct,Telithromycin was the likely cause of hepatitis in the patient.,TRUE,C106791,"<span class=""chemical"">telithromycin</span>",D056486,"<span class=""disease"">toxic hepatitis/hepatitis</span>","Based on a score of 8 on the Naranjo adverse drug reaction probability scale, <span class=""chemical"">telithromycin</span> was the probable cause of acute <span class=""disease"">hepatitis</span> in this patient, and pathological findings suggested drug-induced <span class=""disease"">toxic hepatitis</span>.",760841.0,17919553.0,17919553_C106791_D056486,,bcv_easy_2550_sent_train_set_revised_760841
770955494,0.20,10,false,unfair,0.1,,"",no_relation,"Here ""bradykinin"" is part of ""bradykinin B2 receptors"", because the activated receptors are disrupting the blood-brain barrier somehow.",TRUE,D001920,"<span class=""chemical"">bradykinin</span>",D006973,"<span class=""disease"">hypertension</span>","Role of activation of <span class=""chemical"">bradykinin</span> B2 receptors in disruption of the blood-brain barrier during acute <span class=""disease"">hypertension</span>.",760841.0,8955532.0,8955532_D001920_D006973,,bcv_easy_1892_sent_train_set_revised_760841
770955495,0.45,11,false,"I may be missing something, but this sentence: &amp;quot;Comparison of i.v. glycopyrrolate and atropine in the prevention of bradycardia and arrhythmias following repeated doses of suxamethonium in children.&amp;quot; does not say suxamethonium causes bradycardia...",0.0909,,"",yes_direct,"Suxamethonium causes bradycardia, and the sentence says two other chemicals (glycopyrrolate and atropine) are being used to try and prevent the bradycardia.",TRUE,D013390,"<span class=""chemical"">suxamethonium</span>",D001919,"<span class=""disease"">bradycardia</span>","Comparison of i.v. glycopyrrolate and atropine in the prevention of <span class=""disease"">bradycardia</span> and arrhythmias following repeated doses of <span class=""chemical"">suxamethonium</span> in children.",760841.0,6466532.0,6466532_D013390_D001919,,bcv_easy_3049_sent_train_set_revised_760841
770955496,0.19,16,false,"",0.0,,"",no_relation,"The sentence is a fragment, and does not explicitly say that negative effects of fangchinoline exist, rather that the effects were tested.",TRUE,C060802,"<span class=""chemical"">fangchinoline</span>",D013927,"<span class=""disease"">thrombosis</span>","Effects of tetrandrine and <span class=""chemical"">fangchinoline</span> on experimental <span class=""disease"">thrombosis</span> in mice and human platelet aggregation.",760841.0,10193204.0,10193204_C060802_D013927,,bcv_easy_253_sent_train_set_revised_760841
770955497,0.06,16,false,"",0.0,,"",yes_direct,Patient developed acute renal failure after taking bisphosphonate.,TRUE,D004164,"<span class=""chemical"">bisphosphonate</span>",D058186,"<span class=""disease"">acute renal failure</span>","Massive proteinuria and <span class=""disease"">acute renal failure</span> after oral <span class=""chemical"">bisphosphonate</span> (alendronate) administration in a patient with focal segmental glomerulosclerosis.",760841.0,18754075.0,18754075_D004164_D058186,,bcv_easy_1641_sent_train_set_revised_760841
770955498,0.00,9,false,"",0.0,,"",yes_direct,Habitual use of acetaminophen causes chronic renal failure.,TRUE,D000082,"<span class=""chemical"">acetaminophen</span>",D007676,"<span class=""disease"">chronic renal failure/ESRD</span>","However, three case control studies, one each in North Carolina, northern Maryland, and West Berlin, Germany, showed that habitual use of <span class=""chemical"">acetaminophen</span> is also associated with <span class=""disease"">chronic renal failure</span> and <span class=""disease"">ESRD</span>, with a relative risk in the range of 2 to 4.",760841.0,8669433.0,8669433_D000082_D007676,,bcv_easy_695_sent_train_set_revised_760841
770955499,0.00,12,false,"",0.0,,"",no_relation,"The sentence says small doses of ""NO synthase inhibitors"" (a category of chemicals) removes neuropathic pain.",TRUE,D009569,"<span class=""chemical"">NO</span>",D009437,"<span class=""disease"">neuropathic pain</span>","Therefore, concomitant administration of small doses of bradykinin receptor antagonists and <span class=""chemical"">NO</span> synthase inhibitors can be effective in alleviation of <span class=""disease"">neuropathic pain</span>, even in hospital care.",760841.0,19300402.0,19300402_D009569_D009437,,bcv_easy_2907_sent_train_set_revised_760841
770955500,0.07,15,false,"",0.0,,"",no_relation,"An analysis was done to see if congestive heart failure had anything to do with some pretreatment characteristics, including hypertension. The sentence never says what the conclusions of the analysis were, or whether cyclophosphamide causes hypertension.",TRUE,D003520,"<span class=""chemical"">cyclophosphamide</span>",D006973,"<span class=""disease"">hypertension</span>","Analysis was performed on 61 women with chemotherapy-responsive metastatic breast cancer receiving 96-h infusional <span class=""chemical"">cyclophosphamide</span> as part of a triple sequential high-dose regimen to assess association between presence of peritransplant congestive heart failure (CHF) and the following pretreatment characteristics: presence of electrocardiogram (EKG) abnormalities, age, <span class=""disease"">hypertension</span>, prior cardiac history, smoking, diabetes mellitus, prior use of anthracyclines, and left-sided chest irradiation.",760841.0,15325671.0,15325671_D003520_D006973,,bcv_easy_2919_sent_train_set_revised_760841
770955501,0.09,11,false,"",0.0,,"",no_relation,"Maltolyl p-coumarate is treating Alzheimer's disease, and not causing one of the symptoms (""neuronal death"") of Alzheimer's disease.",TRUE,C524754,"<span class=""chemical"">maltolyl p-coumarate</span>",D009410,"<span class=""disease"">neuronal death</span>","Taking these in vitro and in vivo results together, our study suggests that <span class=""chemical"">maltolyl p-coumarate</span> is a potentially effective candidate against Alzheimer's disease that is characterized by wide spread <span class=""disease"">neuronal death</span> and progressive decline of cognitive function.",760841.0,17600377.0,17600377_C524754_D009410,,bcv_easy_1560_sent_train_set_revised_760841
770955502,0.62,13,false,"It's an important part of what does cause tremors, so I'd argue it does still cause tremors... Can this be looked into?",0.0769,,"",no_relation,"Here ""acetylcholine"" is part of ""nicotinic acetylcholine receptors"". Nicotine binding to these receptors causes tremors, but acetylcholine itself does not.",TRUE,D000109,"<span class=""chemical"">acetylcholine</span>",D014202,"<span class=""disease"">tremors</span>","Binding of nicotine to nicotinic <span class=""chemical"">acetylcholine</span> receptors (nAChRs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and <span class=""disease"">tremors</span>, to seizures and death.",760841.0,15275829.0,15275829_D000109_D014202,,bcv_easy_1512_sent_train_set_revised_760841
770955503,0.00,12,false,"",0.0,,"",no_relation,"""na"" is not being used as a chemical in this context, because ""ve"" is not a word. There seems to be a missing letter between ""na"" and ""ve"".",TRUE,D012964,"<span class=""chemical"">na</span>",D006509,"<span class=""disease"">HBV infected/HBV mono-infected</span>","Thirty-five lamivudine-<span class=""chemical"">na</span>  ve <span class=""disease"">HBV infected</span> patients with or without HIV co-infection were studied: 15 chronic <span class=""disease"">HBV mono-infected</span> patients and 20 HBV-HIV co-infected patients.",760841.0,17854040.0,17854040_D012964_D006509,,bcv_easy_1578_sent_train_set_revised_760841
770955504,0.14,14,false,"",0.0,,"",yes_direct,"Thrombosis was ""induced by"" (caused by) collagen and epinephrine.",TRUE,D004837,"<span class=""chemical"">epinephrine/EP</span>",D013927,"<span class=""disease"">thrombosis</span>","The present study was undertaken to investigate the effects of TET and FAN on the experimental <span class=""disease"">thrombosis</span> induced by collagen plus <span class=""chemical"">epinephrine</span> (<span class=""chemical"">EP</span>) in mice, and platelet aggregation and blood coagulation in vitro.",760841.0,10193204.0,10193204_D004837_D013927,,bcv_easy_262_sent_train_set_revised_760841
