_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ask_question_here,comment_box,verify_relationship,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
778102205,8/26/2015 05:00:45,true,1721343070,,8/26/2015 04:59:18,false,clixsense,1.0,31304413,CAN,BC,Kelowna,66.183.36.177,,,no_relation,TRUE,D015215,"<span class=""chemical"">azidothymidine</span>",C565469,"<span class=""disease"">immunodeficient</span>","Sensitivity of erythroid progenitor colonies to erythropoietin in <span class=""chemical"">azidothymidine</span> treated <span class=""disease"">immunodeficient</span> mice.",761593.0,2004015.0,2004015_D015215_C565469,,bcv_easy_213_sent_work_dev_set_761593,no_relation,
778102207,8/26/2015 05:02:22,true,1721343802,,8/26/2015 05:00:37,true,clixsense,0.8333,33307915,MEX,09,Mexico,187.189.209.223,,,no_relation,TRUE,D000617,"<span class=""chemical"">aminoglycoside</span>",D013924,"<span class=""disease"">Thrombophlebitis</span>","<span class=""disease"">Thrombophlebitis</span> occurred only with infusion through peripheral cannulae; nephrotoxicity and ototoxicity were confined to patients receiving an <span class=""chemical"">aminoglycoside</span> plus vancomycin.",761593.0,3934126.0,3934126_D000617_D013924,,bcv_easy_1143_sent_work_dev_set_761593,no_relation,
778102207,8/26/2015 05:10:50,true,1721347194,true,8/26/2015 05:10:13,true,neodev,0.6875,20419747,VNM,20,Ho Chi Minh City,1.52.188.53,,,yes_direct,TRUE,D000617,"<span class=""chemical"">aminoglycoside</span>",D013924,"<span class=""disease"">Thrombophlebitis</span>","<span class=""disease"">Thrombophlebitis</span> occurred only with infusion through peripheral cannulae; nephrotoxicity and ototoxicity were confined to patients receiving an <span class=""chemical"">aminoglycoside</span> plus vancomycin.",761593.0,3934126.0,3934126_D000617_D013924,,bcv_easy_1143_sent_work_dev_set_761593,no_relation,
778102207,8/26/2015 05:12:51,true,1721348099,true,8/26/2015 05:11:53,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,yes_direct,TRUE,D000617,"<span class=""chemical"">aminoglycoside</span>",D013924,"<span class=""disease"">Thrombophlebitis</span>","<span class=""disease"">Thrombophlebitis</span> occurred only with infusion through peripheral cannulae; nephrotoxicity and ototoxicity were confined to patients receiving an <span class=""chemical"">aminoglycoside</span> plus vancomycin.",761593.0,3934126.0,3934126_D000617_D013924,,bcv_easy_1143_sent_work_dev_set_761593,no_relation,
778102208,8/26/2015 05:08:07,true,1721346032,,8/26/2015 05:06:25,false,clixsense,1.0,31304413,CAN,BC,Kelowna,66.183.36.177,,,no_relation,TRUE,D008727,"<span class=""chemical"">methotrexate</span>",D007938,"<span class=""disease"">leukaemia</span>","BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal <span class=""chemical"">methotrexate</span> for childhood <span class=""disease"">leukaemia</span>.",761593.0,17682013.0,17682013_D008727_D007938,,bcv_easy_780_sent_work_dev_set_761593,no_relation,
778102208,8/26/2015 05:15:28,true,1721349271,true,8/26/2015 05:14:34,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,yes_direct,TRUE,D008727,"<span class=""chemical"">methotrexate</span>",D007938,"<span class=""disease"">leukaemia</span>","BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal <span class=""chemical"">methotrexate</span> for childhood <span class=""disease"">leukaemia</span>.",761593.0,17682013.0,17682013_D008727_D007938,,bcv_easy_780_sent_work_dev_set_761593,no_relation,
778102208,8/26/2015 05:23:08,true,1721352745,,8/26/2015 05:18:43,false,neodev,0.8,33583116,VEN,"","",190.76.22.212,,,no_relation,TRUE,D008727,"<span class=""chemical"">methotrexate</span>",D007938,"<span class=""disease"">leukaemia</span>","BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal <span class=""chemical"">methotrexate</span> for childhood <span class=""disease"">leukaemia</span>.",761593.0,17682013.0,17682013_D008727_D007938,,bcv_easy_780_sent_work_dev_set_761593,no_relation,
778102208,8/26/2015 05:39:13,true,1721365702,,8/26/2015 05:38:15,false,neodev,0.9545,32729198,COL,34,Bogotá,190.84.150.109,,,no_relation,TRUE,D008727,"<span class=""chemical"">methotrexate</span>",D007938,"<span class=""disease"">leukaemia</span>","BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal <span class=""chemical"">methotrexate</span> for childhood <span class=""disease"">leukaemia</span>.",761593.0,17682013.0,17682013_D008727_D007938,,bcv_easy_780_sent_work_dev_set_761593,no_relation,
778102209,8/26/2015 04:29:32,true,1721331805,,8/26/2015 04:24:15,false,neodev,1.0,27555842,ARG,"","",181.10.47.78,,used as treatment,no_relation,TRUE,D013999,"<span class=""chemical"">timolol</span>",D007008,"<span class=""disease"">hypokalemia</span>","The beta adrenergic blocking drug, <span class=""chemical"">timolol</span>, tended to correct the <span class=""disease"">hypokalemia</span> of short-term bendrofluazide treatment in 6 healthy male subjects and although the effect was small it was significant.",761593.0,326460.0,326460_D013999_D007008,,bcv_easy_394_sent_work_dev_set_761593,no_relation,
778102209,8/26/2015 04:30:29,true,1721332084,,8/26/2015 04:27:25,false,neodev,1.0,32387530,SRB,00,Nis,178.79.42.7,,,no_relation,TRUE,D013999,"<span class=""chemical"">timolol</span>",D007008,"<span class=""disease"">hypokalemia</span>","The beta adrenergic blocking drug, <span class=""chemical"">timolol</span>, tended to correct the <span class=""disease"">hypokalemia</span> of short-term bendrofluazide treatment in 6 healthy male subjects and although the effect was small it was significant.",761593.0,326460.0,326460_D013999_D007008,,bcv_easy_394_sent_work_dev_set_761593,no_relation,
778102209,8/26/2015 05:13:37,true,1721348483,true,8/26/2015 05:01:10,true,clixsense,0.5,6329782,IDN,04,Jakarta,114.4.79.158,,,yes_direct,TRUE,D013999,"<span class=""chemical"">timolol</span>",D007008,"<span class=""disease"">hypokalemia</span>","The beta adrenergic blocking drug, <span class=""chemical"">timolol</span>, tended to correct the <span class=""disease"">hypokalemia</span> of short-term bendrofluazide treatment in 6 healthy male subjects and although the effect was small it was significant.",761593.0,326460.0,326460_D013999_D007008,,bcv_easy_394_sent_work_dev_set_761593,no_relation,
778102210,8/26/2015 04:31:42,true,1721332584,,8/26/2015 04:29:04,false,elite,0.7778,33924850,IND,16,Panvel,111.119.197.21,,,no_relation,TRUE,D004110,"<span class=""chemical"">diltiazem</span>",D005764,"<span class=""disease"">gastroesophageal reflux disorder</span>","A possible drug interaction occurred in a 45-year-old woman who was taking cisapride for <span class=""disease"">gastroesophageal reflux disorder</span> and <span class=""chemical"">diltiazem</span>, an agent that has inhibitory effect on CYP3A4, for hypertension.",761593.0,9545159.0,9545159_D004110_D005764,,bcv_easy_264_sent_work_dev_set_761593,no_relation,
778102210,8/26/2015 05:06:48,true,1721345485,,8/26/2015 05:01:05,false,neodev,0.9545,32729198,COL,34,Bogotá,190.84.150.109,,,no_relation,TRUE,D004110,"<span class=""chemical"">diltiazem</span>",D005764,"<span class=""disease"">gastroesophageal reflux disorder</span>","A possible drug interaction occurred in a 45-year-old woman who was taking cisapride for <span class=""disease"">gastroesophageal reflux disorder</span> and <span class=""chemical"">diltiazem</span>, an agent that has inhibitory effect on CYP3A4, for hypertension.",761593.0,9545159.0,9545159_D004110_D005764,,bcv_easy_264_sent_work_dev_set_761593,no_relation,
778102211,8/26/2015 05:09:35,true,1721346712,,8/26/2015 05:08:50,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,TRUE,D009270,"<span class=""chemical"">naloxone</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","In this study <span class=""chemical"">naloxone</span> reversed <span class=""disease"">respiratory paralysis</span> induced by thiopental in rats.",761593.0,2893236.0,2893236_D009270_D012133,,bcv_easy_441_sent_work_dev_set_761593,no_relation,
778102212,8/26/2015 04:27:15,true,1721331211,,8/26/2015 04:24:39,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,no_relation,TRUE,D005680,"<span class=""chemical"">GABA</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","These data suggest naloxone reverses <span class=""disease"">respiratory paralysis</span> produced by thiopental and involves <span class=""chemical"">GABA</span> in its action.",761593.0,2893236.0,2893236_D005680_D012133,,bcv_easy_450_sent_work_dev_set_761593,no_relation,
778102212,8/26/2015 04:33:31,true,1721333127,,8/26/2015 04:29:45,false,neodev,0.9444,28584099,VEN,07,Valencia,190.142.26.39,,,no_relation,TRUE,D005680,"<span class=""chemical"">GABA</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","These data suggest naloxone reverses <span class=""disease"">respiratory paralysis</span> produced by thiopental and involves <span class=""chemical"">GABA</span> in its action.",761593.0,2893236.0,2893236_D005680_D012133,,bcv_easy_450_sent_work_dev_set_761593,no_relation,
778102212,8/26/2015 04:45:39,true,1721337175,true,8/26/2015 04:40:20,true,neodev,0.6667,12659739,IDN,30,Bandung,180.253.20.137,,,yes_direct,TRUE,D005680,"<span class=""chemical"">GABA</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","These data suggest naloxone reverses <span class=""disease"">respiratory paralysis</span> produced by thiopental and involves <span class=""chemical"">GABA</span> in its action.",761593.0,2893236.0,2893236_D005680_D012133,,bcv_easy_450_sent_work_dev_set_761593,no_relation,
778102212,8/26/2015 05:45:51,true,1721371003,,8/26/2015 05:45:01,false,elite,0.8077,34195998,IND,16,Mumbai,183.87.33.231,,,no_relation,TRUE,D005680,"<span class=""chemical"">GABA</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","These data suggest naloxone reverses <span class=""disease"">respiratory paralysis</span> produced by thiopental and involves <span class=""chemical"">GABA</span> in its action.",761593.0,2893236.0,2893236_D005680_D012133,,bcv_easy_450_sent_work_dev_set_761593,no_relation,
778102213,8/26/2015 05:21:55,true,1721351980,true,8/26/2015 05:06:32,true,elite,0.625,30487799,IDN,"","",112.215.123.77,,,yes_direct,TRUE,D015742,"<span class=""chemical"">propofol</span>",D008305,"<span class=""disease"">malignant hyperthermia</span>","Anesthesia was continued uneventfully with <span class=""chemical"">propofol</span> infusion while all facilities were available to detect and treat <span class=""disease"">malignant hyperthermia</span>.",761593.0,15893386.0,15893386_D015742_D008305,,bcv_easy_1225_sent_work_dev_set_761593,no_relation,
778102213,8/26/2015 05:31:30,true,1721358983,,8/26/2015 05:30:46,false,neodev,0.8286,33292218,VEN,"","",190.199.97.165,,,no_relation,TRUE,D015742,"<span class=""chemical"">propofol</span>",D008305,"<span class=""disease"">malignant hyperthermia</span>","Anesthesia was continued uneventfully with <span class=""chemical"">propofol</span> infusion while all facilities were available to detect and treat <span class=""disease"">malignant hyperthermia</span>.",761593.0,15893386.0,15893386_D015742_D008305,,bcv_easy_1225_sent_work_dev_set_761593,no_relation,
778102214,8/26/2015 04:44:50,true,1721336907,,8/26/2015 04:43:46,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,TRUE,C422649,"<span class=""chemical"">Etoricoxib</span>",D005767,"<span class=""disease"">GI AEs</span>","CONCLUSIONS: <span class=""chemical"">Etoricoxib</span> 90 mg demonstrated a significantly lower risk for discontinuing treatment due to <span class=""disease"">GI AEs</span> compared with diclofenac 150 mg.",761593.0,17965424.0,17965424_C422649_D005767,,bcv_easy_936_sent_work_dev_set_761593,no_relation,
778102214,8/26/2015 05:10:50,true,1721347226,,8/26/2015 05:04:47,false,neodev,0.8,33583116,VEN,"","",190.76.22.212,,,no_relation,TRUE,C422649,"<span class=""chemical"">Etoricoxib</span>",D005767,"<span class=""disease"">GI AEs</span>","CONCLUSIONS: <span class=""chemical"">Etoricoxib</span> 90 mg demonstrated a significantly lower risk for discontinuing treatment due to <span class=""disease"">GI AEs</span> compared with diclofenac 150 mg.",761593.0,17965424.0,17965424_C422649_D005767,,bcv_easy_936_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 04:31:05,true,1721332350,,8/26/2015 04:29:52,true,neodev,0.5,24118190,VEN,"","",190.207.151.202,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 04:39:05,true,1721334980,,8/26/2015 04:31:12,true,neodev,0.5,29226888,IND,02,Hyderabad,115.98.16.186,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 04:49:45,true,1721338729,,8/26/2015 04:48:12,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 04:53:26,true,1721340322,,8/26/2015 04:50:55,false,clixsense,0.9231,28101816,ITA,07,Vetralla,78.159.216.45,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 05:31:07,true,1721358601,,8/26/2015 05:25:40,false,neodev,0.8824,30057720,IND,24,Banswara,117.253.74.35,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 05:39:53,true,1721366285,,8/26/2015 05:39:15,false,neodev,0.9605,29847126,VEN,25,Caracas,190.94.235.191,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102215,8/26/2015 05:41:38,true,1721367686,,8/26/2015 05:40:44,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,TRUE,D008094,"<span class=""chemical"">lithium</span>",D001714,"<span class=""disease"">bipolar disorder</span>","PATIENTS: One hundred and one patients (28 men and 73 women) with <span class=""disease"">bipolar disorder</span> receiving <span class=""chemical"">lithium</span> maintenance therapy ranging from 1 year's to 32 years' duration.",761593.0,10354657.0,10354657_D008094_D001714,,bcv_easy_1132_sent_work_dev_set_761593,no_relation,
778102216,8/26/2015 05:01:44,true,1721343529,,8/26/2015 04:58:56,false,clixsense,0.9524,31576730,IDN,30,Bandung,118.97.184.205,,,no_relation,TRUE,D008774,"<span class=""chemical"">methylphenidate</span>",D061218,"<span class=""disease"">treatment-resistant depression</span>","An 82-year-old man with <span class=""disease"">treatment-resistant depression</span> and early Alzheimer's disease was started on <span class=""chemical"">methylphenidate</span>.",761593.0,12907924.0,12907924_D008774_D061218,,bcv_easy_398_sent_work_dev_set_761593,no_relation,
778102218,8/26/2015 05:02:35,true,1721343940,,8/26/2015 05:01:52,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,no_relation,TRUE,D007980,"<span class=""chemical"">levodopa</span>",D018476,"<span class=""disease"">bradykinesia</span>","Pallidal stimulation improves <span class=""disease"">bradykinesia</span> and rigidity to a minor extent; however, its strength seems to be in improving <span class=""chemical"">levodopa</span>-induced dyskinesias.",761593.0,15096016.0,15096016_D007980_D018476,,bcv_easy_842_sent_work_dev_set_761593,no_relation,
778102218,8/26/2015 05:21:10,true,1721351613,,8/26/2015 05:20:39,false,neodev,0.9605,29847126,VEN,25,Caracas,190.94.235.191,,,no_relation,TRUE,D007980,"<span class=""chemical"">levodopa</span>",D018476,"<span class=""disease"">bradykinesia</span>","Pallidal stimulation improves <span class=""disease"">bradykinesia</span> and rigidity to a minor extent; however, its strength seems to be in improving <span class=""chemical"">levodopa</span>-induced dyskinesias.",761593.0,15096016.0,15096016_D007980_D018476,,bcv_easy_842_sent_work_dev_set_761593,no_relation,
778102218,8/26/2015 05:41:10,true,1721367282,,8/26/2015 05:40:28,false,neodev,0.8824,33090859,SRB,"","",93.87.24.129,,,no_relation,TRUE,D007980,"<span class=""chemical"">levodopa</span>",D018476,"<span class=""disease"">bradykinesia</span>","Pallidal stimulation improves <span class=""disease"">bradykinesia</span> and rigidity to a minor extent; however, its strength seems to be in improving <span class=""chemical"">levodopa</span>-induced dyskinesias.",761593.0,15096016.0,15096016_D007980_D018476,,bcv_easy_842_sent_work_dev_set_761593,no_relation,
778102219,8/26/2015 06:04:44,true,1721388662,,8/26/2015 06:02:22,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,TRUE,D010396,"<span class=""chemical"">Penicillamine</span>",D001172,"<span class=""disease"">rheumatoid arthritis</span>","<span class=""chemical"">Penicillamine</span>-induced rapidly progressive glomerulonephritis in a patient with <span class=""disease"">rheumatoid arthritis</span>.",761593.0,8267029.0,8267029_D010396_D001172,,bcv_easy_497_sent_work_dev_set_761593,no_relation,
778102220,8/26/2015 05:09:02,true,1721346442,,8/26/2015 04:59:19,false,neodev,0.9545,32664120,VEN,25,Caracas,190.72.148.117,,,no_relation,TRUE,D002118,"<span class=""chemical"">calcium</span>",D003329,"<span class=""disease"">coronary spasm</span>","These data suggest that <span class=""disease"">coronary spasm</span> may be the cause of cardiotoxicity due to 5-FU, and that <span class=""chemical"">calcium</span> antagonists may probably be used in the prevention or treatment of 5-FU cardiotoxicity.",761593.0,3952818.0,3952818_D002118_D003329,,bcv_easy_1002_sent_work_dev_set_761593,no_relation,
778102220,8/26/2015 05:15:53,true,1721349454,,8/26/2015 05:14:28,false,neodev,0.8286,33292218,VEN,"","",190.199.97.165,,,no_relation,TRUE,D002118,"<span class=""chemical"">calcium</span>",D003329,"<span class=""disease"">coronary spasm</span>","These data suggest that <span class=""disease"">coronary spasm</span> may be the cause of cardiotoxicity due to 5-FU, and that <span class=""chemical"">calcium</span> antagonists may probably be used in the prevention or treatment of 5-FU cardiotoxicity.",761593.0,3952818.0,3952818_D002118_D003329,,bcv_easy_1002_sent_work_dev_set_761593,no_relation,
778102220,8/26/2015 05:38:44,true,1721365343,,8/26/2015 05:38:00,false,neodev,0.8824,33090859,SRB,"","",93.87.24.129,,,no_relation,TRUE,D002118,"<span class=""chemical"">calcium</span>",D003329,"<span class=""disease"">coronary spasm</span>","These data suggest that <span class=""disease"">coronary spasm</span> may be the cause of cardiotoxicity due to 5-FU, and that <span class=""chemical"">calcium</span> antagonists may probably be used in the prevention or treatment of 5-FU cardiotoxicity.",761593.0,3952818.0,3952818_D002118_D003329,,bcv_easy_1002_sent_work_dev_set_761593,no_relation,
778102220,8/26/2015 05:44:56,true,1721370320,,8/26/2015 05:34:11,true,elite,0.3333,33298556,VNM,20,Ho Chi Minh City,115.76.81.89,,,no_relation,TRUE,D002118,"<span class=""chemical"">calcium</span>",D003329,"<span class=""disease"">coronary spasm</span>","These data suggest that <span class=""disease"">coronary spasm</span> may be the cause of cardiotoxicity due to 5-FU, and that <span class=""chemical"">calcium</span> antagonists may probably be used in the prevention or treatment of 5-FU cardiotoxicity.",761593.0,3952818.0,3952818_D002118_D003329,,bcv_easy_1002_sent_work_dev_set_761593,no_relation,
778102221,8/26/2015 05:31:37,true,1721359082,,8/26/2015 05:29:36,false,neodev,0.875,33870718,VEN,"","",190.205.76.170,,,no_relation,TRUE,C018824,"<span class=""chemical"">NH4Ac</span>",D003866,"<span class=""disease"">depression</span>","Addition of excess calcium reversed the <span class=""disease"">depression</span> in both tissues, but calcium-independent catecholamine release by acetaldehyde was not blocked by <span class=""chemical"">NH4Ac</span>.",761593.0,6323692.0,6323692_C018824_D003866,,bcv_easy_362_sent_work_dev_set_761593,no_relation,
778102222,8/26/2015 05:05:58,true,1721345143,,8/26/2015 05:04:22,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,no_relation,TRUE,D009705,"<span class=""chemical"">nucleosides</span>",D002545,"<span class=""disease"">cerebral ischemia</span>","Time dependence of plasma malondialdehyde, oxypurines, and <span class=""chemical"">nucleosides</span> during incomplete <span class=""disease"">cerebral ischemia</span> in the rat.",761593.0,7710775.0,7710775_D009705_D002545,,bcv_easy_944_sent_work_dev_set_761593,no_relation,
778102222,8/26/2015 05:34:07,true,1721361376,,8/26/2015 05:33:42,false,neodev,0.9605,29847126,VEN,25,Caracas,190.94.235.191,,,no_relation,TRUE,D009705,"<span class=""chemical"">nucleosides</span>",D002545,"<span class=""disease"">cerebral ischemia</span>","Time dependence of plasma malondialdehyde, oxypurines, and <span class=""chemical"">nucleosides</span> during incomplete <span class=""disease"">cerebral ischemia</span> in the rat.",761593.0,7710775.0,7710775_D009705_D002545,,bcv_easy_944_sent_work_dev_set_761593,no_relation,
778102222,8/26/2015 05:40:03,true,1721366387,,8/26/2015 05:39:00,false,clixsense,0.8837,13919775,IDN,30,Tangerang,180.250.88.122,,,no_relation,TRUE,D009705,"<span class=""chemical"">nucleosides</span>",D002545,"<span class=""disease"">cerebral ischemia</span>","Time dependence of plasma malondialdehyde, oxypurines, and <span class=""chemical"">nucleosides</span> during incomplete <span class=""disease"">cerebral ischemia</span> in the rat.",761593.0,7710775.0,7710775_D009705_D002545,,bcv_easy_944_sent_work_dev_set_761593,no_relation,
778102222,8/26/2015 05:40:57,true,1721367095,,8/26/2015 05:39:00,false,neodev,0.8125,32541786,IND,07,New Delhi,122.160.9.84,,,no_relation,TRUE,D009705,"<span class=""chemical"">nucleosides</span>",D002545,"<span class=""disease"">cerebral ischemia</span>","Time dependence of plasma malondialdehyde, oxypurines, and <span class=""chemical"">nucleosides</span> during incomplete <span class=""disease"">cerebral ischemia</span> in the rat.",761593.0,7710775.0,7710775_D009705_D002545,,bcv_easy_944_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 04:30:55,true,1721332290,,8/26/2015 04:29:19,false,neodev,0.8667,12337397,IDN,07,Semarang,222.124.21.42,,,no_relation,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 04:39:33,true,1721335131,,8/26/2015 04:38:51,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,no_relation,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 04:46:21,true,1721337499,true,8/26/2015 04:33:00,true,clixsense,0.3333,16104268,PHL,38,Antipolo,49.148.84.177,,,yes_direct,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 04:52:31,true,1721339909,,8/26/2015 04:46:16,false,neodev,0.8824,30057720,IND,24,Banswara,117.253.74.35,,,no_relation,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 05:33:49,true,1721361131,true,8/26/2015 05:29:24,true,clixsense,0.5,32603741,FRA,B6,Soissons,83.156.36.94,,,yes_direct,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102223,8/26/2015 05:39:38,true,1721366070,,8/26/2015 05:36:15,false,neodev,0.7143,32932483,VEN,"","",190.75.82.169,,,no_relation,TRUE,D008784,"<span class=""chemical"">methysergide</span>",D004409,"<span class=""disease"">dyskinetic</span>","Several drugs, including clonidine, physostigmine, <span class=""chemical"">methysergide</span>, 5-MDOT, propranolol, and MK-801, markedly reduced the <span class=""disease"">dyskinetic</span> movements but at the cost of a return of parkinsonian symptomatology.",761593.0,8106150.0,8106150_D008784_D004409,,bcv_easy_1116_sent_work_dev_set_761593,no_relation,
778102224,8/26/2015 05:23:46,true,1721353101,true,8/26/2015 05:21:15,true,clixsense,0.5,21406883,PHL,"","",121.54.54.174,,,yes_indirect,TRUE,D011899,"<span class=""chemical"">ranitidine</span>",D056486|D006402,"<span class=""disease"">hepatic or hematologic toxicity</span>","Treatment with high doses of cimetidine (one to 60 months; median, 11 months) or <span class=""chemical"">ranitidine</span> (two to 31 months; median, 14 months) was not associated with <span class=""disease"">hepatic or hematologic toxicity</span> or alterations of serum gastrin concentrations, but <span class=""chemical"">ranitidine</span> therapy was associated with a significantly lower serum creatinine level than seen with cimetidine therapy.",761593.0,6150641.0,6150641_D011899_D056486|D006402,,bcv_easy_328_sent_work_dev_set_761593,no_relation,
