_golden	chemical_id	chemical_name	disease_id	disease_name	form_body	form_title	in_gold	pmid	rel_origin	rel_resp_gold	rel_resp_gold_reason	uniq_id
	MESH:D019331	"<span class=""chemical"">L-NAME/N(G)-nitro-L-arginine methyl ester</span>"	MESH:D006973	"<span class=""disease"">hypertension</span>"	"In the cardiovascular system, NO is involved in the regulation of a variety of functions. Inhibition of NO synthesis induces sustained <span class=""disease"">hypertension</span>. In several models of <span class=""disease"">hypertension</span>, elevation of intracellular sodium level was documented in cardiac tissue. <span class=""sentence"">To assess the molecular basis of disturbances in transmembraneous transport of Na+, we studied the response of cardiac (Na,K)-ATPase to NO-deficient <span class=""disease"">hypertension</span> induced in rats by NO-synthase inhibition with 40 mg/kg/day <span class=""chemical"">N(G)-nitro-L-arginine methyl ester</span> (<span class=""chemical"">L-NAME</span>) for 4 four weeks.</span> After 4-week administration of <span class=""chemical"">L-NAME</span>, the systolic blood pressure (SBP) increased by 36%. Two weeks after terminating the treatment, the SBP recovered to control value. When activating the (Na,K)-ATPase with its substrate ATP, no changes in Km and Vmax values were observed in NO-deficient rats. During activation with Na+, the Vmax remained unchanged, however the K(Na) increased by 50%, indicating a profound decrease in the affinity of the Na+-binding site in NO-deficient rats. After recovery from <span class=""disease"">hypertension</span>, the activity of (Na,K)-ATPase increased, due to higher affinity of the ATP-binding site, as revealed from the lowered Km value for ATP. The K(Na) value for Na+ returned to control value. Inhibition of NO-synthase induced a reversible <span class=""disease"">hypertension</span> accompanied by depressed Na+-extrusion from cardiac cells as a consequence of deteriorated Na+-binding properties of the (Na,K)-ATPase. After recovery of blood pressure to control values, the extrusion of Na+ from cardiac cells was normalized, as revealed by restoration of the (Na,K)-ATPase activity."	"Changes of sodium and ATP affinities of the cardiac (Na,K)-ATPase during and after nitric oxide deficient <span class=""disease"">hypertension</span>."		10706004	sent			refine_try_1_293
	MESH:D011188	"<span class=""chemical"">K</span>"	MESH:D003866	"<span class=""disease"">depressed</span>"	"In the cardiovascular system, NO is involved in the regulation of a variety of functions. Inhibition of NO synthesis induces sustained hypertension. In several models of hypertension, elevation of intracellular sodium level was documented in cardiac tissue. To assess the molecular basis of disturbances in transmembraneous transport of Na+, we studied the response of cardiac (Na,<span class=""chemical"">K</span>)-ATPase to NO-deficient hypertension induced in rats by NO-synthase inhibition with 40 mg/kg/day N(G)-nitro-L-arginine methyl ester (L-NAME) for 4 four weeks. After 4-week administration of L-NAME, the systolic blood pressure (SBP) increased by 36%. Two weeks after terminating the treatment, the SBP recovered to control value. When activating the (Na,<span class=""chemical"">K</span>)-ATPase with its substrate ATP, no changes in Km and Vmax values were observed in NO-deficient rats. During activation with Na+, the Vmax remained unchanged, however the <span class=""chemical"">K</span>(Na) increased by 50%, indicating a profound decrease in the affinity of the Na+-binding site in NO-deficient rats. After recovery from hypertension, the activity of (Na,<span class=""chemical"">K</span>)-ATPase increased, due to higher affinity of the ATP-binding site, as revealed from the lowered Km value for ATP. The <span class=""chemical"">K</span>(Na) value for Na+ returned to control value. <span class=""sentence"">Inhibition of NO-synthase induced a reversible hypertension accompanied by <span class=""disease"">depressed</span> Na+-extrusion from cardiac cells as a consequence of deteriorated Na+-binding properties of the (Na,<span class=""chemical"">K</span>)-ATPase.</span> After recovery of blood pressure to control values, the extrusion of Na+ from cardiac cells was normalized, as revealed by restoration of the (Na,<span class=""chemical"">K</span>)-ATPase activity."	"Changes of sodium and ATP affinities of the cardiac (Na,<span class=""chemical"">K</span>)-ATPase during and after nitric oxide deficient hypertension."		10706004	sent			refine_try_1_294
	MESH:D006514	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D008103	"<span class=""disease"">liver cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes <span class=""disease"">liver cirrhosis</span> and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with lamivudine monotherapy.		16960342	abs			refine_try_1_295
	MESH:D006514	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D006528	"<span class=""disease"">hepatocellular carcinoma</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and <span class=""disease"">hepatocellular carcinoma</span>, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with lamivudine monotherapy.		16960342	abs			refine_try_1_296
	MESH:D006514	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D005355	"<span class=""disease"">cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related <span class=""disease"">cirrhosis</span> who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related <span class=""disease"">cirrhosis</span>, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated hepatitis B virus-related <span class=""disease"">cirrhosis</span> after treatment with lamivudine monotherapy."		16960342	abs			refine_try_1_297
	MESH:D006513	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D005355	"<span class=""disease"">cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related <span class=""disease"">cirrhosis</span> who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related <span class=""disease"">cirrhosis</span>, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated hepatitis B virus-related <span class=""disease"">cirrhosis</span> after treatment with lamivudine monotherapy."		16960342	abs			refine_try_1_298
	MESH:D006513	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D008103	"<span class=""disease"">liver cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes <span class=""disease"">liver cirrhosis</span> and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with lamivudine monotherapy.		16960342	abs			refine_try_1_299
	MESH:D019259	"<span class=""chemical"">lamivudine</span>"	MESH:D006528	"<span class=""disease"">hepatocellular carcinoma</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and <span class=""disease"">hepatocellular carcinoma</span>, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of <span class=""chemical"">lamivudine</span>, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both hepatitis B surface antigen and e antigen were observed to have disappeared in this patient. The administration of <span class=""chemical"">lamivudine</span> to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with <span class=""chemical"">lamivudine</span> monotherapy."		16960342	abs			refine_try_1_300
	MESH:D006514	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D006509	"<span class=""disease"">hepatitis B/Hepatitis B virus (HBV) infection</span>"	"<span class=""disease"">Hepatitis B virus (HBV) infection</span>, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated <span class=""disease"">hepatitis B</span> virus-related cirrhosis after treatment with lamivudine monotherapy."		16960342	abs			refine_try_1_301
	MESH:D019259	"<span class=""chemical"">lamivudine</span>"	MESH:D008103	"<span class=""disease"">liver cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes <span class=""disease"">liver cirrhosis</span> and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of <span class=""chemical"">lamivudine</span>, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both hepatitis B surface antigen and e antigen were observed to have disappeared in this patient. The administration of <span class=""chemical"">lamivudine</span> to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with <span class=""chemical"">lamivudine</span> monotherapy."		16960342	abs			refine_try_1_302
	MESH:D006513	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D006528	"<span class=""disease"">hepatocellular carcinoma</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and <span class=""disease"">hepatocellular carcinoma</span>, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	Sustained clinical improvement of a patient with decompensated hepatitis B virus-related cirrhosis after treatment with lamivudine monotherapy.		16960342	abs			refine_try_1_303
	MESH:D006513	"<span class=""chemical"">hepatitis B surface antigen and e antigen</span>"	MESH:D006509	"<span class=""disease"">hepatitis B/Hepatitis B virus (HBV) infection</span>"	"<span class=""disease"">Hepatitis B virus (HBV) infection</span>, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of lamivudine, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both <span class=""chemical"">hepatitis B surface antigen and e antigen</span> were observed to have disappeared in this patient. The administration of lamivudine to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"Sustained clinical improvement of a patient with decompensated <span class=""disease"">hepatitis B</span> virus-related cirrhosis after treatment with lamivudine monotherapy."		16960342	abs			refine_try_1_304
	MESH:D019259	"<span class=""chemical"">lamivudine</span>"	MESH:D006509	"<span class=""disease"">hepatitis B/Hepatitis B virus (HBV) infection</span>"	"<span class=""disease"">Hepatitis B virus (HBV) infection</span>, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related cirrhosis who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of <span class=""chemical"">lamivudine</span>, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both hepatitis B surface antigen and e antigen were observed to have disappeared in this patient. The administration of <span class=""chemical"">lamivudine</span> to patients with HBV-related cirrhosis, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available."	"<span class=""sentence"">Sustained clinical improvement of a patient with decompensated <span class=""disease"">hepatitis B</span> virus-related cirrhosis after treatment with <span class=""chemical"">lamivudine</span> monotherapy.</span>"		16960342	sent			refine_try_1_305
	MESH:D019259	"<span class=""chemical"">lamivudine</span>"	MESH:D005355	"<span class=""disease"">cirrhosis</span>"	"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries. Recent development of vaccine for prevention is reported to be successful in reducing the size of chronically infected carriers, although the standard medical therapies have not been established up to now. In this report, we encountered a patient with decompensated HBV-related <span class=""disease"">cirrhosis</span> who exhibited the dramatic improvements after antiviral therapy. The patient was a 50-year-old woman. Previous conventional medical treatments were not effective for this patient, thus this patient had been referred to our hospital. However, the administration of <span class=""chemical"">lamivudine</span>, a reverse transcriptase inhibitor, for 23 months dramatically improved her liver severity. During this period, no drug resistant mutant HBV emerged, and the serum HBV-DNA level was continuously suppressed. These virological responses were also maintained even after the antiviral therapy was discontinued. Moreover, both hepatitis B surface antigen and e antigen were observed to have disappeared in this patient. <span class=""sentence"">The administration of <span class=""chemical"">lamivudine</span> to patients with HBV-related <span class=""disease"">cirrhosis</span>, like our present case, should be considered as an initial medical therapeutic option, especially in countries where liver transplantation is not reliably available.</span>"	"<span class=""sentence"">Sustained clinical improvement of a patient with decompensated hepatitis B virus-related <span class=""disease"">cirrhosis</span> after treatment with <span class=""chemical"">lamivudine</span> monotherapy.</span>"		16960342	sent			refine_try_1_306
	MESH:D010862	"<span class=""chemical"">PILO/pilocarpine</span>"	MESH:D004827	"<span class=""disease"">epilepsy</span>"	"Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental temporal lobe epilepsy (TLE). This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure-like events following high-frequency stimulation in hippocampal slices. <span class=""sentence"">The <span class=""chemical"">pilocarpine</span> (<span class=""chemical"">PILO</span>) model of <span class=""disease"">epilepsy</span> is characterized by an acute period of status epilepticus followed by spontaneous recurrent seizures and related brain damage.</span> We report peroxidase-antiperoxidase immunostaining for NPY in several brain regions in this model. <span class=""chemical"">PILO</span>-injected animals exhibited NPY immunoreactivity in the region of the mossy fibre terminals, in the dentate gyrus inner molecular layer and, in a few cases, within presumed granule cells. NPY immunoreactivity was also dramatically changed in the entorhinal cortex, amygdala and sensorimotor areas. In addition, <span class=""chemical"">PILO</span> injected animals exhibited a reduction in the number of NPY-immunoreactive interneurons compared with controls. The results demonstrate that changes in NPY expression, including expression in the granule cells and mossy fibres and the loss of vulnerable NPY neurons, are present in the <span class=""chemical"">PILO</span> model of TLE. However, the significance of this changed synthesis of NPY remains to be determined."	"Neuropeptide-Y immunoreactivity in the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy."		9305828	sent			refine_try_1_307
	MESH:D010862	"<span class=""chemical"">PILO/pilocarpine</span>"	MESH:D001930	"<span class=""disease"">brain damage</span>"	"Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental temporal lobe epilepsy (TLE). This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure-like events following high-frequency stimulation in hippocampal slices. <span class=""sentence"">The <span class=""chemical"">pilocarpine</span> (<span class=""chemical"">PILO</span>) model of epilepsy is characterized by an acute period of status epilepticus followed by spontaneous recurrent seizures and related <span class=""disease"">brain damage</span>.</span> We report peroxidase-antiperoxidase immunostaining for NPY in several brain regions in this model. <span class=""chemical"">PILO</span>-injected animals exhibited NPY immunoreactivity in the region of the mossy fibre terminals, in the dentate gyrus inner molecular layer and, in a few cases, within presumed granule cells. NPY immunoreactivity was also dramatically changed in the entorhinal cortex, amygdala and sensorimotor areas. In addition, <span class=""chemical"">PILO</span> injected animals exhibited a reduction in the number of NPY-immunoreactive interneurons compared with controls. The results demonstrate that changes in NPY expression, including expression in the granule cells and mossy fibres and the loss of vulnerable NPY neurons, are present in the <span class=""chemical"">PILO</span> model of TLE. However, the significance of this changed synthesis of NPY remains to be determined."	"Neuropeptide-Y immunoreactivity in the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy."		9305828	sent			refine_try_1_308
	MESH:D010862	"<span class=""chemical"">PILO/pilocarpine</span>"	MESH:D013226	"<span class=""disease"">status epilepticus</span>"	"Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental temporal lobe epilepsy (TLE). This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure-like events following high-frequency stimulation in hippocampal slices. <span class=""sentence"">The <span class=""chemical"">pilocarpine</span> (<span class=""chemical"">PILO</span>) model of epilepsy is characterized by an acute period of <span class=""disease"">status epilepticus</span> followed by spontaneous recurrent seizures and related brain damage.</span> We report peroxidase-antiperoxidase immunostaining for NPY in several brain regions in this model. <span class=""chemical"">PILO</span>-injected animals exhibited NPY immunoreactivity in the region of the mossy fibre terminals, in the dentate gyrus inner molecular layer and, in a few cases, within presumed granule cells. NPY immunoreactivity was also dramatically changed in the entorhinal cortex, amygdala and sensorimotor areas. In addition, <span class=""chemical"">PILO</span> injected animals exhibited a reduction in the number of NPY-immunoreactive interneurons compared with controls. The results demonstrate that changes in NPY expression, including expression in the granule cells and mossy fibres and the loss of vulnerable NPY neurons, are present in the <span class=""chemical"">PILO</span> model of TLE. However, the significance of this changed synthesis of NPY remains to be determined."	"Neuropeptide-Y immunoreactivity in the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy."		9305828	sent			refine_try_1_309
	MESH:D010862	"<span class=""chemical"">PILO/pilocarpine</span>"	MESH:D004833	"<span class=""disease"">temporal lobe epilepsy/TLE</span>"	"Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental <span class=""disease"">temporal lobe epilepsy</span> (<span class=""disease"">TLE</span>). This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure-like events following high-frequency stimulation in hippocampal slices. The <span class=""chemical"">pilocarpine</span> (<span class=""chemical"">PILO</span>) model of epilepsy is characterized by an acute period of status epilepticus followed by spontaneous recurrent seizures and related brain damage. We report peroxidase-antiperoxidase immunostaining for NPY in several brain regions in this model. <span class=""chemical"">PILO</span>-injected animals exhibited NPY immunoreactivity in the region of the mossy fibre terminals, in the dentate gyrus inner molecular layer and, in a few cases, within presumed granule cells. NPY immunoreactivity was also dramatically changed in the entorhinal cortex, amygdala and sensorimotor areas. In addition, <span class=""chemical"">PILO</span> injected animals exhibited a reduction in the number of NPY-immunoreactive interneurons compared with controls. <span class=""sentence"">The results demonstrate that changes in NPY expression, including expression in the granule cells and mossy fibres and the loss of vulnerable NPY neurons, are present in the <span class=""chemical"">PILO</span> model of <span class=""disease"">TLE</span>.</span> However, the significance of this changed synthesis of NPY remains to be determined."	"<span class=""sentence"">Neuropeptide-Y immunoreactivity in the <span class=""chemical"">pilocarpine</span> model of <span class=""disease"">temporal lobe epilepsy</span>.</span>"		9305828	sent			refine_try_1_310
	MESH:D010862	"<span class=""chemical"">PILO/pilocarpine</span>"	MESH:D012640	"<span class=""disease"">seizure/seizures</span>"	"Neuropeptide-Y (NPY) is expressed by granule cells and mossy fibres of the hippocampal dentate gyrus during experimental temporal lobe epilepsy (TLE). This expression may represent an endogenous damping mechanism since NPY has been shown to block <span class=""disease"">seizure</span>-like events following high-frequency stimulation in hippocampal slices. <span class=""sentence"">The <span class=""chemical"">pilocarpine</span> (<span class=""chemical"">PILO</span>) model of epilepsy is characterized by an acute period of status epilepticus followed by spontaneous recurrent <span class=""disease"">seizures</span> and related brain damage.</span> We report peroxidase-antiperoxidase immunostaining for NPY in several brain regions in this model. <span class=""chemical"">PILO</span>-injected animals exhibited NPY immunoreactivity in the region of the mossy fibre terminals, in the dentate gyrus inner molecular layer and, in a few cases, within presumed granule cells. NPY immunoreactivity was also dramatically changed in the entorhinal cortex, amygdala and sensorimotor areas. In addition, <span class=""chemical"">PILO</span> injected animals exhibited a reduction in the number of NPY-immunoreactive interneurons compared with controls. The results demonstrate that changes in NPY expression, including expression in the granule cells and mossy fibres and the loss of vulnerable NPY neurons, are present in the <span class=""chemical"">PILO</span> model of TLE. However, the significance of this changed synthesis of NPY remains to be determined."	"Neuropeptide-Y immunoreactivity in the <span class=""chemical"">pilocarpine</span> model of temporal lobe epilepsy."		9305828	sent			refine_try_1_311
	MESH:D009638	"<span class=""chemical"">NE/norepinephrine</span>"	MESH:D009202	"<span class=""disease"">cardiomyopathy/myocardial impairment</span>"	"Radiolabeled metaiodobenzylguanidine (MIBG), an analog of <span class=""chemical"">norepinephrine</span> (<span class=""chemical"">NE</span>), serves as an index of adrenergic neuron integrity and function. Using a rat model of adriamycin-induced <span class=""disease"">cardiomyopathy</span>, we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose-dependently in adriamycin <span class=""disease"">cardiomyopathy</span>. The degree of vacuolar degeneration of myocardial cells was analyzed in relation to the duration of adriamycin treatment (2 mg/kg, once a week). There were no abnormalities or only isolated degeneration in the 1- or 2-wk treatment groups, isolated or scattered degeneration in half of the 3-wk group, frequent scattered degeneration in the 4-wk group, scattered or focal degeneration in the 5-wk group, and extensive degeneration in the 8-wk group. Myocardial accumulation of [125I]MIBG 4 hr after intravenous injection did not differ between the controls and the groups treated 3 wk or less. However, the 4-wk group had a slightly lower accumulation in the right ventricular wall (82% of the control) and significantly lower accumulation in the left ventricular wall (about 66% of the control: p less than 0.05). In the 5-wk group, MIBG accumulation in the right and left ventricular wall was 35% and 27% of that in controls, respectively (p less than 0.001). In the 8-wk group, MIBG accumulation in the right and left ventricular wall was 18% and 14% of that in controls, respectively (p less than 0.001). Thus, MIBG accumulation in the myocardium decreased in an adriamycin dose-dependent manner. The appearance of impaired cardiac adrenergic neuron activity in the presence of slight <span class=""disease"">myocardial impairment</span> (scattered or focal vacuolar degeneration) indicates that MIBG scintigraphy may be a useful method for detection of adriamycin-induced <span class=""disease"">cardiomyopathy</span>."	"Detection of abnormal cardiac adrenergic neuron activity in adriamycin-induced <span class=""disease"">cardiomyopathy</span> with iodine-125-metaiodobenzylguanidine."		1732442	abs			refine_try_1_312
