_golden	chemical_id	chemical_name	disease_id	disease_name	form_abstract	form_title	old_cf_work_unit_id	original_job_id	pmid	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
TRUE	D002707	"<span class=""chemical"">Chlordiazepoxide</span>"	D002318|D012131	"<span class=""disease"">cardiovascular, and respiratory depression</span>"	"Systemic pretreatment with ketanserin, a relatively specific type-2 serotonin receptor antagonist, significantly attenuated the muscle rigidity produced in rats by the potent short-acting opiate agonist alfentanil. Following placement of subcutaneous electrodes in each animal's left gastrocnemius muscle, rigidity was assessed by analyzing root-mean-square electromyographic activity. Intraperitoneal ketanserin administration at doses of 0.63 and 2.5 mg/kg prevented the alfentanil-induced increase in electromyographic activity compared with animals pretreated with saline. <span class=""chemical"">Chlordiazepoxide</span> at doses up to 10 mg/kg failed to significantly influence the rigidity produced by alfentanil. Despite the absence of rigidity, animals that received ketanserin (greater than 0.31 mg/kg i.p.) followed by alfentanil were motionless, flaccid, and less responsive to external stimuli than were animals receiving alfentanil alone. Rats that received ketanserin and alfentanil exhibited less rearing and exploratory behavior at the end of the 60-min recording period than did animals that received ketanserin alone. These results, in combination with previous work, suggest that muscle rigidity, a clinically relevant side-effect of parenteral narcotic administration, may be partly mediated via serotonergic pathways. Pretreatment with type-2 serotonin antagonists may be clinically useful in attenuating opiate-induced rigidity, although further studies will be necessary to assess the interaction of possibly enhanced CNS, <span class=""disease"">cardiovascular, and respiratory depression</span>."	Ketanserin pretreatment reverses alfentanil-induced muscle rigidity.	765528048.0	758438.0	3115150.0	bcv_hard_179_job_758438_work_false	"no_relation
"	
TRUE	D014282	"<span class=""chemical"">trihexyphenidyl hydrochloride/trihexyphenidyl</span>"	D001523	"<span class=""disease"">psychiatric</span>"	"A chronic schizophrenic patient was treated with an anticholinergic drug, <span class=""chemical"">trihexyphenidyl hydrochloride</span>. The patient developed, paradoxically, sinus bradycardia. The reaction was specific to <span class=""chemical"">trihexyphenidyl</span> and not to other anticholinergic drugs. This antidyskinetic drug is widely used in clinical <span class=""disease"">psychiatric</span> practice and physicians should be aware of this side effect."	"Bradycardia due to <span class=""chemical"">trihexyphenidyl hydrochloride</span>."	765528078.0	758438.0	3769769.0	bcv_hard_209_job_758438_work_false	"no_relation
"	
TRUE	D003401	"<span class=""chemical"">creatine</span>"	D009220	"<span class=""disease"">Myositis</span>"	"We report the clinical and bioptic findings for a 57-year-old woman with severe chloroquine-induced myopathy. Since 1989, she had been suffering from systemic lupus erythematosus (SLE) with renal involvement and undergone periods of treatment with azathioprine and cyclophosphamide. Additional therapy with chloroquine (CQ) was started because of arthralgia. At the same time, slightly increased <span class=""chemical"">creatine</span> kinase (CK) levels were noted. <span class=""disease"">Myositis</span> was suspected, and the patient was treated with steroids. The CK increase persisted, however, and she developed progressive muscular weakness and muscular atrophy. Routine controls revealed markedly elevated CK levels of 1,700 U/l. The neurological and electrophysiological findings were not typical of <span class=""disease"">myositis</span>. Thus, muscle biopsy of the deltoid muscle was performed in order to exclude polymyositis or toxic myopathy. As it revealed chloroquine-induced myopathy, medication was stopped. Discriminating between primary SLE-induced affection of the musculoskeletal system and drug-induced side effects is important for appropriate treatment of SLE patients."	"Differential diagnosis of high serum <span class=""chemical"">creatine</span> kinase levels in systemic lupus erythematosus."	765528112.0	758438.0	12739036.0	bcv_hard_243_job_758438_work_false	"no_relation
"	
TRUE	D000661	"<span class=""chemical"">amphetamine</span>"	D008107	"<span class=""disease"">liver disease</span>"	"Pretreatment with ammonium acetate (NH4Ac) (6 mmol/kg s.c.) approximately doubled the time morphine-treated mice remained on a hot surface and similarly increased muscular incoordination by diazepam, but NH4Ac treatment alone had no effect. Thus, hyperammonemia is capable of altering drug action and must be considered along with impaired drug metabolism in enhanced drug responses associated with <span class=""disease"">liver disease</span>. Experiments in vitro showed that acetylcholine-induced catecholamine release from bovine adrenal medulla is depressed as much as 50% by 0.3 mM NH4Ac and KCl-induced contractions of guinea-pig ileum were inhibited 20% by 5 mM NH4Ac. Addition of excess calcium reversed the depression in both tissues, but calcium-independent catecholamine release by acetaldehyde was not blocked by NH4Ac. These results suggested that ammonia blocks calcium channels. Parallels in the actions of NH4Ac and the calcium channel blocker verapamil support this concept. Both verapamil (10 mg/kg i.p.) and NH4Ac pretreatment enhanced morphine analgesia- and diazepam-induced muscular incoordination and antagonized <span class=""chemical"">amphetamine</span>-induced motor activity, and neither verapamil nor NH4Ac affected the convulsant action of metrazol. The data suggest that hyperammonemia exerts a calcium channel blocking action which enhances the effects of central nervous system depressants and certain opioid analgesics."	Modification of drug action by hyperammonemia.	765528220.0	758438.0	6323692.0	bcv_hard_351_job_758438_work_false	"no_relation
"	
TRUE	D004837	"<span class=""chemical"">adrenaline</span>"	D003866	"<span class=""disease"">depressive</span>"	"Using two-stage coronary ligation-, digitalis-, and <span class=""chemical"">adrenaline</span>-induced canine ventricular arrhythmias, antiarrhythmic effects of cibenzoline were examined and the minimum effective plasma concentration for each arrhythmia model was determined. Cibenzoline suppressed all the arrhythmias, and the minimum effective plasma concentrations for arrhythmias induced by 24-h coronary ligation, 48-h coronary ligation, digitalis, and <span class=""chemical"">adrenaline</span> were 1.9 +/- 0.9 (by 8 mg/kg i.v.), 1.6 +/- 0.5 (by 8 mg/kg i.v.), 0.6 +/- 0.2 (by 2 mg/kg i.v.), and 3.5 +/- 1.3 (by 5 mg/kg i.v.) micrograms/ml, respectively (mean +/- SDM, n = 6-7). The concentration for <span class=""chemical"">adrenaline</span>-induced arrhythmia was significantly higher than those for the other types of arrhythmias. This pharmacological profile is similar to those of mexiletine and tocainide, and all three drugs have central nervous system (CNS) stimulant action. Because cibenzoline had only weak hypotensive and sinus node <span class=""disease"">depressive</span> effects and was found to be orally active when given to coronary ligation arrhythmia dogs, its clinical usefulness is expected."	Antiarrhythmic plasma concentrations of cibenzoline on canine ventricular arrhythmias.	765528287.0	758438.0	2435991.0	bcv_hard_418_job_758438_work_false	"no_relation
"	
TRUE	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D013203|D016470	"<span class=""disease"">Staphylococcus aureus bacteremia</span>"	"A 67-year-old man who was treated with oxacillin for one week because of <span class=""disease"">Staphylococcus aureus bacteremia</span>, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.	765528160.0	758438.0	11337188.0	bcv_hard_291_job_758438_work_false	"no_relation
"	
TRUE	D014700	"<span class=""chemical"">verapamil</span>"	D022124	"<span class=""disease"">hyperammonemia</span>"	"Pretreatment with ammonium acetate (NH4Ac) (6 mmol/kg s.c.) approximately doubled the time morphine-treated mice remained on a hot surface and similarly increased muscular incoordination by diazepam, but NH4Ac treatment alone had no effect. Thus, <span class=""disease"">hyperammonemia</span> is capable of altering drug action and must be considered along with impaired drug metabolism in enhanced drug responses associated with liver disease. Experiments in vitro showed that acetylcholine-induced catecholamine release from bovine adrenal medulla is depressed as much as 50% by 0.3 mM NH4Ac and KCl-induced contractions of guinea-pig ileum were inhibited 20% by 5 mM NH4Ac. Addition of excess calcium reversed the depression in both tissues, but calcium-independent catecholamine release by acetaldehyde was not blocked by NH4Ac. These results suggested that ammonia blocks calcium channels. Parallels in the actions of NH4Ac and the calcium channel blocker <span class=""chemical"">verapamil</span> support this concept. Both <span class=""chemical"">verapamil</span> (10 mg/kg i.p.) and NH4Ac pretreatment enhanced morphine analgesia- and diazepam-induced muscular incoordination and antagonized amphetamine-induced motor activity, and neither <span class=""chemical"">verapamil</span> nor NH4Ac affected the convulsant action of metrazol. The data suggest that <span class=""disease"">hyperammonemia</span> exerts a calcium channel blocking action which enhances the effects of central nervous system depressants and certain opioid analgesics."	"Modification of drug action by <span class=""disease"">hyperammonemia</span>."	765528240.0	758438.0	6323692.0	bcv_hard_371_job_758438_work_false	"no_relation
"	
TRUE	D014147	"<span class=""chemical"">tramadol</span>"	D059350	"<span class=""disease"">chronic pain</span>"	"<span class=""chemical"">Tramadol</span> is a weak opioid with effects on adrenergic and serotonergic neurotransmission that is used to treat cancer pain and chronic non malignant pain. This drug was initiated in association with paroxetine and dosulepine hydrochloride in a tetraparetic patient with <span class=""disease"">chronic pain</span>. Fifty-six days after initiation of the treatment the patient presented hallucinations that only stopped after the withdrawal of psycho-active drugs and <span class=""chemical"">tramadol</span>. The case report questions the long term use of pain killers combined with psycho-active drugs in chronic non malignant pain, especially if pain is under control."	"Nightmares and hallucinations after long-term intake of <span class=""chemical"">tramadol</span> combined with antidepressants."	765527962.0	758438.0	8766220.0	bcv_hard_93_job_758438_work_false	"no_relation
"	The first sentence says that Tramadol is used to treat people in pain. The second sentence sentence says that it was given to patients who were already in pain, meaning that the chronic pain was not caused by Tramadol.
TRUE	D009270	"<span class=""chemical"">naloxone</span>"	D059265	"<span class=""disease"">visceral pain</span>"	"<p>PURPOSE: To develop a model of <span class=""disease"">visceral pain</span> in rats using a behavioral approach. Cyclophosphamide (CP), an antitumoral agent known to produce toxic effects on the bladder wall through its main toxic metabolite acrolein, was used to induce cystitis. </p><p>MATERIALS AND METHODS: CP was administered at doses of 50, 100 and 200 mg./kg. i.p. to male rats, and their behavior observed and scored. The effects of morphine (0.5 to 4 mg./kg. i.v.) on CP-induced behavioral modifications were tested administered alone and after <span class=""chemical"">naloxone</span> (1 mg./kg. s.c.). In addition, 90 minutes after CP injection, that is, at the time of administration of morphine, the bladder was removed in some rats for histological examination. Finally, to show that the bladder is essential for the CP-induced behavioral modifications, female rats also received CP at doses of 200 mg./kg. i.p. and of 20 mg. by the intravesical route, and acrolein at doses of 0.5 mg. by the intravesical route and of 5 mg./kg. i.v. </p><p>RESULTS: CP dose-relatedly induced marked behavioral modifications in male rats: breathing rate decrease, closing of the eyes and occurrence of specific postures. Morphine dose-dependently reversed these behavioral disorders. A dose of 0.5 mg./kg. produced a reduction of almost 50% of the behavioral score induced by CP 200 mg./kg. This effect was completely prevented by pretreatment with <span class=""chemical"">naloxone</span>. At the time of administration of morphine, histological modifications of the bladder wall, such as chorionic and muscle layer edema, were observed. In female rats, CP 200 mg./kg. i.p. produced the same marked behavioral modifications as those observed in male rats. Administered at the dose of 20 mg. intravesically, CP did not produce any behavioral effects, whereas acrolein at 0.5 mg. intravesically induced behavioral modifications identical to those under CP 200 mg./kg. i.p., with the same maximal levels. Conversely, acrolein 5 mg./kg. i.v. did not produce any behavioral effects at all. </p><p>CONCLUSIONS: Overall, these results indicate that this experimental model of CP-induced cystitis may be an interesting new behavioral model of inflammatory <span class=""disease"">visceral pain</span>, allowing a better understanding of these painful syndromes and thus a better therapeutic approach to them.</p>"	"Cyclophosphamide-induced cystitis in freely-moving conscious rats: behavioral approach to a new model of <span class=""disease"">visceral pain</span>."	765528172.0	758438.0	10840460.0	bcv_hard_303_job_758438_work_false	"no_relation
"	
TRUE	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D015746	"<span class=""disease"">abdominal pain</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by <span class=""disease"">abdominal pain</span>, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.	765528156.0	758438.0	11337188.0	bcv_hard_287_job_758438_work_false	"no_relation
"	
TRUE	D007659	"<span class=""chemical"">ketone</span>"	D006973	"<span class=""disease"">hypertensive</span>"	"Proteinuria is a side effect of captopril treatment in <span class=""disease"">hypertensive</span> patients. The possibility of reproducing the same renal abnormality with captopril was examined in SHR. Oral administration of captopril at 100 mg/kg for 14 days failed to aggravate proteinuria pre-existing in SHR. Also, captopril treatment failed to potentiate or facilitate development of massive proteinuria invoked by puromycin aminonucleoside in SHR. Captopril had little or no demonstrable effects on serum electrolyte concentrations, excretion of urine, sodium and potassium, endogenous creatinine clearance, body weight, and food and water consumption. However, <span class=""chemical"">ketone</span> bodies were consistently present in urine and several lethalities occurred during multiple dosing of captopril in SHR."	"Effect of captopril on pre-existing and aminonucleoside-induced proteinuria in spontaneously <span class=""disease"">hypertensive</span> rats."	765528409.0	758438.0	6454943.0	bcv_hard_540_job_758438_work_false	"no_relation
"	
TRUE	D000584	"<span class=""chemical"">amiloride</span>"	D003327	"<span class=""disease"">coronary disease</span>"	"It has been proposed that modest changes in plasma potassium can alter the tendency towards cardiac arrhythmias. If this were so, patients with coronary artery disease might be especially susceptible. Thus, myocardial electrical excitability was measured in patients with mild essential hypertension and known coronary artery disease after 8 weeks of treatment with a potassium-conserving diuretic (<span class=""chemical"">amiloride</span>) and a similar period on a potassium-losing diuretic (chlorthalidone) in a randomised study. Plasma potassium concentrations were on average 1 mmol/L lower during the chlorthalidone phase compared to <span class=""chemical"">amiloride</span> therapy. Blood pressure and volume states as assessed by bodyweight, plasma renin and noradrenaline (norepinephrine) concentrations were similar on the 2 regimens. Compared to <span class=""chemical"">amiloride</span> treatment, the chlorthalidone phase was associated with an increased frequency of ventricular ectopic beats (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation. The above results indicate that because potassium-losing diuretic therapy can increase myocardial electrical excitability in patients with ischaemic heart disease, even minor falls in plasma potassium concentrations are probably best avoided in such patients."	"Diuretics, potassium and arrhythmias in hypertensive <span class=""disease"">coronary disease</span>."	765527883.0	758438.0	3732088.0	bcv_hard_14_job_758438_work_false	"no_relation
"	
TRUE	D011189	"<span class=""chemical"">KCl</span>"	D000699	"<span class=""disease"">analgesia</span>"	"Pretreatment with ammonium acetate (NH4Ac) (6 mmol/kg s.c.) approximately doubled the time morphine-treated mice remained on a hot surface and similarly increased muscular incoordination by diazepam, but NH4Ac treatment alone had no effect. Thus, hyperammonemia is capable of altering drug action and must be considered along with impaired drug metabolism in enhanced drug responses associated with liver disease. Experiments in vitro showed that acetylcholine-induced catecholamine release from bovine adrenal medulla is depressed as much as 50% by 0.3 mM NH4Ac and <span class=""chemical"">KCl</span>-induced contractions of guinea-pig ileum were inhibited 20% by 5 mM NH4Ac. Addition of excess calcium reversed the depression in both tissues, but calcium-independent catecholamine release by acetaldehyde was not blocked by NH4Ac. These results suggested that ammonia blocks calcium channels. Parallels in the actions of NH4Ac and the calcium channel blocker verapamil support this concept. Both verapamil (10 mg/kg i.p.) and NH4Ac pretreatment enhanced morphine <span class=""disease"">analgesia</span>- and diazepam-induced muscular incoordination and antagonized amphetamine-induced motor activity, and neither verapamil nor NH4Ac affected the convulsant action of metrazol. The data suggest that hyperammonemia exerts a calcium channel blocking action which enhances the effects of central nervous system depressants and certain opioid analgesics."	Modification of drug action by hyperammonemia.	765528234.0	758438.0	6323692.0	bcv_hard_365_job_758438_work_false	"no_relation
"	
TRUE	D007980	"<span class=""chemical"">levodopa</span>"	D010300	"<span class=""disease"">Parkinson's Disease/parkinsonian/PD/idiopathic Parkinson's disease</span>"	"A prospective, randomized, double-blind pilot study to compare the results of stereotactic unilateral pallidotomy and subthalamotomy in advanced <span class=""disease"">idiopathic Parkinson's disease</span> (<span class=""disease"">PD</span>) refractory to medical treatment was designed. Ten consecutive patients (mean age, 58.4 +/- 6.8 years; 7 men, 3 women) with similar characteristics at the duration of disease (mean disease time, 8.4 +/- 3.5 years), disabling motor fluctuations (Hoehn _ Yahr stage 3-5 in off-drug phases) and <span class=""chemical"">levodopa</span>-induced dyskinesias were selected. All patients had bilateral symptoms and their <span class=""chemical"">levodopa</span> equivalent dosing were analysed. Six patients were operated on in the globus pallidus interna (GPi) and four in the subthalamic nucleus (STN). Clinical evaluation included the use of the Unified <span class=""disease"">Parkinson's Disease</span> Rating Scale (UPDRS), Hoehn_Yahr score and Schwab England activities of daily living (ADL) score in 'on'- and 'off'-drug conditions before surgery and 6 months after surgery. There was statistically significant improvement in all contralateral major <span class=""disease"">parkinsonian</span> motor signs in all patients followed for 6 months. <span class=""chemical"">Levodopa</span> equivalent daily intake was significantly reduced in the STN group. Changes in UPDRS, Hoehn _ Yahr and Schwab England ADL scores were similar in both groups. Cognitive functions were unchanged in both groups. Complications were observed in two patients: one had a left homonymous hemianopsia after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with Valproate 1000 mg/day. The findings of this study suggest that lesions of the unilateral STN and GPi are equally effective treatment for patients with advanced <span class=""disease"">PD</span> refractory to medical treatment."	"Comparison of unilateral pallidotomy and subthalamotomy findings in advanced <span class=""disease"">idiopathic Parkinson's disease</span>."	765528032.0	758438.0	19234905.0	bcv_hard_163_job_758438_work_false	"no_relation
"	
TRUE	D012254	"<span class=""chemical"">ribavirin</span>"	D007153	"<span class=""disease"">immunodeficiency</span>"	"<p>BACKGROUND: Adenovirus is an important cause of morbidity and mortality in the immunocompromised host. The incidence of severe adenovirus disease in pediatrics is increasing in association with growing numbers of immunocompromised children, where case fatality rates as high as 50% to 80% have been reported. There are no approved antiviral agents with proven efficacy for the treatment of severe adenovirus disease, nor are there any prospective randomized, controlled trials of potentially useful anti-adenovirus therapies. Apparent clinical success in the treatment of severe adenovirus disease is limited to a few case reports and small series. Experience is greatest with intravenous <span class=""chemical"">ribavirin</span> and cidofovir. <span class=""chemical"">Ribavirin</span>, a guanosine analogue, has broad antiviral activity against both RNA and DNA viruses, including documented activity against adenovirus in vitro. <span class=""chemical"">Ribavirin</span> is licensed in aerosol form for the treatment of respiratory syncytial virus infection, and orally in combination with interferon to treat hepatitis C. Intravenous <span class=""chemical"">ribavirin</span> is the treatment of choice for infection with hemorrhagic fever viruses. The most common adverse effect of intravenous <span class=""chemical"">ribavirin</span> is reversible mild anemia. The use of cidofovir in severe adenovirus infection has been limited by adverse effects, the most significant of which is nephrotoxicity. </p><p>OBJECTIVE: We report our experience with intravenous <span class=""chemical"">ribavirin</span> therapy for severe adenovirus disease in a series of immunocompromised children and review the literature. </p><p>DESIGN/METHODS: We retrospectively reviewed the medical records of 5 children treated with intravenous <span class=""chemical"">ribavirin</span> for documented severe adenovirus disease. Two patients developed adenovirus hemorrhagic cystitis after cardiac and bone marrow transplants, respectively. The bone marrow transplant patient also received intravenous cidofovir for progressive disseminated disease. An additional 3 children developed adenovirus pneumonia; 2 were neonates, 1 of whom had partial DiGeorge syndrome. The remaining infant had recently undergone a cardiac transplant. Intravenous <span class=""chemical"">ribavirin</span> was administered on a compassionate-use protocol. </p><p>RESULTS: Complete clinical recovery followed later by viral clearance was observed in 2 children: the cardiac transplant recipient with adenovirus hemorrhagic cystitis and the immunocompetent neonate with adenovirus pneumonia. The remaining 3 children died of adenovirus disease. Intravenous <span class=""chemical"">ribavirin</span> therapy was well tolerated. Use of cidofovir in 1 child was associated with progressive renal failure and neutropenia. </p><p>DISCUSSION: Our series of patients is representative of the spectrum of immunocompromised children at greatest risk for severe adenovirus disease, namely solid-organ and bone marrow transplant recipients, neonates, and children with <span class=""disease"">immunodeficiency</span>. Although intravenous <span class=""chemical"">ribavirin</span> was not effective for all children with severe adenovirus disease in this series or in the literature, therapy is unlikely to be of benefit if begun late in the course of the infection. Early identification, eg by polymerase chain reaction of those patients at risk of disseminated adenovirus disease may permit earlier antiviral treatment and better evaluation of therapeutic response. </p><p>CONCLUSIONS: Two of 5 children with severe adenovirus disease treated with intravenous <span class=""chemical"">ribavirin</span> recovered. The availability of newer rapid diagnostic techniques, such as polymerase chain reaction, may make earlier, more effective treatment of adenovirus infection possible. Given the seriousness and increasing prevalence of adenovirus disease in certain hosts, especially children, a large, multicenter clinical trial of potentially useful anti-adenoviral therapies, such as intravenous <span class=""chemical"">ribavirin</span>, is clearly required to demonstrate the most effective and least toxic therapy.</p>"	"Intravenous <span class=""chemical"">ribavirin</span> treatment for severe adenovirus disease in immunocompromised children."	765528075.0	758438.0	12093990.0	bcv_hard_206_job_758438_work_false	"no_relation
"	
TRUE	D011899	"<span class=""chemical"">ranitidine</span>"	D015043	"<span class=""disease"">Zollinger-Ellison syndrome</span>"	"The H2-histamine receptor antagonists <span class=""chemical"">ranitidine</span> and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short- and long-term basis in 22 patients with gastric acid hypersecretory states. Nineteen patients had <span class=""disease"">Zollinger-Ellison syndrome</span>, one patient had systemic mastocytosis, and two patients had idiopathic hypersecretion. The rates of onset of the action of cimetidine and <span class=""chemical"">ranitidine</span> were the same. The actions of both drugs were increased by anticholinergic agents, and there was a close correlation between the daily maintenance dose of each drug needed to control acid secretion. However, <span class=""chemical"">ranitidine</span> was threefold more potent than cimetidine both in acute inhibition studies and in the median maintenance dose needed (1.2 g per day for <span class=""chemical"">ranitidine</span> and 3.6 g per day for cimetidine). Sixty percent of the males developed breast changes or impotence while taking cimetidine and in all cases these changes disappeared when cimetidine was replaced by <span class=""chemical"">ranitidine</span>. Treatment with high doses of cimetidine (one to 60 months; median, 11 months) or <span class=""chemical"">ranitidine</span> (two to 31 months; median, 14 months) was not associated with hepatic or hematologic toxicity or alterations of serum gastrin concentrations, but <span class=""chemical"">ranitidine</span> therapy was associated with a significantly lower serum creatinine level than seen with cimetidine therapy. The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states. Both are safe at high doses, but <span class=""chemical"">ranitidine</span> is threefold more potent and does not cause the antiandrogen side effects frequently seen with high doses of cimetidine."	"Comparison of the effectiveness of <span class=""chemical"">ranitidine</span> and cimetidine in inhibiting acid secretion in patients with gastric hypersecretory states."	765528191.0	758438.0	6150641.0	bcv_hard_322_job_758438_work_false	"no_relation
"	
TRUE	D002738	"<span class=""chemical"">chloroquine/CQ</span>"	D017285	"<span class=""disease"">polymyositis</span>"	"We report the clinical and bioptic findings for a 57-year-old woman with severe <span class=""chemical"">chloroquine</span>-induced myopathy. Since 1989, she had been suffering from systemic lupus erythematosus (SLE) with renal involvement and undergone periods of treatment with azathioprine and cyclophosphamide. Additional therapy with <span class=""chemical"">chloroquine</span> (<span class=""chemical"">CQ</span>) was started because of arthralgia. At the same time, slightly increased creatine kinase (CK) levels were noted. Myositis was suspected, and the patient was treated with steroids. The CK increase persisted, however, and she developed progressive muscular weakness and muscular atrophy. Routine controls revealed markedly elevated CK levels of 1,700 U/l. The neurological and electrophysiological findings were not typical of myositis. Thus, muscle biopsy of the deltoid muscle was performed in order to exclude <span class=""disease"">polymyositis</span> or toxic myopathy. As it revealed <span class=""chemical"">chloroquine</span>-induced myopathy, medication was stopped. Discriminating between primary SLE-induced affection of the musculoskeletal system and drug-induced side effects is important for appropriate treatment of SLE patients."	Differential diagnosis of high serum creatine kinase levels in systemic lupus erythematosus.	765528142.0	758438.0	12739036.0	bcv_hard_273_job_758438_work_false	"no_relation
"	
TRUE	D019344	"<span class=""chemical"">lactate</span>"	D059606	"<span class=""disease"">polydipsia</span>"	"This paper presents the clinical and metabolic findings in two young boys with long-standing Kearns-Sayre syndrome. Following short exposure to oral prednisone, both boys developed lethargy, increasing somnolence, <span class=""disease"">polydipsia</span>, polyphagia, and polyuria. Both presented in the emergency room with profound coma, hypotension, severe hyperglycemia, and acidosis. Nonketotic lactic acidosis was present in one and ketosis without a known serum <span class=""chemical"">lactate</span> level was present in the other. Respiratory failure rapidly ensued and both patients expired in spite of efforts at resuscitation. We believe these two cases represent a newly described and catastrophic metabolic-endocrine failure in the Kearns-Sayre syndrome."	Hyperglycemic acidotic coma and death in Kearns-Sayre syndrome.	765527939.0	758438.0	3703509.0	bcv_hard_70_job_758438_work_false	"no_relation
"	
TRUE	D004298	"<span class=""chemical"">dopamine</span>"	D010300	"<span class=""disease"">Parkinson's disease</span>"	"Apomorphine was the first dopaminergic drug ever used to treat symptoms of <span class=""disease"">Parkinson's disease</span>. While powerful antiparkinsonian effects had been observed as early as 1951, the potential of treating fluctuating <span class=""disease"">Parkinson's disease</span> by subcutaneous administration of apomorphine has only recently become the subject of systematic study. A number of small scale clinical trials have unequivocally shown that intermittent subcutaneous apomorphine injections produce antiparkinsonian benefit close if not identical to that seen with levodopa and that apomorphine rescue injections can reliably revert off-periods even in patients with complex on-off motor swings. Continuous subcutaneous apomorphine infusions can reduce daily off-time by more than 50% in this group of patients, which appears to be a stronger effect than that generally seen with add-on therapy with oral <span class=""chemical"">dopamine</span> agonists or COMT inhibitors. Extended follow-up studies of up to 8 years have demonstrated long-term persistence of apomorphine efficacy. In addition, there is convincing clinical evidence that monotherapy with continuous subcutaneous apomorphine infusions is associated with marked reductions of preexisting levodopa-induced dyskinesias. The main side effects of subcutaneous apomorphine treatment are related to cutaneous tolerability problems, whereas sedation and psychiatric complications play a lesser role. Given the marked degree of efficacy of subcutaneous apomorphine treatment in fluctuating <span class=""disease"">Parkinson's disease</span>, this approach seems to deserve more widespread clinical use."	"Apomorphine: an underutilized therapy for <span class=""disease"">Parkinson's disease</span>."	765528022.0	758438.0	11009181.0	bcv_hard_153_job_758438_work_false	"no_relation
"	
TRUE	D001224	"<span class=""chemical"">aspartate</span>"	D062787	"<span class=""disease"">overdose</span>"	"The activities of the lysosomal enzymes acid and neutral protease, N-acetylglucosaminidase, and acid phosphatase were measured in the serum of patients with fulminant hepatic failure. Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol <span class=""disease"">overdose</span>, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived. A correlation was found between serum acid protease activity and prothrombin time, and the increase in cathepsin D activity was sustained over several days compared with <span class=""chemical"">aspartate</span> aminotransferase, which showed a sharp early peak and then a fall. Circulating lysosomal proteases can damage other organs, and measurement of their activity may therefore be of added value in assessing prognosis in this condition."	Circulating lysosomal enzymes and acute hepatic necrosis.	765528205.0	758438.0	7007443.0	bcv_hard_336_job_758438_work_false	"no_relation
"	
