choice_0_ids	choice_0_label	choice_1_ids	choice_1_label	choice_2_ids	choice_2_label	choice_3_ids	choice_3_label	choice_4_ids	choice_4_label	form_abstract	form_title	pmid	uniq_id
D049971_induces_D051437	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D013148_induces_D006333	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D013148_induces_D006947	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D013148_induces_D003920	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D013148_induces_D051437	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of <span class=""chemical"">[chemical E]</span> in <span class=""disease"">[disease P]</span> patients reported a low risk of <span class=""disease"">[disease Q]</span> (2%) and <span class=""disease"">[disease S]</span> (0%). Because treatments for <span class=""disease"">[disease P]</span> have changed since the benefits of <span class=""chemical"">[chemical E]</span> were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> in <span class=""disease"">[disease P]</span> patients treated with <span class=""chemical"">[chemical E]</span>. </p><p>METHODS: We performed a case control study of <span class=""disease"">[disease P]</span> patients treated with <span class=""chemical"">[chemical E]</span> in our clinical practice. Cases were patients who developed <span class=""disease"">[disease Q]</span> (K(+) >5.0 mEq/L) or <span class=""disease"">[disease S]</span> (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of <span class=""chemical"">[chemical E]</span> due to <span class=""disease"">[disease Q]</span> (n = 33) or <span class=""disease"">[disease S]</span> (n = 34). Patients who developed <span class=""disease"">[disease Q]</span> were older and more likely to have <span class=""disease"">[disease R]</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed <span class=""disease"">[disease S]</span> had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with <span class=""chemical"">[chemical D]</span> diuretics than controls. </p><p>CONCLUSIONS: <span class=""chemical"">[chemical E]</span>-induced <span class=""disease"">[disease Q]</span> and <span class=""disease"">[disease S]</span> are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"<span class=""chemical"">[chemical E]</span>-induced <span class=""disease"">[disease S]</span> and <span class=""disease"">[disease Q]</span> in patients with <span class=""disease"">[disease P]</span>."	15632880	bcv_id_25
C016986_induces_D015878	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	C016986_induces_D003316	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	C016986_induces_D003229	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	C016986_induces_D007022	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	C016986_induces_D015814	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease T]</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">[chemical A]</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">[chemical A]</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The <span class=""disease"">[disease T]</span> effects were statistically significant for <span class=""chemical"">[chemical A]</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">[chemical A]</span>. <span class=""disease"">[disease S]</span> were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. <span class=""disease"">[disease R]</span> and <span class=""disease"">[disease P]</span> were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked <span class=""disease"">[disease Q]</span> 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">[chemical A]</span> ophthalmic solution."	8590259	bcv_id_26
C016986_induces_D004774	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease U]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"We prospectively evaluated the adverse reactions of <span class=""chemical"">[chemical A]</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">[chemical A]</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">[chemical A]</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">[chemical A]</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical <span class=""disease"">[disease U]</span> and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">[chemical A]</span> ophthalmic solution."	8590259	bcv_id_27
D000109_induces_D012640	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D000109_induces_D014202	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D012964_induces_D012640	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D012964_induces_D014202	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D002217_induces_D012640	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">[chemical B]</span>  ve Withdrawal <span class=""disease"">[disease P]</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, <span class=""chemical"">[chemical C]</span>, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">[disease Q]</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated <span class=""chemical"">[chemical A]</span> (<span class=""chemical"">[chemical A]</span>) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal <span class=""chemical"">[chemical A]</span> also was measured during testing for handling-induced <span class=""disease"">[disease P]</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">[disease P]</span> endpoints induced by nicotine, <span class=""chemical"">[chemical C]</span>, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of <span class=""chemical"">[chemical A]</span>, and 50 mM KCl increased <span class=""chemical"">[chemical A]</span> output in both lines of mice. However, the increase in release of <span class=""chemical"">[chemical A]</span> produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal <span class=""chemical"">[chemical A]</span> was measured during testing for handling-induced <span class=""disease"">[disease P]</span>, extracellular <span class=""chemical"">[chemical A]</span> was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">[disease P]</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">[disease P]</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal <span class=""chemical"">[chemical A]</span> release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">[disease P]</span>-prone and withdrawal <span class=""disease"">[disease P]</span>-resistant selected mouse lines."	12198388	bcv_id_28
D002217_induces_D014202	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D000431_induces_D012640	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D000431_induces_D014202	"<span class=""chemical"">[chemical D]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D011188_induces_D012640	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D011188_induces_D014202	"<span class=""chemical"">[chemical E]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">[chemical D]</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">[chemical D]</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">[chemical D]</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">[chemical D]</span>-na  ve Withdrawal <span class=""disease"">[disease P]</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, <span class=""chemical"">[chemical C]</span>, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">[disease Q]</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">[chemical E]</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">[chemical E]</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">[disease P]</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">[disease P]</span> endpoints induced by nicotine, <span class=""chemical"">[chemical C]</span>, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">[disease P]</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">[disease P]</span> may be associated with <span class=""chemical"">[chemical D]</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">[chemical D]</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">[disease P]</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">[disease P]</span>-prone and withdrawal <span class=""disease"">[disease P]</span>-resistant selected mouse lines."	12198388	bcv_id_29
D009538_induces_D012640	"<span class=""chemical"">[chemical F]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D009538_induces_D014202	"<span class=""chemical"">[chemical F]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	C522374_induces_D012640	"<span class=""chemical"">[chemical G]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	C522374_induces_D014202	"<span class=""chemical"">[chemical G]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D009388_induces_D012640	"<span class=""chemical"">[chemical H]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">[disease P]</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered <span class=""chemical"">[chemical F]</span>, carbachol, or <span class=""chemical"">[chemical H]</span> via timed tail vein infusion, and the latencies to onset of <span class=""disease"">[disease Q]</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">[disease P]</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">[disease P]</span> endpoints induced by <span class=""chemical"">[chemical F]</span>, carbachol, and <span class=""chemical"">[chemical H]</span> were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM <span class=""chemical"">[chemical G]</span> increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of <span class=""chemical"">[chemical G]</span> was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">[disease P]</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">[disease P]</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">[disease P]</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">[disease P]</span>-prone and withdrawal <span class=""disease"">[disease P]</span>-resistant selected mouse lines."	12198388	bcv_id_30
D009388_induces_D014202	"<span class=""chemical"">[chemical H]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or <span class=""chemical"">[chemical H]</span> via timed tail vein infusion, and the latencies to onset of <span class=""disease"">[disease Q]</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and <span class=""chemical"">[chemical H]</span> were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_id_31
D005996_induces_D010146	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D005996_induces_D008881	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Twenty common <span class=""disease"">[disease Q]</span> patients received a one sided frontotemporal application of <span class=""chemical"">[chemical A]</span> (10 patients) or placebo ointment (10 patients) in a double blind study. Early onset <span class=""disease"">[disease Q]</span> attacks were induced by <span class=""chemical"">[chemical A]</span> in seven out of 10 patients versus no patient in the placebo group. Subsequently 20 <span class=""disease"">[disease Q]</span> patients, who developed an early onset attack with frontotemporal <span class=""chemical"">[chemical A]</span>, received the drug in a second induction test at other body areas. No early onset <span class=""disease"">[disease Q]</span> was observed. Thus the <span class=""disease"">[disease Q]</span>-inducing effect of <span class=""chemical"">[chemical A]</span> seems to depend on direct stimulation of the habitual site of <span class=""disease"">[disease P]</span>, suggesting that the frontotemporal region is of crucial importance in the development of a <span class=""disease"">[disease Q]</span> crisis. This is not consistent with a CNS origin of <span class=""disease"">[disease Q]</span> attack."	"Source of <span class=""disease"">[disease P]</span> and primitive dysfunction in <span class=""disease"">[disease Q]</span>: an identical site?"	2515254	bcv_id_32
D013806_induces_D002318|D005767	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D013806_induces_D029424	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D009241_induces_D002318|D005767	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D009241_induces_D029424	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	"The bronchodilator effects of a single dose of <span class=""chemical"">[chemical B]</span> aerosol (36 micrograms) and short-acting <span class=""chemical"">[chemical A]</span> tablets (dose titrated to produce serum levels of 10-20 micrograms/mL) were compared in a double-blind, placebo-controlled crossover study in 21 patients with stable, <span class=""disease"">[disease Q]</span>. Mean peak forced expiratory volume in 1 second (FEV1) increases over baseline and the proportion of patients attaining at least a 15% increase in the FEV1 (responders) were 31% and 90%, respectively, for <span class=""chemical"">[chemical B]</span> and 17% and 50%, respectively, for <span class=""chemical"">[chemical A]</span>. The average FEV1 increases during the 6-hour observation period were 18% for <span class=""chemical"">[chemical B]</span> and 8% for <span class=""chemical"">[chemical A]</span>. The mean duration of action was 3.8 hours with <span class=""chemical"">[chemical B]</span> and 2.4 hours with <span class=""chemical"">[chemical A]</span>. While side effects were rare, those experienced after <span class=""chemical"">[chemical A]</span> use did involve the <span class=""disease"">[disease P]</span>. These results show that <span class=""chemical"">[chemical B]</span> is a more potent bronchodilator than oral <span class=""chemical"">[chemical A]</span> in patients with <span class=""disease"">[disease Q]</span>."	"Acute bronchodilating effects of <span class=""chemical"">[chemical B]</span> and <span class=""chemical"">[chemical A]</span> in <span class=""disease"">[disease Q]</span>."	1835291	bcv_id_33
D010396_induces_D000741	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D000961_induces_D000741	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"A patient who received <span class=""chemical"">[chemical B]</span> therapy for <span class=""disease"">[disease P]</span> due to <span class=""chemical"">[chemical A]</span> therapy is described. Bone marrow recovery and peripheral blood recovery were complete 1 month and 3 months, respectively, after treatment, and blood transfusion or other therapies were not necessary in a follow-up period of more than 2 years. Use of <span class=""chemical"">[chemical B]</span> may be the optimal treatment of <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease P]</span>."	"<span class=""chemical"">[chemical B]</span> in the treatment of <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease P]</span>."	12041669	bcv_id_34
D003907_induces_D004342	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D003907_induces_D003231	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D003907_induces_D014581	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D010248_induces_D004342	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D010248_induces_D003231	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	"Two patients treated with parenteral <span class=""chemical"">[chemical B]</span> (Triniol) and <span class=""chemical"">[chemical A]</span> (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">[disease R]</span> (patients 1 and 2) and <span class=""disease"">[disease Q]</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">[chemical B]</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that <span class=""chemical"">[chemical B]</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">[chemical B]</span> also produced <span class=""disease"">[disease P]</span> reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-<span class=""disease"">[disease P]</span> caused by <span class=""chemical"">[chemical B]</span>."	"Pseudo-<span class=""disease"">[disease P]</span> to corticosteroids: diagnosis and alternatives."	7582165	bcv_id_35
D010248_induces_D014581	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D000305_induces_D004342	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D000305_induces_D003231	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D000305_induces_D014581	"<span class=""chemical"">[chemical C]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	empty	<strong>Do not</strong> choose this choice.	"Two patients treated with parenteral <span class=""chemical"">[chemical B]</span> (Triniol) and dexamethasone (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">[disease R]</span> (patients 1 and 2) and <span class=""disease"">[disease Q]</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different <span class=""chemical"">[chemical C]</span> and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">[chemical B]</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other <span class=""chemical"">[chemical C]</span> and found intolerance to some of them. These results suggest that <span class=""chemical"">[chemical B]</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">[chemical B]</span> also produced <span class=""disease"">[disease P]</span> reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-<span class=""disease"">[disease P]</span> caused by <span class=""chemical"">[chemical B]</span>."	"Pseudo-<span class=""disease"">[disease P]</span> to <span class=""chemical"">[chemical C]</span>: diagnosis and alternatives."	7582165	bcv_id_36
C017367_induces_D001927	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	C017367_induces_D056784	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	C017367_induces_D010554	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	C017367_induces_D019965	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	"<span class=""disease"">[disease S]</span> was observed in a 29-year-old female in the prognostic period after the onset of <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease Q]</span>. Symptoms such as euphoria, emotional lability and puerile attitude noted in the patient were diagnosed as <span class=""disease"">[disease R]</span> according to the criteria defined in the DSM-III-R. It is referred to as a <span class=""disease"">[disease P]</span>. Brain CT revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral ventricles especially at the bilateral anterior horns. Consequently, <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease Q]</span> may uncommonly result in <span class=""disease"">[disease R]</span> in the residual state. It may be attributed to the <span class=""disease"">[disease P]</span>."	"<span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease S]</span>."	2096243	bcv_id_37
D004317_induces_D009202	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D004317_induces_D066126	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<span class=""disease"">[disease Q]</span> is a major complication which limits the use of <span class=""chemical"">[chemical A]</span> as a chemotherapeutic agent. <span class=""disease"">[disease P]</span> is frequent when the total dose exceeds 600 mg/m2 and occurs within one to six months after cessation of therapy. A patient is reported who developed progressive <span class=""disease"">[disease P]</span> two and one-half years after receiving 580 mg/m2 which apparently represents late, late <span class=""disease"">[disease Q]</span>."	"Late, late <span class=""chemical"">[chemical A]</span> <span class=""disease"">[disease Q]</span>."	7449470	bcv_id_38
D008874_induces_D006323	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D008874_induces_D003643	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D008874_induces_D012140|D002318	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<span class=""chemical"">[chemical A]</span> is commonly used for dental or endoscopic procedures. Although generally consisted safe when given intramuscularly, intravenous administration is known to cause <span class=""disease"">[disease R]</span>. This report describes the first published case of <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span> associated with intramuscular administration of <span class=""chemical"">[chemical A]</span>. Information regarding <span class=""chemical"">[chemical A]</span> use is reviewed to provide recommendation for safe administration."	"Possible intramuscular <span class=""chemical"">[chemical A]</span>-associated <span class=""disease"">[disease P]</span> and <span class=""disease"">[disease Q]</span>."	2375138	bcv_id_39
