_golden	chemical_id	chemical_name	disease_id	disease_name	form_sentence	original_job_id	pmid	relation_pair_id	sentence_id	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
TRUE	D007530	"<span class=""chemical"">isoflurane</span>"	D002779|D056486	"<span class=""disease"">cholestatic hepatitis</span>"	"Acute <span class=""disease"">cholestatic hepatitis</span> after exposure to <span class=""chemical"">isoflurane</span>."	761593.0	11847945.0	11847945_D007530_D002779|D056486		bcv_easy_115_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"	D020225|D020227	"<span class=""disease"">sagittal and left transverse sinus thrombosis</span>"	"We describe a 42-year-old woman who developed superior <span class=""disease"">sagittal and left transverse sinus thrombosis</span> associated with prolonged <span class=""chemical"">epsilon-aminocaproic acid</span> therapy for menorrhagia."	761593.0	2339463.0	2339463_D015119_D020225|D020227		bcv_easy_209_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002217	"<span class=""chemical"">carbachol</span>"	D015878	"<span class=""disease"">mydriasis</span>"	"It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine."	761593.0	6892185.0	6892185_D002217_D015878		bcv_easy_1060_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D014640	"<span class=""chemical"">vancomycin</span>"	D006311	"<span class=""disease"">ototoxicity</span>"	"Thrombophlebitis occurred only with infusion through peripheral cannulae; nephrotoxicity and <span class=""disease"">ototoxicity</span> were confined to patients receiving an aminoglycoside plus <span class=""chemical"">vancomycin</span>."	761593.0	3934126.0	3934126_D014640_D006311		bcv_easy_1144_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002752	"<span class=""chemical"">chlorthalidone</span>"	D018879	"<span class=""disease"">ventricular ectopic beats</span>"	"Compared to amiloride treatment, the <span class=""chemical"">chlorthalidone</span> phase was associated with an increased frequency of <span class=""disease"">ventricular ectopic beats</span> (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation."	761593.0	3732088.0	3732088_D002752_D018879		bcv_easy_23_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002927	"<span class=""chemical"">cimetidine</span>"	D007172	"<span class=""disease"">impotence</span>"	"Sixty percent of the males developed breast changes or <span class=""disease"">impotence</span> while taking <span class=""chemical"">cimetidine</span> and in all cases these changes disappeared when <span class=""chemical"">cimetidine</span> was replaced by ranitidine."	761593.0	6150641.0	6150641_D002927_D007172		bcv_easy_326_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D016685	"<span class=""chemical"">MMC</span>"	D006333	"<span class=""disease"">cardiac failure</span>"	"One of the patients developed <span class=""disease"">cardiac failure</span> after 30 mg m-2 <span class=""chemical"">MMC</span> and only 150 mg m-2 doxorubicin."	761593.0	3137399.0	3137399_D016685_D006333		bcv_easy_1200_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D009288	"<span class=""chemical"">naproxen</span>"	D007681	"<span class=""disease"">Renal papillary necrosis</span>"	"<span class=""disease"">Renal papillary necrosis</span> due to <span class=""chemical"">naproxen</span>."	761593.0	6699841.0	6699841_D009288_D007681		bcv_easy_1244_sent_work_dev_set_761593	"yes_direct
"	
TRUE	C019248	"<span class=""chemical"">pamidronate</span>"	D006996	"<span class=""disease"">hypocalcemia</span>"	"The 2 patients with the higher serum calcium concentrations received <span class=""chemical"">pamidronate</span> intravenously (60 and 30 mg, respectively), which caused severe <span class=""disease"">hypocalcemia</span>."	761593.0	16006300.0	16006300_C019248_D006996		bcv_easy_707_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000638	"<span class=""chemical"">amiodarone</span>"	D056486	"<span class=""disease"">hepatic injury</span>"	"It is concluded that solid evidence exists of <span class=""disease"">hepatic injury</span> due to <span class=""chemical"">amiodarone</span> treatment, including steatosis, alterations resembling alcoholic hepatitis, cholestatic hepatitis and micronodular cirrhosis of the liver."	761593.0	3962737.0	3962737_D000638_D056486		bcv_easy_292_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D009074	"<span class=""chemical"">MSH</span>"	D004421	"<span class=""disease"">dystonia</span>"	"A <span class=""disease"">dystonia</span>-like syndrome after neuropeptide (<span class=""chemical"">MSH</span>/ACTH) stimulation of the rat locus ceruleus."	761593.0	2840807.0	2840807_D009074_D004421		bcv_easy_493_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004456	"<span class=""chemical"">echothiophate iodide</span>"	D018908	"<span class=""disease"">muscle weakness</span>"	"A patient developed a severe cholinergic syndrome from the use of <span class=""chemical"">echothiophate iodide</span> ophthalmic drops, presented with profound <span class=""disease"">muscle weakness</span> and was initially given the diagnosis of myasthenia gravis."	761593.0	7650771.0	7650771_D004456_D018908		bcv_easy_1165_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002217	"<span class=""chemical"">carbachol</span>"	D004830	"<span class=""disease"">clonic-tonic convulsions</span>"	"It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine."	761593.0	6892185.0	6892185_D002217_D004830		bcv_easy_1056_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D010068	"<span class=""chemical"">oxacillin</span>"	D051437	"<span class=""disease"">renal failure</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed <span class=""disease"">renal failure</span> and diffuse, symmetric, palpable purpuric lesions on his feet."	761593.0	11337188.0	11337188_D010068_D051437		bcv_easy_302_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D013874	"<span class=""chemical"">thiopental</span>"	D012133	"<span class=""disease"">respiratory paralysis</span>"	"GABA involvement in naloxone induced reversal of <span class=""disease"">respiratory paralysis</span> produced by <span class=""chemical"">thiopental</span>."	761593.0	2893236.0	2893236_D013874_D012133		bcv_easy_438_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D008775	"<span class=""chemical"">methylprednisolone</span>"	D001919	"<span class=""disease"">bradycardia</span>"	"We report a case of hypotension, <span class=""disease"">bradycardia</span>, and asystole after intravenous administration of high-dose <span class=""chemical"">methylprednisolone</span> in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode."	761593.0	10074612.0	10074612_D008775_D001919		bcv_easy_1089_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D011692	"<span class=""chemical"">PAN</span>"	D034141	"<span class=""disease"">hypoalbuminemia</span>"	"After 7 days, <span class=""chemical"">PAN</span> treatment induced significant proteinuria, <span class=""disease"">hypoalbuminemia</span>, decreased urinary sodium excretion, and extensive ascites."	761593.0	15075188.0	15075188_D011692_D034141		bcv_easy_1094_sent_work_dev_set_761593	"yes_direct
"	
TRUE	C017367	"<span class=""chemical"">carmofur</span>"	D056784	"<span class=""disease"">leukoencephalopathy</span>"	"RESULTS: We identified 27 reports of toxic <span class=""disease"">leukoencephalopathy</span> in patients treated with methotrexate (intrathecal, systemic), 5-fluorouracil and its derivative <span class=""chemical"">carmofur</span>, and capecitabine."	761593.0	17682013.0	17682013_C017367_D056784		bcv_easy_782_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D017693	"<span class=""chemical"">sodium bicarbonate</span>"	D053040	"<span class=""disease"">nephrolithiasis</span>"	"One case of acute hypercalcaemia and two of recurrent <span class=""disease"">nephrolithiasis</span> are reported in patients who had regularly consumed large amounts of calcium carbon-ate-<span class=""chemical"">sodium bicarbonate</span> powders for more than 20 years."	761593.0	625456.0	625456_D017693_D053040		bcv_easy_51_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D005476	"<span class=""chemical"">fluphenazine</span>"	D002375	"<span class=""disease"">catalepsy</span>"	"D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the <span class=""disease"">catalepsy</span> induced by <span class=""chemical"">fluphenazine</span>, SCH 23390 or sulpiride."	761593.0	1687392.0	1687392_D005476_D002375		bcv_easy_862_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D005047	"<span class=""chemical"">etoposide</span>"	D009203	"<span class=""disease"">myocardial infarction</span>"	"The occurrence of a <span class=""disease"">myocardial infarction</span> is reported after chemotherapy containing <span class=""chemical"">etoposide</span>, in a man with no risk factors for coronary heart disease."	761593.0	7619765.0	7619765_D005047_D009203		bcv_easy_554_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D010068	"<span class=""chemical"">Oxacillin</span>"	D018366	"<span class=""disease"">leucocytoclastic vasculitis</span>"	"<span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause <span class=""disease"">leucocytoclastic vasculitis</span>."	761593.0	11337188.0	11337188_D010068_D018366		bcv_easy_305_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D010396	"<span class=""chemical"">Penicillamine</span>"	D005921	"<span class=""disease"">glomerulonephritis</span>"	"<span class=""chemical"">Penicillamine</span>-induced rapidly progressive <span class=""disease"">glomerulonephritis</span> in a patient with rheumatoid arthritis."	761593.0	8267029.0	8267029_D010396_D005921		bcv_easy_496_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D016685	"<span class=""chemical"">Mitomycin C</span>"	D006463	"<span class=""disease"">hemolytic uremic syndrome</span>"	"<span class=""chemical"">Mitomycin C</span> associated <span class=""disease"">hemolytic uremic syndrome</span>."	761593.0	3108839.0	3108839_D016685_D006463		bcv_easy_797_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002217	"<span class=""chemical"">carbachol</span>"	D015878	"<span class=""disease"">mydriasis</span>"	"The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions produced by <span class=""chemical"">carbachol</span> and eserine injected similarly was investigated."	761593.0	6892185.0	6892185_D002217_D015878		bcv_easy_1042_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D005473	"<span class=""chemical"">Fluoxetine</span>"	D006966	"<span class=""disease"">hyperprolactinemia</span>"	"DESIGN: <span class=""chemical"">Fluoxetine</span>, a serotonin reuptake inhibitor, was given to Wistar Albino rats for 98 days to produce <span class=""disease"">hyperprolactinemia</span>."	761593.0	9098464.0	9098464_D005473_D006966		bcv_easy_1034_sent_work_dev_set_761593	"yes_direct
"	
TRUE	C056299	"<span class=""chemical"">Abbott-53693</span>"	D001919	"<span class=""disease"">bradycardia</span>"	"On the other hand, the pressor effects of <span class=""chemical"">Abbott-53693</span> were similar in both groups of SHR, but the accompanying <span class=""disease"">bradycardia</span> was greater in SHR with chronic prazosin treatment than without such treatment."	761593.0	1355091.0	1355091_C056299_D001919		bcv_easy_1081_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D001971	"<span class=""chemical"">bromocriptine</span>"	D011605	"<span class=""disease"">psychosis</span>"	"Postpartum <span class=""disease"">psychosis</span> induced by <span class=""chemical"">bromocriptine</span>."	761593.0	3686155.0	3686155_D001971_D011605		bcv_easy_555_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004317	"<span class=""chemical"">doxorubicin</span>"	D006333	"<span class=""disease"">cardiac failure</span>"	"One of the patients developed <span class=""disease"">cardiac failure</span> after 30 mg m-2 MMC and only 150 mg m-2 <span class=""chemical"">doxorubicin</span>."	761593.0	3137399.0	3137399_D004317_D006333		bcv_easy_1199_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D008727	"<span class=""chemical"">methotrexate</span>"	D056784	"<span class=""disease"">leukoencephalopathy</span>"	"RESULTS: We identified 27 reports of toxic <span class=""disease"">leukoencephalopathy</span> in patients treated with <span class=""chemical"">methotrexate</span> (intrathecal, systemic), 5-fluorouracil and its derivative carmofur, and capecitabine."	761593.0	17682013.0	17682013_D008727_D056784		bcv_easy_781_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D013866	"<span class=""chemical"">6-thioguanine</span>"	D006504	"<span class=""disease"">Hepatic veno-occlusive disease</span>"	"<span class=""disease"">Hepatic veno-occlusive disease</span> caused by <span class=""chemical"">6-thioguanine</span>."	761593.0	7053705.0	7053705_D013866_D006504		bcv_easy_1211_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D015742	"<span class=""chemical"">propofol</span>"	D010146	"<span class=""disease"">pain</span>"	"Remifentanil-related complications were assessed during the remifentanil infusion, and <span class=""disease"">pain</span> caused by <span class=""chemical"">propofol</span> was evaluated using a four-point scale during the <span class=""chemical"">propofol</span> infusion."	761593.0	18006530.0	18006530_D015742_D010146		bcv_easy_8_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D007530	"<span class=""chemical"">isoflurane</span>"	D002779|D056486	"<span class=""disease"">cholestatic hepatitis</span>"	"OBJECTIVE: To report a case of acute <span class=""disease"">cholestatic hepatitis</span> following exposure to the inhalational anesthetic <span class=""chemical"">isoflurane</span>."	761593.0	11847945.0	11847945_D007530_D002779|D056486		bcv_easy_116_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002217	"<span class=""chemical"">carbachol</span>"	D014202	"<span class=""disease"">tremor</span>"	"On the other hand, mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions evoked by <span class=""chemical"">carbachol</span> and eserine were not significantly changed by calcium chloride."	761593.0	6892185.0	6892185_D002217_D014202		bcv_easy_1047_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D017963	"<span class=""chemical"">azithromycin</span>"	D006606	"<span class=""disease"">hiccups</span>"	"CASE SUMMARY: A 76-year-old man presented with persistent <span class=""disease"">hiccups</span> after beginning <span class=""chemical"">azithromycin</span> for the treatment of pharyngitis."	761593.0	15985056.0	15985056_D017963_D006606		bcv_easy_817_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D015632	"<span class=""chemical"">MPTP</span>"	D020734	"<span class=""disease"">parkinsonian</span>"	"A group of four monkeys was rendered <span class=""disease"">parkinsonian</span> with the toxin <span class=""chemical"">MPTP</span>."	761593.0	8106150.0	8106150_D015632_D020734		bcv_easy_1113_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002217	"<span class=""chemical"">carbachol</span>"	D015878	"<span class=""disease"">mydriasis</span>"	"On the other hand, <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions evoked by <span class=""chemical"">carbachol</span> and eserine were not significantly changed by calcium chloride."	761593.0	6892185.0	6892185_D002217_D015878		bcv_easy_1052_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D003276	"<span class=""chemical"">Oral Contraceptives</span>"	D008113	"<span class=""disease"">Liver Tumors</span>"	"The Registry for <span class=""disease"">Liver Tumors</span> Associated with <span class=""chemical"">Oral Contraceptives</span> at the University of California, Irvine, has clearly identified 27 cases."	761593.0	188339.0	188339_D003276_D008113		bcv_easy_424_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004298	"<span class=""chemical"">dopamine</span>"	D002389	"<span class=""disease"">catatonia</span>"	"In the pinealectomized chick, pretreatment with <span class=""chemical"">dopamine</span> increased the duration of <span class=""disease"">catatonia</span> (DOC) after ketamine, but pretreatment with norepinephrine did not."	761593.0	6540303.0	6540303_D004298_D002389		bcv_easy_485_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D005472	"<span class=""chemical"">5-FU/5-fluorouracil</span>"	D002637	"<span class=""disease"">chest pain</span>"	"We report a case of a patient with colon carcinoma and liver metastasis who presented <span class=""disease"">chest pain</span> after <span class=""chemical"">5-fluorouracil</span> (<span class=""chemical"">5-FU</span>) administration."	761593.0	3952818.0	3952818_D005472_D002637		bcv_easy_997_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D014635	"<span class=""chemical"">VPA</span>"	D007177	"<span class=""disease"">SIADH</span>"	"We consider this episode of <span class=""disease"">SIADH</span> to be the result of a combination of factors including a weakness of the central nervous system and the long-term administration of <span class=""chemical"">VPA</span>."	761593.0	11195262.0	11195262_D014635_D007177		bcv_easy_162_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D013629	"<span class=""chemical"">tamoxifen</span>"	D015228	"<span class=""disease"">hypertriglyceridaemia</span>"	"Compared with the placebo group, there was a significantly increased risk of vascular events and <span class=""disease"">hypertriglyceridaemia</span> among women on <span class=""chemical"">tamoxifen</span>."	761593.0	9672273.0	9672273_D013629_D015228		bcv_easy_313_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D008012	"<span class=""chemical"">lidocaine</span>"	D012640	"<span class=""disease"">seizures</span>"	"Chronic oral CBZ inhibited the development of both <span class=""chemical"">lidocaine</span>- and cocaine-induced <span class=""disease"">seizures</span>, but had little effect on the fully developed local anesthetic <span class=""disease"">seizures</span>."	761593.0	2790457.0	2790457_D008012_D012640		bcv_easy_685_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D008094	"<span class=""chemical"">Lithium</span>"	D011141	"<span class=""disease"">polyuria</span>"	"<span class=""chemical"">Lithium</span> induced nephrogenic diabetes insipidus is considered to be reversible on cessation of therapy but <span class=""disease"">polyuria</span> persisted in this patient for ten years after <span class=""chemical"">lithium</span> was stopped."	761593.0	9226773.0	9226773_D008094_D011141		bcv_easy_200_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D009543	"<span class=""chemical"">nifedipine</span>"	D013684	"<span class=""disease"">telangiectasia</span>"	"Photodistributed <span class=""chemical"">nifedipine</span>-induced facial <span class=""disease"">telangiectasia</span>."	761593.0	8251368.0	8251368_D009543_D013684		bcv_easy_452_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004656	"<span class=""chemical"">enalapril</span>"	D051437	"<span class=""disease"">decreased renal function</span>"	"Diuretic therapy was likewise associated with a greater risk of <span class=""disease"">decreased renal function</span> in the <span class=""chemical"">enalapril</span> group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66)."	761593.0	10539815.0	10539815_D004656_D051437		bcv_easy_767_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D016861	"<span class=""chemical"">cyclooxygenase inhibitors</span>"	D020521	"<span class=""disease"">stroke</span>"	"Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, <span class=""disease"">stroke</span>, hypertension and heart failure during treatment with <span class=""chemical"">cyclooxygenase inhibitors</span>."	761593.0	16586083.0	16586083_D016861_D020521		bcv_easy_1147_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D005996	"<span class=""chemical"">Glyceryl trinitrate</span>"	D020326	"<span class=""disease"">migraine without aura</span>"	"<span class=""chemical"">Glyceryl trinitrate</span> induces attacks of <span class=""disease"">migraine without aura</span> in sufferers of migraine with aura."	761593.0	10524660.0	10524660_D005996_D020326		bcv_easy_601_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D014282	"<span class=""chemical"">trihexyphenidyl hydrochloride</span>"	D001919	"<span class=""disease"">Bradycardia</span>"	"<span class=""disease"">Bradycardia</span> due to <span class=""chemical"">trihexyphenidyl hydrochloride</span>."	761593.0	3769769.0	3769769_D014282_D001919		bcv_easy_250_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D016685	"<span class=""chemical"">mitomycin C</span>"	D051437	"<span class=""disease"">renal failure</span>"	"It consists of microangiopathic hemolytic anemia, thrombocytopenia and progressive <span class=""disease"">renal failure</span> associated with <span class=""chemical"">mitomycin C</span> treatment and affects about 10% of patients treated with this agent."	761593.0	3108839.0	3108839_D016685_D051437		bcv_easy_800_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D011441	"<span class=""chemical"">PTU</span>"	D014657	"<span class=""disease"">vasculitis</span>"	"<span class=""chemical"">PTU</span>-associated <span class=""disease"">vasculitis</span> in a girl with Turner Syndrome and Graves' disease."	761593.0	16418614.0	16418614_D011441_D014657		bcv_easy_93_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000638	"<span class=""chemical"">amiodarone</span>"	D002779|D056486	"<span class=""disease"">cholestatic hepatitis</span>"	"It is concluded that solid evidence exists of hepatic injury due to <span class=""chemical"">amiodarone</span> treatment, including steatosis, alterations resembling alcoholic hepatitis, <span class=""disease"">cholestatic hepatitis</span> and micronodular cirrhosis of the liver."	761593.0	3962737.0	3962737_D000638_D002779|D056486		bcv_easy_293_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004317	"<span class=""chemical"">ADR</span>"	D028361	"<span class=""disease"">mitochondrial structural and functional impairment</span>"	"Knowing that heart mitochondria represent almost 40% of heart muscle by weight, we conclude that the deteriorating effects of <span class=""chemical"">ADR</span> on cardiovascular function involve <span class=""disease"">mitochondrial structural and functional impairment</span>."	761593.0	9952311.0	9952311_D004317_D028361		bcv_easy_796_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D007069	"<span class=""chemical"">ifosfamide</span>"	D001002	"<span class=""disease"">anuria</span>"	"We strongly suspect that this lethal <span class=""disease"">anuria</span> was mainly due to <span class=""chemical"">ifosfamide</span>, occurring in a patient having received previous cisplatin chemotherapy and with poor kidney perfusion due to transient hypotension."	761593.0	2320800.0	2320800_D007069_D001002		bcv_easy_411_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000319	"<span class=""chemical"">beta-adrenergic blocking drugs</span>"	D001919	"<span class=""disease"">bradycardia</span>"	"Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and <span class=""disease"">bradycardia</span> during combined therapy with verapamil and <span class=""chemical"">beta-adrenergic blocking drugs</span>."	761593.0	6127992.0	6127992_D000319_D001919		bcv_easy_472_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D008775	"<span class=""chemical"">methylprednisolone</span>"	D006323	"<span class=""disease"">asystole</span>"	"We report a case of hypotension, bradycardia, and <span class=""disease"">asystole</span> after intravenous administration of high-dose <span class=""chemical"">methylprednisolone</span> in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode."	761593.0	10074612.0	10074612_D008775_D006323		bcv_easy_1088_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000082	"<span class=""chemical"">paracetamol</span>"	D017114	"<span class=""disease"">fulminant hepatic failure</span>"	"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived <span class=""disease"">fulminant hepatic failure</span> after <span class=""chemical"">paracetamol</span> overdose, whereas activities were increased equally in patients with <span class=""disease"">fulminant hepatic failure</span> due to viral hepatitis whether or not they survived."	761593.0	7007443.0	7007443_D000082_D017114		bcv_easy_342_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D001393	"<span class=""chemical"">azole</span>"	D008133	"<span class=""disease"">Prolongation of QT interval</span>"	"<span class=""disease"">Prolongation of QT interval</span>, torsades de pointes, and sudden cardiac death have been reported after concomitant administration with erythromycin or <span class=""chemical"">azole</span> antifungal agents, but not with other CYP3A4 inhibitors."	761593.0	9545159.0	9545159_D001393_D008133		bcv_easy_255_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000420	"<span class=""chemical"">Salbutamol</span>"	D013617	"<span class=""disease"">SIAT</span>"	"CONCLUSION: <span class=""chemical"">Salbutamol</span> is presented here as a possible trigger for <span class=""disease"">SIAT</span>."	761593.0	20552622.0	20552622_D000420_D013617		bcv_easy_45_sent_work_dev_set_761593	"yes_direct
"	
TRUE	C092292	"<span class=""chemical"">ziprasidone</span>"	D009459	"<span class=""disease"">Neuroleptic malignant syndrome</span>"	"<span class=""disease"">Neuroleptic malignant syndrome</span> induced by <span class=""chemical"">ziprasidone</span> on the second day of treatment."	761593.0	17366349.0	17366349_C092292_D009459		bcv_easy_52_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D007069	"<span class=""chemical"">ifosfamide</span>"	D001002	"<span class=""disease"">anuria</span>"	"A sixty-year-old woman with advanced breast cancer, previously treated with cisplatin, developed an irreversible lethal renal failure with <span class=""disease"">anuria</span>, the day after 5 g/m2 bolus <span class=""chemical"">ifosfamide</span>."	761593.0	2320800.0	2320800_D007069_D001002		bcv_easy_404_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D013874	"<span class=""chemical"">thiopental</span>"	D012133	"<span class=""disease"">respiratory paralysis</span>"	"These data suggest naloxone reverses <span class=""disease"">respiratory paralysis</span> produced by <span class=""chemical"">thiopental</span> and involves GABA in its action."	761593.0	2893236.0	2893236_D013874_D012133		bcv_easy_449_sent_work_dev_set_761593	"yes_direct
"	
TRUE	C056299	"<span class=""chemical"">Abbott-53693</span>"	D001919	"<span class=""disease"">bradycardia</span>"	"The pressor responses and <span class=""disease"">bradycardia</span> to the alpha 1-agonist cirazoline (0.6 and 2 micrograms kg-1 i.v.), the alpha 2-agonist <span class=""chemical"">Abbott-53693</span> (1 and 3 micrograms kg-1 i.v.), and noradrenaline (0.1 and 1.0 micrograms kg-1 i.v.) were determined in conscious SHR with and without chronic prazosin pretreatment."	761593.0	1355091.0	1355091_C056299_D001919		bcv_easy_1074_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D000319	"<span class=""chemical"">beta-adrenergic blocking drugs</span>"	D007022	"<span class=""disease"">hypotension</span>"	"Three patients with ischaemic heart disease developed profound cardiac failure, <span class=""disease"">hypotension</span> and bradycardia during combined therapy with verapamil and <span class=""chemical"">beta-adrenergic blocking drugs</span>."	761593.0	6127992.0	6127992_D000319_D007022		bcv_easy_474_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D004977	"<span class=""chemical"">ethambutol</span>"	D009901	"<span class=""disease"">optic neuropathy</span>"	"CLINICAL PICTURE: Three patients with <span class=""chemical"">ethambutol</span>-associated toxic <span class=""disease"">optic neuropathy</span> are described."	761593.0	16710500.0	16710500_D004977_D009901		bcv_easy_340_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D002110	"<span class=""chemical"">caffeine</span>"	D018879	"<span class=""disease"">ventricular ectopy</span>"	"Intravenous <span class=""chemical"">caffeine</span> is commonly used to improve seizure duration and quality in such patients and is generally well tolerated aside from occasional reports of relatively benign <span class=""disease"">ventricular ectopy</span>."	761593.0	18997632.0	18997632_D002110_D018879		bcv_easy_120_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D009627	"<span class=""chemical"">nomifensine</span>"	D006948	"<span class=""disease"">hyperactivity</span>"	"The <span class=""disease"">hyperactivity</span> induced by <span class=""chemical"">nomifensine</span> in mice remained unaffected by fluvoxamine."	761593.0	2576810.0	2576810_D009627_D006948		bcv_easy_1178_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D010396	"<span class=""chemical"">D-penicillamine</span>"	D017285	"<span class=""disease"">Polymyositis</span>"	"<span class=""disease"">Polymyositis</span>/dermatomyositis can develop as one of the autoimmune complications of <span class=""chemical"">D-penicillamine</span> treatment, but its exact pathogenesis remains unclear."	761593.0	8268147.0	8268147_D010396_D017285		bcv_easy_836_sent_work_dev_set_761593	"yes_direct
"	
TRUE	D007660	"<span class=""chemical"">Ketoprofen</span>"	D013345	"<span class=""disease"">SAH</span>"	"<span class=""chemical"">Ketoprofen</span> but not acetaminophen impaired platelet function in patients with <span class=""disease"">SAH</span>."	761593.0	10414674.0	10414674_D007660_D013345		bcv_easy_901_sent_work_dev_set_761593	"no_relation
"	
TRUE	C012655	"<span class=""chemical"">nimesulide</span>"	D014581	"<span class=""disease"">urticaria</span>"	"In this study we investigated tolerability and reliability of <span class=""chemical"">nimesulide</span> and paracetamol in a very large number of patients with an exclusive well-documented history of NSAID-induced <span class=""disease"">urticaria</span>/angioedema."	761593.0	11694026.0	11694026_C012655_D014581		bcv_easy_641_sent_work_dev_set_761593	"no_relation
"	
