disease_id	disease_name	drug_id	drug_name	form_abstract	form_title	pmid	uniq_id
D003920	"<span class=""disease"">diabetes</span>"	D049971	"<span class=""chemical"">thiazide</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in heart failure patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for heart failure have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in heart failure patients treated with spironolactone. </p><p>METHODS: We performed a case control study of heart failure patients treated with spironolactone in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have <span class=""disease"">diabetes</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with <span class=""chemical"">thiazide</span> diuretics than controls. </p><p>CONCLUSIONS: Spironolactone-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	Spironolactone-induced renal insufficiency and hyperkalemia in patients with heart failure.	15632880	bcv_hard_48
D003920	"<span class=""disease"">diabetes</span>"	D013148	"<span class=""chemical"">Spironolactone</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of <span class=""chemical"">spironolactone</span> in heart failure patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for heart failure have changed since the benefits of <span class=""chemical"">spironolactone</span> were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in heart failure patients treated with <span class=""chemical"">spironolactone</span>. </p><p>METHODS: We performed a case control study of heart failure patients treated with <span class=""chemical"">spironolactone</span> in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of <span class=""chemical"">spironolactone</span> due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have <span class=""disease"">diabetes</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. </p><p>CONCLUSIONS: <span class=""chemical"">Spironolactone</span>-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"<span class=""chemical"">Spironolactone</span>-induced renal insufficiency and hyperkalemia in patients with heart failure."	15632880	bcv_hard_49
D015878	"<span class=""disease"">mydriasis</span>"	C016986	"<span class=""chemical"">apraclonidine/aponidine hydrochloride</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and <span class=""disease"">mydriasis</span> were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_hard_50
D003316	"<span class=""disease"">corneal abrasion</span>"	C016986	"<span class=""chemical"">apraclonidine/aponidine hydrochloride</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked <span class=""disease"">corneal abrasion</span> 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_hard_51
D003229	"<span class=""disease"">Conjunctival blanching</span>"	C016986	"<span class=""chemical"">apraclonidine/aponidine hydrochloride</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. <span class=""disease"">Conjunctival blanching</span> and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_hard_52
D007022	"<span class=""disease"">Decreases in systolic blood pressure</span>"	C016986	"<span class=""chemical"">apraclonidine/aponidine hydrochloride</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. <span class=""disease"">Decreases in systolic blood pressure</span> were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_hard_53
D004774	"<span class=""disease"">entropion</span>"	C016986	"<span class=""chemical"">apraclonidine/aponidine hydrochloride</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical <span class=""disease"">entropion</span> and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_hard_54
D014202	"<span class=""disease"">tremor</span>"	D000109	"<span class=""chemical"">ACh/acetylcholine</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated <span class=""chemical"">acetylcholine</span> (<span class=""chemical"">ACh</span>) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal <span class=""chemical"">ACh</span> also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of <span class=""chemical"">ACh</span>, and 50 mM KCl increased <span class=""chemical"">ACh</span> output in both lines of mice. However, the increase in release of <span class=""chemical"">ACh</span> produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal <span class=""chemical"">ACh</span> was measured during testing for handling-induced convulsions, extracellular <span class=""chemical"">ACh</span> was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal <span class=""chemical"">acetylcholine</span> release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines."	12198388	bcv_hard_55
D014202	"<span class=""disease"">tremor</span>"	D012964	"<span class=""chemical"">na</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">na</span>  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_hard_56
D014202	"<span class=""disease"">tremor</span>"	D000431	"<span class=""chemical"">alcohol/ethanol</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_hard_57
D012640	"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>"	D011188	"<span class=""chemical"">potassium</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines."	12198388	bcv_hard_58
D014202	"<span class=""disease"">tremor</span>"	D011188	"<span class=""chemical"">potassium</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_hard_59
D012640	"<span class=""disease"">convulsions/convulsion/convulsants/seizure</span>"	C522374	"<span class=""chemical"">KCl</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM <span class=""chemical"">KCl</span> increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of <span class=""chemical"">KCl</span> was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines."	12198388	bcv_hard_60
D014202	"<span class=""disease"">tremor</span>"	C522374	"<span class=""chemical"">KCl</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM <span class=""chemical"">KCl</span> increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of <span class=""chemical"">KCl</span> was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_hard_61
D002318|D005767	"<span class=""disease"">cardiovascular and gastrointestinal systems</span>"	D009241	"<span class=""chemical"">ipratropium bromide/ipratropium</span>"	"The bronchodilator effects of a single dose of <span class=""chemical"">ipratropium bromide</span> aerosol (36 micrograms) and short-acting theophylline tablets (dose titrated to produce serum levels of 10-20 micrograms/mL) were compared in a double-blind, placebo-controlled crossover study in 21 patients with stable, chronic obstructive pulmonary disease. Mean peak forced expiratory volume in 1 second (FEV1) increases over baseline and the proportion of patients attaining at least a 15% increase in the FEV1 (responders) were 31% and 90%, respectively, for <span class=""chemical"">ipratropium</span> and 17% and 50%, respectively, for theophylline. The average FEV1 increases during the 6-hour observation period were 18% for <span class=""chemical"">ipratropium</span> and 8% for theophylline. The mean duration of action was 3.8 hours with <span class=""chemical"">ipratropium</span> and 2.4 hours with theophylline. While side effects were rare, those experienced after theophylline use did involve the <span class=""disease"">cardiovascular and gastrointestinal systems</span>. These results show that <span class=""chemical"">ipratropium</span> is a more potent bronchodilator than oral theophylline in patients with chronic airflow obstruction."	"Acute bronchodilating effects of <span class=""chemical"">ipratropium bromide</span> and theophylline in chronic obstructive pulmonary disease."	1835291	bcv_hard_62
D003231	"<span class=""disease"">conjunctivitis</span>"	D010248	"<span class=""chemical"">paramethasone</span>"	"Two patients treated with parenteral <span class=""chemical"">paramethasone</span> (Triniol) and dexamethasone (Sedionbel) are described. A few minutes after administration of the drugs, they presented urticaria (patients 1 and 2) and <span class=""disease"">conjunctivitis</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">paramethasone</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that <span class=""chemical"">paramethasone</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">paramethasone</span> also produced hypersensitivity reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-allergy caused by <span class=""chemical"">paramethasone</span>."	Pseudo-allergic reactions to corticosteroids: diagnosis and alternatives.	7582165	bcv_hard_63
D014581	"<span class=""disease"">urticaria</span>"	D010248	"<span class=""chemical"">paramethasone</span>"	"Two patients treated with parenteral <span class=""chemical"">paramethasone</span> (Triniol) and dexamethasone (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">urticaria</span> (patients 1 and 2) and conjunctivitis (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">paramethasone</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that <span class=""chemical"">paramethasone</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">paramethasone</span> also produced hypersensitivity reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-allergy caused by <span class=""chemical"">paramethasone</span>."	Pseudo-allergic reactions to corticosteroids: diagnosis and alternatives.	7582165	bcv_hard_64
