_golden	chemical_id	chemical_name	disease_id	disease_name	form_abstract	form_title	old_cf_work_unit_id	original_job_id	pmid	uniq_id	verify_relationship_gold	verify_relationship_gold_reason
	D010068	"<span class=""chemical"">oxacillin</span>"	D018771	"<span class=""disease"">arthralgia</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, <span class=""disease"">arthralgia</span>, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_278		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D018366	"<span class=""disease"">Cutaneous leucocytoclastic vasculitis/leucocytoclastic vasculitis</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of <span class=""disease"">leucocytoclastic vasculitis</span>. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. <span class=""disease"">Leucocytoclastic vasculitis</span> presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause <span class=""disease"">leucocytoclastic vasculitis</span>."	"<span class=""disease"">Cutaneous leucocytoclastic vasculitis</span> associated with oxacillin."			11337188	bcv_hard_279		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D009369	"<span class=""disease"">neoplasia</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and <span class=""disease"">neoplasia</span>. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_280		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D003095	"<span class=""disease"">collagen vascular disease</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, <span class=""disease"">collagen vascular disease</span> and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_281		
	D010068	"<span class=""chemical"">oxacillin</span>"	D009369	"<span class=""disease"">neoplasia</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and <span class=""disease"">neoplasia</span>. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_282		
	D010068	"<span class=""chemical"">oxacillin</span>"	D015746	"<span class=""disease"">abdominal pain</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by <span class=""disease"">abdominal pain</span>, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_283		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D018771	"<span class=""disease"">arthralgia</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, <span class=""disease"">arthralgia</span>, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_284		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D007674	"<span class=""disease"">renal involvement</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and <span class=""disease"">renal involvement</span>. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_285		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D009336|D001768	"<span class=""disease"">Necrotic blisters</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. <span class=""disease"">Necrotic blisters</span> were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_286		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D015746	"<span class=""disease"">abdominal pain</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by <span class=""disease"">abdominal pain</span>, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_287		
	D010068	"<span class=""chemical"">oxacillin</span>"	D005076	"<span class=""disease"">rash</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The <span class=""disease"">rash</span> disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_288		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D005076	"<span class=""disease"">rash</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The <span class=""disease"">rash</span> disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_289		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D011693	"<span class=""disease"">purpura/purpuric lesions</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable <span class=""disease"">purpuric lesions</span> on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable <span class=""disease"">purpura</span> of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_290		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D013203|D016470	"<span class=""disease"">Staphylococcus aureus bacteremia</span>"	"A 67-year-old man who was treated with oxacillin for one week because of <span class=""disease"">Staphylococcus aureus bacteremia</span>, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_291		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D051437	"<span class=""disease"">renal failure</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed <span class=""disease"">renal failure</span> and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_292		
	D010068	"<span class=""chemical"">oxacillin</span>"	D007239	"<span class=""disease"">infections</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include <span class=""disease"">infections</span>, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_293		
	D010068	"<span class=""chemical"">oxacillin</span>"	D009336|D001768	"<span class=""disease"">Necrotic blisters</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. <span class=""disease"">Necrotic blisters</span> were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_294		
	D000305	"<span class=""chemical"">corticosteroids/corticosteroid</span>"	D007239	"<span class=""disease"">infections</span>"	"A 67-year-old man who was treated with oxacillin for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. Oxacillin was discontinued and patient was treated with <span class=""chemical"">corticosteroids</span>. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include <span class=""disease"">infections</span>, medications, collagen vascular disease and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but <span class=""chemical"">corticosteroid</span> therapy may be needed in life-threatening cases since early treatment with <span class=""chemical"">corticosteroids</span> in severe cases can prevent complications. Oxacillin should be included among the drugs that can cause leucocytoclastic vasculitis."	Cutaneous leucocytoclastic vasculitis associated with oxacillin.			11337188	bcv_hard_295		
	D010068	"<span class=""chemical"">oxacillin</span>"	D003095	"<span class=""disease"">collagen vascular disease</span>"	"A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed renal failure and diffuse, symmetric, palpable purpuric lesions on his feet. Necrotic blisters were noted on his fingers. Skin biopsies showed findings diagnostic of leucocytoclastic vasculitis. <span class=""chemical"">Oxacillin</span> was discontinued and patient was treated with corticosteroids. The rash disappeared after three weeks and renal function returned to normal. Leucocytoclastic vasculitis presents as palpable purpura of the lower extremities often accompanied by abdominal pain, arthralgia, and renal involvement. Etiologic factors or associated disorders include infections, medications, <span class=""disease"">collagen vascular disease</span> and neoplasia. However, in half of the cases no etiologic factor is identified. Usually it is a self-limited disorder, but corticosteroid therapy may be needed in life-threatening cases since early treatment with corticosteroids in severe cases can prevent complications. <span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause leucocytoclastic vasculitis."	"Cutaneous leucocytoclastic vasculitis associated with <span class=""chemical"">oxacillin</span>."			11337188	bcv_hard_296		
	D012701	"<span class=""chemical"">serotonin/5-HT</span>"	D008569	"<span class=""disease"">memory impairment/impaired memory functioning/memory impairments</span>"	"Although 3,4-methylenedioxymethamphetamine (MDMA or ecstasy) has been shown to damage brain <span class=""chemical"">serotonin</span> (<span class=""chemical"">5-HT</span>) neurons in animals and possibly humans, little is known about the long-term consequences of MDMA-induced <span class=""chemical"">5-HT</span> neurotoxic lesions on functions in which <span class=""chemical"">5-HT</span> is involved, such as cognitive function. Because <span class=""chemical"">5-HT</span> transporters play a key element in the regulation of synaptic <span class=""chemical"">5-HT</span> transmission it may be important to control for the potential covariance effect of a polymorphism in the <span class=""chemical"">5-HT</span> transporter promoter gene region (5-HTTLPR) when studying the effects of MDMA as well as cognitive functioning. The aim of the study was to investigate the effects of moderate and heavy MDMA use on cognitive function, as well as the effects of long-term abstention from MDMA, in subjects genotyped for 5-HTTLPR. A second aim of the study was to determine whether these effects differ for females and males. Fifteen moderate MDMA users (<55 lifetime tablets), 22 heavy MDMA+ users (>55 lifetime tablets), 16 ex-MDMA+ users (last tablet > 1 year ago) and 13 controls were compared on a battery of neuropsychological tests. DNA from peripheral nuclear blood cells was genotyped for 5-HTTLPR using standard polymerase chain reaction methods.A significant group effect was observed only on memory function tasks (p = 0.04) but not on reaction times (p = 0.61) or attention/executive functioning (p = 0.59). Heavy and ex-MDMA+ users performed significantly poorer on memory tasks than controls. In contrast, no evidence of <span class=""disease"">memory impairment</span> was observed in moderate MDMA users. No significant effect of 5-HTTLPR or gender was observed. While the use of MDMA in quantities that may be considered ""moderate"" is not associated with <span class=""disease"">impaired memory functioning</span>, heavy use of MDMA use may lead to long lasting <span class=""disease"">memory impairments</span>. No effect of 5-HTTLPR or gender on memory function or MDMA use was observed."	"Memory function and <span class=""chemical"">serotonin</span> transporter promoter gene polymorphism in ecstasy (MDMA) users."			16574713	bcv_hard_297		
	D002395	"<span class=""chemical"">catecholamine</span>"	D006973	"<span class=""disease"">hypertensive</span>"	"The present study examines the effect of 6-day epinephrine treatment (100 micrograms/kg per h, s.c.) on stimulus-induced (1 Hz) endogenous neurotransmitter overflow from the isolated perfused kidney of vehicle- and epinephrine-treated rats. Renal <span class=""chemical"">catecholamine</span> stores and stimulus-induced overflow in the vehicle-treated group consisted of norepinephrine only. However, epinephrine treatment resulted in the incorporation of epinephrine into renal <span class=""chemical"">catecholamine</span> stores such that approximately 40% of the <span class=""chemical"">catecholamine</span> present was epinephrine while the norepinephrine content was reduced by a similar degree. Total tissue <span class=""chemical"">catecholamine</span> content of the kidney on a molar basis was unchanged. Stimulus-induced fractional overflow of neurotransmitter from the epinephrine-treated kidneys was approximately twice normal and consisted of both norepinephrine and epinephrine in proportions similar to those found in the kidney. This difference in fractional overflow between groups was not affected by neuronal and extraneuronal uptake blockade. Propranolol had no effect on stimulus-induced overflow in either group. Phentolamine increased stimulus-induced overflow in both groups although the increment in overflow was greater in the epinephrine-treated group. In conclusion, chronic epinephrine treatment results in enhanced fractional neurotransmitter overflow. However, neither alterations in prejunctional beta-adrenoceptor influences nor alterations in neuronal and extraneuronal uptake mechanisms appear to be responsible for this alteration. Furthermore, data obtained with phentolamine alone do not suggest alpha-adrenoceptor desensitization as the cause of the enhanced neurotransmitter overflow after epinephrine treatment."	"Enhanced stimulus-induced neurotransmitter overflow in epinephrine-induced <span class=""disease"">hypertensive</span> rats is not mediated by prejunctional beta-adrenoceptor activation."			2886572	bcv_hard_298		
	D010646	"<span class=""chemical"">Phentolamine</span>"	D006973	"<span class=""disease"">hypertensive</span>"	"The present study examines the effect of 6-day epinephrine treatment (100 micrograms/kg per h, s.c.) on stimulus-induced (1 Hz) endogenous neurotransmitter overflow from the isolated perfused kidney of vehicle- and epinephrine-treated rats. Renal catecholamine stores and stimulus-induced overflow in the vehicle-treated group consisted of norepinephrine only. However, epinephrine treatment resulted in the incorporation of epinephrine into renal catecholamine stores such that approximately 40% of the catecholamine present was epinephrine while the norepinephrine content was reduced by a similar degree. Total tissue catecholamine content of the kidney on a molar basis was unchanged. Stimulus-induced fractional overflow of neurotransmitter from the epinephrine-treated kidneys was approximately twice normal and consisted of both norepinephrine and epinephrine in proportions similar to those found in the kidney. This difference in fractional overflow between groups was not affected by neuronal and extraneuronal uptake blockade. Propranolol had no effect on stimulus-induced overflow in either group. <span class=""chemical"">Phentolamine</span> increased stimulus-induced overflow in both groups although the increment in overflow was greater in the epinephrine-treated group. In conclusion, chronic epinephrine treatment results in enhanced fractional neurotransmitter overflow. However, neither alterations in prejunctional beta-adrenoceptor influences nor alterations in neuronal and extraneuronal uptake mechanisms appear to be responsible for this alteration. Furthermore, data obtained with <span class=""chemical"">phentolamine</span> alone do not suggest alpha-adrenoceptor desensitization as the cause of the enhanced neurotransmitter overflow after epinephrine treatment."	"Enhanced stimulus-induced neurotransmitter overflow in epinephrine-induced <span class=""disease"">hypertensive</span> rats is not mediated by prejunctional beta-adrenoceptor activation."			2886572	bcv_hard_299		
	D009638	"<span class=""chemical"">norepinephrine</span>"	D006973	"<span class=""disease"">hypertensive</span>"	"The present study examines the effect of 6-day epinephrine treatment (100 micrograms/kg per h, s.c.) on stimulus-induced (1 Hz) endogenous neurotransmitter overflow from the isolated perfused kidney of vehicle- and epinephrine-treated rats. Renal catecholamine stores and stimulus-induced overflow in the vehicle-treated group consisted of <span class=""chemical"">norepinephrine</span> only. However, epinephrine treatment resulted in the incorporation of epinephrine into renal catecholamine stores such that approximately 40% of the catecholamine present was epinephrine while the <span class=""chemical"">norepinephrine</span> content was reduced by a similar degree. Total tissue catecholamine content of the kidney on a molar basis was unchanged. Stimulus-induced fractional overflow of neurotransmitter from the epinephrine-treated kidneys was approximately twice normal and consisted of both <span class=""chemical"">norepinephrine</span> and epinephrine in proportions similar to those found in the kidney. This difference in fractional overflow between groups was not affected by neuronal and extraneuronal uptake blockade. Propranolol had no effect on stimulus-induced overflow in either group. Phentolamine increased stimulus-induced overflow in both groups although the increment in overflow was greater in the epinephrine-treated group. In conclusion, chronic epinephrine treatment results in enhanced fractional neurotransmitter overflow. However, neither alterations in prejunctional beta-adrenoceptor influences nor alterations in neuronal and extraneuronal uptake mechanisms appear to be responsible for this alteration. Furthermore, data obtained with phentolamine alone do not suggest alpha-adrenoceptor desensitization as the cause of the enhanced neurotransmitter overflow after epinephrine treatment."	"Enhanced stimulus-induced neurotransmitter overflow in epinephrine-induced <span class=""disease"">hypertensive</span> rats is not mediated by prejunctional beta-adrenoceptor activation."			2886572	bcv_hard_300		
