_golden	chemical_id	chemical_name	comment_box_gold_reason	disease_id	disease_name	form_sentence	original_job_id	pmid	relation_pair_id	uniq_id	useless_column_gold	useless_column_gold_reason	verify_relationship_gold	verify_relationship_gold_reason
	C053571	"<span class=""chemical"">iopentol</span>"		D014693	"<span class=""disease"">ventricular fibrillation</span>"	"Frequencies of <span class=""disease"">ventricular fibrillation</span> were significantly lower (p less than 0.05) after <span class=""chemical"">iopentol</span> (0%) and iohexol (3%) than after metrizoate (22%)."		2980315	2980315_C053571_D014693	bcv_easy_167				
	D007472	"<span class=""chemical"">iohexol</span>"		D014693	"<span class=""disease"">ventricular fibrillation</span>"	"Frequencies of <span class=""disease"">ventricular fibrillation</span> were significantly lower (p less than 0.05) after iopentol (0%) and <span class=""chemical"">iohexol</span> (3%) than after metrizoate (22%)."		2980315	2980315_D007472_D014693	bcv_easy_168				
	D012254	"<span class=""chemical"">ribavirin</span>"		D006526	"<span class=""disease"">hepatitis C</span>"	"Management strategies for <span class=""chemical"">ribavirin</span>-induced hemolytic anemia in the treatment of <span class=""disease"">hepatitis C</span>: clinical and economic implications."		11705128	11705128_D012254_D006526	bcv_easy_169				
	D016898	"<span class=""chemical"">interferon-alpha</span>"		D019698	"<span class=""disease"">chronic hepatitis C/CHC</span>"	"OBJECTIVES: Recently published studies have demonstrated increased efficacy and cost-effectiveness of combination therapy with interferon and alpha-2b/ribavirin compared with <span class=""chemical"">interferon-alpha</span> monotherapy in the treatment of <span class=""disease"">chronic hepatitis C</span> (<span class=""disease"">CHC</span>)."		11705128	11705128_D016898_D019698	bcv_easy_170				
	D012254	"<span class=""chemical"">ribavirin</span>"		D019698	"<span class=""disease"">chronic hepatitis C/CHC</span>"	"OBJECTIVES: Recently published studies have demonstrated increased efficacy and cost-effectiveness of combination therapy with interferon and alpha-2b/<span class=""chemical"">ribavirin</span> compared with interferon-alpha monotherapy in the treatment of <span class=""disease"">chronic hepatitis C</span> (<span class=""disease"">CHC</span>)."		11705128	11705128_D012254_D019698	bcv_easy_171				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D000741	"<span class=""disease"">aplastic anemia</span>"	"Fatal <span class=""disease"">aplastic anemia</span> following topical administration of ophthalmic <span class=""chemical"">chloramphenicol</span>."		7072798	7072798_D002701_D000741	bcv_easy_172				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D002386	"<span class=""disease"">cataract</span>"	"A 73-year-old woman died of aplastic anemia less than two months after undergoing <span class=""disease"">cataract</span> extraction and beginning topical therapy with <span class=""chemical"">chloramphenicol</span>."		7072798	7072798_D002701_D002386	bcv_easy_173				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D000741	"<span class=""disease"">aplastic anemia</span>"	"A 73-year-old woman died of <span class=""disease"">aplastic anemia</span> less than two months after undergoing cataract extraction and beginning topical therapy with <span class=""chemical"">chloramphenicol</span>."		7072798	7072798_D002701_D000741	bcv_easy_174				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D000741	"<span class=""disease"">aplastic anemia</span>"	"The pattern of the <span class=""disease"">aplastic anemia</span> was associated with an idiosyncratic response to <span class=""chemical"">chloramphenicol</span>."		7072798	7072798_D002701_D000741	bcv_easy_175				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D001855	"<span class=""disease"">bone marrow hypoplasia</span>"	"This was the second report of fatal aplastic anemia after topical treatment with <span class=""chemical"">chloramphenicol</span> for ocular conditions, although two cases of reversible <span class=""disease"">bone marrow hypoplasia</span> have also been reported."		7072798	7072798_D002701_D001855	bcv_easy_176				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D000741	"<span class=""disease"">aplastic anemia</span>"	"This was the second report of fatal <span class=""disease"">aplastic anemia</span> after topical treatment with <span class=""chemical"">chloramphenicol</span> for ocular conditions, although two cases of reversible bone marrow hypoplasia have also been reported."		7072798	7072798_D002701_D000741	bcv_easy_177				
	D002701	"<span class=""chemical"">chloramphenicol</span>"		D005128	"<span class=""disease"">ocular toxicity</span>"	"Any other suspected cases of <span class=""disease"">ocular toxicity</span> associated with topically applied <span class=""chemical"">chloramphenicol</span> should be reported to the National Registry of Drug-Induced Ocular Side Effects, Oregon Health Sciences University, Portland, OR 97201."		7072798	7072798_D002701_D005128	bcv_easy_178				
	D008727	"<span class=""chemical"">methotrexate</span>"		D009369	"<span class=""disease"">tumours</span>"	"Extensive experimental and limited clinical data have shown that lometrexol has activity against <span class=""disease"">tumours</span> which are refractory to other drugs, notably <span class=""chemical"">methotrexate</span>."		8958188	8958188_D008727_D009369	bcv_easy_179				
	C045894	"<span class=""chemical"">lometrexol</span>"		D009369	"<span class=""disease"">tumours</span>"	"Extensive experimental and limited clinical data have shown that <span class=""chemical"">lometrexol</span> has activity against <span class=""disease"">tumours</span> which are refractory to other drugs, notably methotrexate."		8958188	8958188_C045894_D009369	bcv_easy_180				
	C045894	"<span class=""chemical"">lometrexol</span>"		D064420	"<span class=""disease"">toxicities</span>"	"However, the initial clinical development of <span class=""chemical"">lometrexol</span> was curtailed because of severe and cumulative antiproliferative <span class=""disease"">toxicities</span>."		8958188	8958188_C045894_D064420	bcv_easy_181				
	C045894	"<span class=""chemical"">lometrexol</span>"		D064420	"<span class=""disease"">toxicity</span>"	"Preclinical murine studies demonstrated that the <span class=""disease"">toxicity</span> of <span class=""chemical"">lometrexol</span> can be prevented by low dose folic acid administration, i.e. for 7 days prior to and 7 days following a single bolus dose."		8958188	8958188_C045894_D064420	bcv_easy_182				
	D005492	"<span class=""chemical"">folic acid</span>"		D064420	"<span class=""disease"">toxicity</span>"	"Preclinical murine studies demonstrated that the <span class=""disease"">toxicity</span> of lometrexol can be prevented by low dose <span class=""chemical"">folic acid</span> administration, i.e. for 7 days prior to and 7 days following a single bolus dose."		8958188	8958188_D005492_D064420	bcv_easy_183				
	C045894	"<span class=""chemical"">lometrexol</span>"		D064420	"<span class=""disease"">toxicity</span>"	"This observation prompted a Phase I clinical study of <span class=""chemical"">lometrexol</span> given with folic acid supplementation which has confirmed that the <span class=""disease"">toxicity</span> of <span class=""chemical"">lometrexol</span> can be markedly reduced by folic acid supplementation."		8958188	8958188_C045894_D064420	bcv_easy_184				
	D005492	"<span class=""chemical"">folic acid</span>"		D064420	"<span class=""disease"">toxicity</span>"	"This observation prompted a Phase I clinical study of lometrexol given with <span class=""chemical"">folic acid</span> supplementation which has confirmed that the <span class=""disease"">toxicity</span> of lometrexol can be markedly reduced by <span class=""chemical"">folic acid</span> supplementation."		8958188	8958188_D005492_D064420	bcv_easy_185				
	D005492	"<span class=""chemical"">folate</span>"		D064420	"<span class=""disease"">toxicity</span>"	"There was no clear relationship between clinical <span class=""disease"">toxicity</span> and the extent of plasma <span class=""chemical"">folate</span> elevation."		8958188	8958188_D005492_D064420	bcv_easy_186				
	C045894	"<span class=""chemical"">lometrexol</span>"		D064420	"<span class=""disease"">toxicity</span>"	"Associated studies demonstrated that <span class=""chemical"">lometrexol</span> plasma pharmacokinetics were not altered by folic acid administration indicating that supplementation is unlikely to reduce <span class=""disease"">toxicity</span> by enhancing <span class=""chemical"">lometrexol</span> plasma clearance."		8958188	8958188_C045894_D064420	bcv_easy_187				
	D005492	"<span class=""chemical"">folic acid</span>"		D064420	"<span class=""disease"">toxicity</span>"	"Associated studies demonstrated that lometrexol plasma pharmacokinetics were not altered by <span class=""chemical"">folic acid</span> administration indicating that supplementation is unlikely to reduce <span class=""disease"">toxicity</span> by enhancing lometrexol plasma clearance."		8958188	8958188_D005492_D064420	bcv_easy_188				
	D001058	"<span class=""chemical"">Apomorphine</span>"		D010300	"<span class=""disease"">Parkinson's disease</span>"	"<span class=""chemical"">Apomorphine</span>: an underutilized therapy for <span class=""disease"">Parkinson's disease</span>."		11009181	11009181_D001058_D010300	bcv_easy_189				
	D001058	"<span class=""chemical"">Apomorphine</span>"		D010300	"<span class=""disease"">Parkinson's disease</span>"	"<span class=""chemical"">Apomorphine</span> was the first dopaminergic drug ever used to treat symptoms of <span class=""disease"">Parkinson's disease</span>."		11009181	11009181_D001058_D010300	bcv_easy_190				
	D001058	"<span class=""chemical"">apomorphine</span>"		D010300	"<span class=""disease"">Parkinson's disease</span>"	"While powerful antiparkinsonian effects had been observed as early as 1951, the potential of treating fluctuating <span class=""disease"">Parkinson's disease</span> by subcutaneous administration of <span class=""chemical"">apomorphine</span> has only recently become the subject of systematic study."		11009181	11009181_D001058_D010300	bcv_easy_191				
	D001058	"<span class=""chemical"">apomorphine</span>"		D004409	"<span class=""disease"">dyskinesias</span>"	"In addition, there is convincing clinical evidence that monotherapy with continuous subcutaneous <span class=""chemical"">apomorphine</span> infusions is associated with marked reductions of preexisting levodopa-induced <span class=""disease"">dyskinesias</span>."		11009181	11009181_D001058_D004409	bcv_easy_192				
	D001058	"<span class=""chemical"">apomorphine</span>"		D001523	"<span class=""disease"">psychiatric</span>"	"The main side effects of subcutaneous <span class=""chemical"">apomorphine</span> treatment are related to cutaneous tolerability problems, whereas sedation and <span class=""disease"">psychiatric</span> complications play a lesser role."		11009181	11009181_D001058_D001523	bcv_easy_193				
	D001058	"<span class=""chemical"">apomorphine</span>"		D010300	"<span class=""disease"">Parkinson's disease</span>"	"Given the marked degree of efficacy of subcutaneous <span class=""chemical"">apomorphine</span> treatment in fluctuating <span class=""disease"">Parkinson's disease</span>, this approach seems to deserve more widespread clinical use."		11009181	11009181_D001058_D010300	bcv_easy_194				
	D010400	"<span class=""chemical"">penicillin-G potassium</span>"		D004827	"<span class=""disease"">epileptic</span>"	"After a short period of basal activity recording, <span class=""disease"">epileptic</span> focus was induced by injecting 400IU/2 microl <span class=""chemical"">penicillin-G potassium</span> into the left lateral ventricle while the cortical activity was continuously recorded."		18657397	18657397_D010400_D004827	bcv_easy_195				
	D007649	"<span class=""chemical"">ketamine</span>"		D003866	"<span class=""disease"">depression</span>"	"Injections of <span class=""chemical"">ketamine</span> in doses from 100 microgram to 3 mg into the artery produced a <span class=""disease"">depression</span> of the SA nodal activity by a direct action."		921394	921394_D007649_D003866	bcv_easy_196				
	D008094	"<span class=""chemical"">lithium</span>"		D011141	"<span class=""disease"">polyuric</span>"	"He remained thirsty and <span class=""disease"">polyuric</span> despite cessation of <span class=""chemical"">lithium</span> and investigations on admission showed him to have normal osmoregulated thirst and vasopressin secretion, with clear evidence of nephrogenic diabetes insipidus."		9226773	9226773_D008094_D011141	bcv_easy_197				
	D014667	"<span class=""chemical"">vasopressin</span>"		D011141	"<span class=""disease"">polyuric</span>"	"He remained thirsty and <span class=""disease"">polyuric</span> despite cessation of lithium and investigations on admission showed him to have normal osmoregulated thirst and <span class=""chemical"">vasopressin</span> secretion, with clear evidence of nephrogenic diabetes insipidus."		9226773	9226773_D014667_D011141	bcv_easy_198				
	D014667	"<span class=""chemical"">vasopressin</span>"		D018500	"<span class=""disease"">nephrogenic diabetes insipidus</span>"	"He remained thirsty and polyuric despite cessation of lithium and investigations on admission showed him to have normal osmoregulated thirst and <span class=""chemical"">vasopressin</span> secretion, with clear evidence of <span class=""disease"">nephrogenic diabetes insipidus</span>."		9226773	9226773_D014667_D018500	bcv_easy_199				
	D008094	"<span class=""chemical"">Lithium</span>"		D011141	"<span class=""disease"">polyuria</span>"	"<span class=""chemical"">Lithium</span> induced nephrogenic diabetes insipidus is considered to be reversible on cessation of therapy but <span class=""disease"">polyuria</span> persisted in this patient for ten years after <span class=""chemical"">lithium</span> was stopped."		9226773	9226773_D008094_D011141	bcv_easy_200				
	D014635	"<span class=""chemical"">Valproate</span>"		D006423	"<span class=""disease"">homonymous hemianopsia</span>"	"Complications were observed in two patients: one had a left <span class=""disease"">homonymous hemianopsia</span> after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with <span class=""chemical"">Valproate</span> 1000 mg/day."		19234905	19234905_D014635_D006423	bcv_easy_201				
	D004221	"<span class=""chemical"">Disulfiram</span>"		D009901|D010523	"<span class=""disease"">optic and peripheral neuropathy</span>"	"<span class=""chemical"">Disulfiram</span>-induced transient <span class=""disease"">optic and peripheral neuropathy</span>: a case report."		17786501	17786501_D004221_D009901|D010523	bcv_easy_202				
	D004221	"<span class=""chemical"">disulfiram</span>"		D009901|D010523	"<span class=""disease"">optic and peripheral neuropathy</span>"	"AIM: To report a case of <span class=""disease"">optic and peripheral neuropathy</span> after chronic use of <span class=""chemical"">disulfiram</span> for alcohol dependence management."		17786501	17786501_D004221_D009901|D010523	bcv_easy_203				
	D004221	"<span class=""chemical"">disulfiram</span>"		D000437	"<span class=""disease"">alcohol dependence</span>"	"AIM: To report a case of optic and peripheral neuropathy after chronic use of <span class=""chemical"">disulfiram</span> for <span class=""disease"">alcohol dependence</span> management."		17786501	17786501_D004221_D000437	bcv_easy_204				
	D004221	"<span class=""chemical"">disulfiram</span>"		D000437	"<span class=""disease"">alcohol dependence</span>"	"He had been taking <span class=""chemical"">disulfiram</span> for <span class=""disease"">alcohol dependence</span> for the preceding 3 years."		17786501	17786501_D004221_D000437	bcv_easy_205				
	D013390	"<span class=""chemical"">succinylcholine</span>"		D001049	"<span class=""disease"">apnoea</span>"	"The use of serum cholinesterase in <span class=""chemical"">succinylcholine</span> <span class=""disease"">apnoea</span>."		871943	871943_D013390_D001049	bcv_easy_206				
	D013390	"<span class=""chemical"">succinylcholine</span>"		D001049	"<span class=""disease"">apnoea</span>"	"Fifteen patients demonstrating unexpected prolonged <span class=""disease"">apnoea</span> lasting several hours after <span class=""chemical"">succinylcholine</span> have been treated by a new preparation of human serum cholinesterase."		871943	871943_D013390_D001049	bcv_easy_207				
	D013390	"<span class=""chemical"">succinylcholine</span>"		D001049	"<span class=""disease"">apnoea</span>"	"The use of serum cholinesterase in <span class=""chemical"">succinylcholine</span> <span class=""disease"">apnoea</span> provided considerable relief to both patient and anaesthetist."		871943	871943_D013390_D001049	bcv_easy_208				
	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"		D020225|D020227	"<span class=""disease"">sagittal and left transverse sinus thrombosis</span>"	"We describe a 42-year-old woman who developed superior <span class=""disease"">sagittal and left transverse sinus thrombosis</span> associated with prolonged <span class=""chemical"">epsilon-aminocaproic acid</span> therapy for menorrhagia."		2339463	2339463_D015119_D020225|D020227	bcv_easy_209				
	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"		D008595	"<span class=""disease"">menorrhagia</span>"	"We describe a 42-year-old woman who developed superior sagittal and left transverse sinus thrombosis associated with prolonged <span class=""chemical"">epsilon-aminocaproic acid</span> therapy for <span class=""disease"">menorrhagia</span>."		2339463	2339463_D015119_D008595	bcv_easy_210				
	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"		D012851	"<span class=""disease"">cerebral sinus thrombosis</span>"	"Although increased risk of thromboembolic disease has been reported during treatment with <span class=""chemical"">epsilon-aminocaproic acid</span>, <span class=""disease"">cerebral sinus thrombosis</span> has not been previously described."		2339463	2339463_D015119_D012851	bcv_easy_211				
	D015119	"<span class=""chemical"">epsilon-aminocaproic acid</span>"		D013923	"<span class=""disease"">thromboembolic disease</span>"	"Although increased risk of <span class=""disease"">thromboembolic disease</span> has been reported during treatment with <span class=""chemical"">epsilon-aminocaproic acid</span>, cerebral sinus thrombosis has not been previously described."		2339463	2339463_D015119_D013923	bcv_easy_212				
	D015215	"<span class=""chemical"">azidothymidine</span>"		C565469	"<span class=""disease"">immunodeficient</span>"	"Sensitivity of erythroid progenitor colonies to erythropoietin in <span class=""chemical"">azidothymidine</span> treated <span class=""disease"">immunodeficient</span> mice."		2004015	2004015_D015215_C565469	bcv_easy_213				
	D015215	"<span class=""chemical"">AZT</span>"		D007938	"<span class=""disease"">leukaemia</span>"	"We have used a murine model of AIDS, infection of female C57BL/6 mice with LP-BM5 murine <span class=""disease"">leukaemia</span> (MuLV) virus, to determine if <span class=""chemical"">AZT</span>-induced anaemia is due, in part, to decreased responsiveness of erythropoietic precursors (BFU-e) to erythropoietin (EPO)."		2004015	2004015_D015215_D007938	bcv_easy_214				
	D015215	"<span class=""chemical"">AZT</span>"		D000163	"<span class=""disease"">AIDS</span>"	"We have used a murine model of <span class=""disease"">AIDS</span>, infection of female C57BL/6 mice with LP-BM5 murine leukaemia (MuLV) virus, to determine if <span class=""chemical"">AZT</span>-induced anaemia is due, in part, to decreased responsiveness of erythropoietic precursors (BFU-e) to erythropoietin (EPO)."		2004015	2004015_D015215_D000163	bcv_easy_215				
	D015215	"<span class=""chemical"">AZT</span>"		D007239	"<span class=""disease"">infection</span>"	"We have used a murine model of AIDS, <span class=""disease"">infection</span> of female C57BL/6 mice with LP-BM5 murine leukaemia (MuLV) virus, to determine if <span class=""chemical"">AZT</span>-induced anaemia is due, in part, to decreased responsiveness of erythropoietic precursors (BFU-e) to erythropoietin (EPO)."		2004015	2004015_D015215_D007239	bcv_easy_216				
	C030299	"<span class=""chemical"">PHZ/phenylhydrazine</span>"		D000740	"<span class=""disease"">anaemia</span>"	"The mean plasma levels of EPO observed in AZT treated mice were appropriate for the degree of <span class=""disease"">anaemia</span> observed when compared with <span class=""chemical"">phenylhydrazine</span> (<span class=""chemical"">PHZ</span>) treated mice."		2004015	2004015_C030299_D000740	bcv_easy_217				
	C030299	"<span class=""chemical"">PHZ</span>"		D000740	"<span class=""disease"">anaemia</span>"	"The numbers of BFU-e and the percentage of bone marrow erythroblasts observed were comparable in AZT and <span class=""chemical"">PHZ</span> treated mice with similar degrees of <span class=""disease"">anaemia</span>."		2004015	2004015_C030299_D000740	bcv_easy_218				
	D015215	"<span class=""chemical"">AZT</span>"		D045262	"<span class=""disease"">reticulocytosis</span>"	"However, <span class=""disease"">reticulocytosis</span> was inappropriate for the degree of anaemia observed in <span class=""chemical"">AZT</span> treated infected mice."		2004015	2004015_D015215_D045262	bcv_easy_219				
	D016202	"<span class=""chemical"">NMDA/N-methyl-D-aspartate</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"The glutamatergic <span class=""chemical"">N-methyl-D-aspartate</span> (<span class=""chemical"">NMDA</span>) receptor has been implicated in the pathophysiology of <span class=""disease"">schizophrenia</span>."		20727411	20727411_D016202_D012559	bcv_easy_220				
	D016202	"<span class=""chemical"">NMDA</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"Administered to healthy volunteers, a subanesthetic dose of the non-competitive <span class=""chemical"">NMDA</span> receptor antagonist ketamine leads to psychopathological symptoms similar to those observed in <span class=""disease"">schizophrenia</span>."		20727411	20727411_D016202_D012559	bcv_easy_221				
	D007649	"<span class=""chemical"">ketamine</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"Administered to healthy volunteers, a subanesthetic dose of the non-competitive NMDA receptor antagonist <span class=""chemical"">ketamine</span> leads to psychopathological symptoms similar to those observed in <span class=""disease"">schizophrenia</span>."		20727411	20727411_D007649_D012559	bcv_easy_222				
	D007649	"<span class=""chemical"">ketamine</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"In patients with <span class=""disease"">schizophrenia</span>, <span class=""chemical"">ketamine</span> exacerbates the core symptoms of illness, supporting the hypothesis of a glutamatergic dysfunction."		20727411	20727411_D007649_D012559	bcv_easy_223				
	D007649	"<span class=""chemical"">ketamine</span>"		D018754	"<span class=""disease"">glutamatergic dysfunction</span>"	"In patients with schizophrenia, <span class=""chemical"">ketamine</span> exacerbates the core symptoms of illness, supporting the hypothesis of a <span class=""disease"">glutamatergic dysfunction</span>."		20727411	20727411_D007649_D018754	bcv_easy_224				
	D007649	"<span class=""chemical"">Ketamine</span>"		D011605	"<span class=""disease"">psychosis</span>"	"<span class=""chemical"">Ketamine</span> elicited <span class=""disease"">psychosis</span> like psychopathology."		20727411	20727411_D007649_D011605	bcv_easy_225				
	D007649	"<span class=""chemical"">Ketamine</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"<span class=""chemical"">Ketamine</span> induces activation changes in healthy subjects similar to those observed in patients with <span class=""disease"">schizophrenia</span>, particularly in frontal and temporal brain regions."		20727411	20727411_D007649_D012559	bcv_easy_226				
	D016202	"<span class=""chemical"">NMDA</span>"		D012559	"<span class=""disease"">schizophrenia</span>"	"Our results provide further support for the hypothesis of an <span class=""chemical"">NMDA</span> receptor dysfunction in the pathophysiology of <span class=""disease"">schizophrenia</span>."		20727411	20727411_D016202_D012559	bcv_easy_227				
	D007650	"<span class=""chemical"">Ketanserin</span>"		D009127	"<span class=""disease"">muscle rigidity</span>"	"<span class=""chemical"">Ketanserin</span> pretreatment reverses alfentanil-induced <span class=""disease"">muscle rigidity</span>."		3115150	3115150_D007650_D009127	bcv_easy_228				
	D007650	"<span class=""chemical"">ketanserin</span>"		D009127	"<span class=""disease"">muscle rigidity</span>"	"Systemic pretreatment with <span class=""chemical"">ketanserin</span>, a relatively specific type-2 serotonin receptor antagonist, significantly attenuated the <span class=""disease"">muscle rigidity</span> produced in rats by the potent short-acting opiate agonist alfentanil."		3115150	3115150_D007650_D009127	bcv_easy_229				
	D012701	"<span class=""chemical"">serotonin</span>"		D009127	"<span class=""disease"">muscle rigidity</span>"	"Systemic pretreatment with ketanserin, a relatively specific type-2 <span class=""chemical"">serotonin</span> receptor antagonist, significantly attenuated the <span class=""disease"">muscle rigidity</span> produced in rats by the potent short-acting opiate agonist alfentanil."		3115150	3115150_D012701_D009127	bcv_easy_230				
	D002707	"<span class=""chemical"">Chlordiazepoxide</span>"		D009127	"<span class=""disease"">rigidity</span>"	"<span class=""chemical"">Chlordiazepoxide</span> at doses up to 10 mg/kg failed to significantly influence the <span class=""disease"">rigidity</span> produced by alfentanil."		3115150	3115150_D002707_D009127	bcv_easy_231				
	D007650	"<span class=""chemical"">ketanserin</span>"		D009127	"<span class=""disease"">rigidity</span>"	"Despite the absence of <span class=""disease"">rigidity</span>, animals that received <span class=""chemical"">ketanserin</span> (greater than 0.31 mg/kg i.p.) followed by alfentanil were motionless, flaccid, and less responsive to external stimuli than were animals receiving alfentanil alone."		3115150	3115150_D007650_D009127	bcv_easy_232				
	D012701	"<span class=""chemical"">serotonin</span>"		D002318|D012131	"<span class=""disease"">cardiovascular, and respiratory depression</span>"	"Pretreatment with type-2 <span class=""chemical"">serotonin</span> antagonists may be clinically useful in attenuating opiate-induced rigidity, although further studies will be necessary to assess the interaction of possibly enhanced CNS, <span class=""disease"">cardiovascular, and respiratory depression</span>."		3115150	3115150_D012701_D002318|D012131	bcv_easy_233				
	D012701	"<span class=""chemical"">serotonin</span>"		D009127	"<span class=""disease"">rigidity</span>"	"Pretreatment with type-2 <span class=""chemical"">serotonin</span> antagonists may be clinically useful in attenuating opiate-induced <span class=""disease"">rigidity</span>, although further studies will be necessary to assess the interaction of possibly enhanced CNS, cardiovascular, and respiratory depression."		3115150	3115150_D012701_D009127	bcv_easy_234				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"Intravenous <span class=""chemical"">ribavirin</span> treatment for severe <span class=""disease"">adenovirus disease</span> in immunocompromised children."		12093990	12093990_D012254_D000257	bcv_easy_235				
	D012254	"<span class=""chemical"">Ribavirin</span>"		D018357	"<span class=""disease"">respiratory syncytial virus infection</span>"	"<span class=""chemical"">Ribavirin</span> is licensed in aerosol form for the treatment of <span class=""disease"">respiratory syncytial virus infection</span>, and orally in combination with interferon to treat hepatitis C."		12093990	12093990_D012254_D018357	bcv_easy_236				
	D012254	"<span class=""chemical"">Ribavirin</span>"		D006526	"<span class=""disease"">hepatitis C</span>"	"<span class=""chemical"">Ribavirin</span> is licensed in aerosol form for the treatment of respiratory syncytial virus infection, and orally in combination with interferon to treat <span class=""disease"">hepatitis C</span>."		12093990	12093990_D012254_D006526	bcv_easy_237				
	D012254	"<span class=""chemical"">ribavirin</span>"		D006482	"<span class=""disease"">infection with hemorrhagic fever viruses</span>"	"Intravenous <span class=""chemical"">ribavirin</span> is the treatment of choice for <span class=""disease"">infection with hemorrhagic fever viruses</span>."		12093990	12093990_D012254_D006482	bcv_easy_238				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000740	"<span class=""disease"">anemia</span>"	"The most common adverse effect of intravenous <span class=""chemical"">ribavirin</span> is reversible mild <span class=""disease"">anemia</span>."		12093990	12093990_D012254_D000740	bcv_easy_239				
	C059262	"<span class=""chemical"">cidofovir</span>"		D007674	"<span class=""disease"">nephrotoxicity</span>"	"The use of <span class=""chemical"">cidofovir</span> in severe adenovirus infection has been limited by adverse effects, the most significant of which is <span class=""disease"">nephrotoxicity</span>."		12093990	12093990_C059262_D007674	bcv_easy_240				
	C059262	"<span class=""chemical"">cidofovir</span>"		D000257	"<span class=""disease"">adenovirus infection</span>"	"The use of <span class=""chemical"">cidofovir</span> in severe <span class=""disease"">adenovirus infection</span> has been limited by adverse effects, the most significant of which is nephrotoxicity."		12093990	12093990_C059262_D000257	bcv_easy_241				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"OBJECTIVE: We report our experience with intravenous <span class=""chemical"">ribavirin</span> therapy for severe <span class=""disease"">adenovirus disease</span> in a series of immunocompromised children and review the literature."		12093990	12093990_D012254_D000257	bcv_easy_242				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"DESIGN/METHODS: We retrospectively reviewed the medical records of 5 children treated with intravenous <span class=""chemical"">ribavirin</span> for documented severe <span class=""disease"">adenovirus disease</span>."		12093990	12093990_D012254_D000257	bcv_easy_243				
	C059262	"<span class=""chemical"">cidofovir</span>"		D058186	"<span class=""disease"">progressive renal failure</span>"	"Use of <span class=""chemical"">cidofovir</span> in 1 child was associated with <span class=""disease"">progressive renal failure</span> and neutropenia."		12093990	12093990_C059262_D058186	bcv_easy_244				
	C059262	"<span class=""chemical"">cidofovir</span>"		D009503	"<span class=""disease"">neutropenia</span>"	"Use of <span class=""chemical"">cidofovir</span> in 1 child was associated with progressive renal failure and <span class=""disease"">neutropenia</span>."		12093990	12093990_C059262_D009503	bcv_easy_245				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"Although intravenous <span class=""chemical"">ribavirin</span> was not effective for all children with severe <span class=""disease"">adenovirus disease</span> in this series or in the literature, therapy is unlikely to be of benefit if begun late in the course of the infection."		12093990	12093990_D012254_D000257	bcv_easy_246				
	D012254	"<span class=""chemical"">ribavirin</span>"		D007239	"<span class=""disease"">infection</span>"	"Although intravenous <span class=""chemical"">ribavirin</span> was not effective for all children with severe adenovirus disease in this series or in the literature, therapy is unlikely to be of benefit if begun late in the course of the <span class=""disease"">infection</span>."		12093990	12093990_D012254_D007239	bcv_easy_247				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"CONCLUSIONS: Two of 5 children with severe <span class=""disease"">adenovirus disease</span> treated with intravenous <span class=""chemical"">ribavirin</span> recovered."		12093990	12093990_D012254_D000257	bcv_easy_248				
	D012254	"<span class=""chemical"">ribavirin</span>"		D000257	"<span class=""disease"">adenovirus disease</span>"	"Given the seriousness and increasing prevalence of <span class=""disease"">adenovirus disease</span> in certain hosts, especially children, a large, multicenter clinical trial of potentially useful anti-adenoviral therapies, such as intravenous <span class=""chemical"">ribavirin</span>, is clearly required to demonstrate the most effective and least toxic therapy."		12093990	12093990_D012254_D000257	bcv_easy_249				
	D014282	"<span class=""chemical"">trihexyphenidyl hydrochloride</span>"		D001919	"<span class=""disease"">Bradycardia</span>"	"<span class=""disease"">Bradycardia</span> due to <span class=""chemical"">trihexyphenidyl hydrochloride</span>."		3769769	3769769_D014282_D001919	bcv_easy_250				
