choice_0_ids	choice_0_label	choice_1_ids	choice_1_label	choice_2_ids	choice_2_label	choice_3_ids	choice_3_label	choice_4_ids	choice_4_label	form_abstract	form_title	pmid	uniq_id
D049971_induces_D051437	"<span class=""chemical"">thiazide</span> contributes to or plays a role in <span class=""disease"">renal insufficiency</span>"	D013148_induces_D006333	"<span class=""chemical"">Spironolactone</span> contributes to or plays a role in <span class=""disease"">heart failure</span>"	D013148_induces_D006947	"<span class=""chemical"">Spironolactone</span> contributes to or plays a role in <span class=""disease"">hyperkalemia</span>"	D013148_induces_D003920	"<span class=""chemical"">Spironolactone</span> contributes to or plays a role in <span class=""disease"">diabetes</span>"	D013148_induces_D051437	"<span class=""chemical"">Spironolactone</span> contributes to or plays a role in <span class=""disease"">renal insufficiency</span>"	"<p>BACKGROUND: A previous randomized controlled trial evaluating the use of <span class=""chemical"">spironolactone</span> in <span class=""disease"">heart failure</span> patients reported a low risk of <span class=""disease"">hyperkalemia</span> (2%) and <span class=""disease"">renal insufficiency</span> (0%). Because treatments for <span class=""disease"">heart failure</span> have changed since the benefits of <span class=""chemical"">spironolactone</span> were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of <span class=""disease"">hyperkalemia</span> and <span class=""disease"">renal insufficiency</span> in <span class=""disease"">heart failure</span> patients treated with <span class=""chemical"">spironolactone</span>. </p><p>METHODS: We performed a case control study of <span class=""disease"">heart failure</span> patients treated with <span class=""chemical"">spironolactone</span> in our clinical practice. Cases were patients who developed <span class=""disease"">hyperkalemia</span> (K(+) >5.0 mEq/L) or <span class=""disease"">renal insufficiency</span> (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. </p><p>RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of <span class=""chemical"">spironolactone</span> due to <span class=""disease"">hyperkalemia</span> (n = 33) or <span class=""disease"">renal failure</span> (n = 34). Patients who developed <span class=""disease"">hyperkalemia</span> were older and more likely to have <span class=""disease"">diabetes</span>, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed <span class=""disease"">renal insufficiency</span> had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with <span class=""chemical"">thiazide</span> diuretics than controls. </p><p>CONCLUSIONS: <span class=""chemical"">Spironolactone</span>-induced <span class=""disease"">hyperkalemia</span> and <span class=""disease"">renal insufficiency</span> are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.</p>"	"<span class=""chemical"">Spironolactone</span>-induced <span class=""disease"">renal insufficiency</span> and <span class=""disease"">hyperkalemia</span> in patients with <span class=""disease"">heart failure</span>."	15632880	bcv_id_25
C016986_induces_D015878	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">mydriasis</span>"	C016986_induces_D003316	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">corneal abrasion</span>"	C016986_induces_D003229	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">Conjunctival blanching</span>"	C016986_induces_D007022	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">Decreases in systolic blood pressure</span>"	C016986_induces_D015814	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">ocular hypotensive</span>"	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The <span class=""disease"">ocular hypotensive</span> effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. <span class=""disease"">Decreases in systolic blood pressure</span> were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. <span class=""disease"">Conjunctival blanching</span> and <span class=""disease"">mydriasis</span> were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical entropion and marked <span class=""disease"">corneal abrasion</span> 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_id_26
C016986_induces_D004774	"<span class=""chemical"">aponidine hydrochloride</span> contributes to or plays a role in <span class=""disease"">entropion</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"We prospectively evaluated the adverse reactions of <span class=""chemical"">apraclonidine</span> in 20 normal volunteers by instilling a single drop of 1% <span class=""chemical"">apraclonidine</span> in their right eyes. Examinations, including blood pressure, pulse rate, conjunctiva and cornea, intraocular pressure (IOP), pupil diameter, basal tear secretion and margin reflex distance of both upper and lower eyelids, were performed prior to entry and at 1, 3, 5 and 7 hours after instillation. The ocular hypotensive effects were statistically significant for <span class=""chemical"">apraclonidine</span>-treated eyes throughout the study and also statistically significant for contralateral eyes from three hours after topical administration of 1% <span class=""chemical"">apraclonidine</span>. Decreases in systolic blood pressure were statistically, but not clinically, significant. No significant changes in diastolic blood pressure, pulse rate and basal tear secretion were noted. Conjunctival blanching and mydriasis were commonly found. Upper lid retraction was frequently noted. While the elevations of the upper lid margin in most subjects were not more than 2 mm and did not cause noticeable change in appearance, one subject suffered from mechanical <span class=""disease"">entropion</span> and marked corneal abrasion 3 hours after instillation of the medication. This may well be a particularly notable finding in Asian people."	"Evaluation of adverse reactions of <span class=""chemical"">aponidine hydrochloride</span> ophthalmic solution."	8590259	bcv_id_27
D000109_induces_D012640	"<span class=""chemical"">acetylcholine</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	D000109_induces_D014202	"<span class=""chemical"">acetylcholine</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	D012964_induces_D012640	"<span class=""chemical"">na</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	D012964_induces_D014202	"<span class=""chemical"">na</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	D002217_induces_D012640	"<span class=""chemical"">carbachol</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-<span class=""chemical"">na</span>  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, <span class=""chemical"">carbachol</span>, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated <span class=""chemical"">acetylcholine</span> (<span class=""chemical"">ACh</span>) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal <span class=""chemical"">ACh</span> also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, <span class=""chemical"">carbachol</span>, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of <span class=""chemical"">ACh</span>, and 50 mM KCl increased <span class=""chemical"">ACh</span> output in both lines of mice. However, the increase in release of <span class=""chemical"">ACh</span> produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal <span class=""chemical"">ACh</span> was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular <span class=""chemical"">ACh</span> was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal <span class=""chemical"">acetylcholine</span> release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines."	12198388	bcv_id_28
D002217_induces_D014202	"<span class=""chemical"">carbachol</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	D000431_induces_D012640	"<span class=""chemical"">alcohol</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	D000431_induces_D014202	"<span class=""chemical"">alcohol</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	D011188_induces_D012640	"<span class=""chemical"">potassium</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	D011188_induces_D014202	"<span class=""chemical"">potassium</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in <span class=""chemical"">alcohol</span> withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and <span class=""chemical"">alcohol</span> withdrawal was investigated in a genetic animal model of <span class=""chemical"">ethanol</span> withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in <span class=""chemical"">alcohol</span>-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, <span class=""chemical"">carbachol</span>, or neostigmine via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and <span class=""chemical"">potassium</span>-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. <span class=""chemical"">Potassium</span> was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by nicotine, <span class=""chemical"">carbachol</span>, and neostigmine were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with <span class=""chemical"">ethanol</span> withdrawal severity and implicate cholinergic mechanisms in <span class=""chemical"">alcohol</span> withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines."	12198388	bcv_id_29
D009538_induces_D012640	"<span class=""chemical"">nicotine</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	D009538_induces_D014202	"<span class=""chemical"">nicotine</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	C522374_induces_D012640	"<span class=""chemical"">KCl</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	C522374_induces_D014202	"<span class=""chemical"">KCl</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	D009388_induces_D012640	"<span class=""chemical"">neostigmine</span> contributes to or plays a role in <span class=""disease"">seizure</span>"	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal <span class=""disease"">Seizure</span>-Prone (WSP) and-Resistant (WSR) mice. Animals were administered <span class=""chemical"">nicotine</span>, carbachol, or <span class=""chemical"">neostigmine</span> via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced <span class=""disease"">convulsions</span>. </p><p>RESULTS: Sensitivity to several <span class=""disease"">convulsion</span> endpoints induced by <span class=""chemical"">nicotine</span>, carbachol, and <span class=""chemical"">neostigmine</span> were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM <span class=""chemical"">KCl</span> increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of <span class=""chemical"">KCl</span> was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced <span class=""disease"">convulsions</span>, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic <span class=""disease"">convulsants</span> may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic <span class=""disease"">convulsants</span> compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	"The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal <span class=""disease"">seizure</span>-prone and withdrawal <span class=""disease"">seizure</span>-resistant selected mouse lines."	12198388	bcv_id_30
D009388_induces_D014202	"<span class=""chemical"">neostigmine</span> contributes to or plays a role in <span class=""disease"">tremor</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<p>BACKGROUND: The septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. Thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. </p><p>METHODS: Cholinergic convulsant sensitivity was examined in alcohol-na  ve Withdrawal Seizure-Prone (WSP) and-Resistant (WSR) mice. Animals were administered nicotine, carbachol, or <span class=""chemical"">neostigmine</span> via timed tail vein infusion, and the latencies to onset of <span class=""disease"">tremor</span> and clonus were recorded and converted to threshold dose. We also used microdialysis to measure basal and potassium-stimulated acetylcholine (ACh) release in the CA1 region of the hippocampus. Potassium was applied by reverse dialysis twice, separated by 75 min. Hippocampal ACh also was measured during testing for handling-induced convulsions. </p><p>RESULTS: Sensitivity to several convulsion endpoints induced by nicotine, carbachol, and <span class=""chemical"">neostigmine</span> were significantly greater in WSR versus WSP mice. In microdialysis experiments, the lines did not differ in basal release of ACh, and 50 mM KCl increased ACh output in both lines of mice. However, the increase in release of ACh produced by the first application of KCl was 2-fold higher in WSP versus WSR mice. When hippocampal ACh was measured during testing for handling-induced convulsions, extracellular ACh was significantly elevated (192%) in WSP mice, but was nonsignificantly elevated (59%) in WSR mice. </p><p>CONCLUSIONS: These results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. Specifically, WSP mice may have lower sensitivity to cholinergic convulsants compared with WSR because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.</p>"	The relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.	12198388	bcv_id_31
D005996_induces_D010146	"<span class=""chemical"">nitroglycerin</span> contributes to or plays a role in <span class=""disease"">pain</span>"	D005996_induces_D008881	"<span class=""chemical"">nitroglycerin</span> contributes to or plays a role in <span class=""disease"">migraine</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Twenty common <span class=""disease"">migraine</span> patients received a one sided frontotemporal application of <span class=""chemical"">nitroglycerin</span> (10 patients) or placebo ointment (10 patients) in a double blind study. Early onset <span class=""disease"">migraine</span> attacks were induced by <span class=""chemical"">nitroglycerin</span> in seven out of 10 patients versus no patient in the placebo group. Subsequently 20 <span class=""disease"">migraine</span> patients, who developed an early onset attack with frontotemporal <span class=""chemical"">nitroglycerin</span>, received the drug in a second induction test at other body areas. No early onset <span class=""disease"">migraine</span> was observed. Thus the <span class=""disease"">migraine</span>-inducing effect of <span class=""chemical"">nitroglycerin</span> seems to depend on direct stimulation of the habitual site of <span class=""disease"">pain</span>, suggesting that the frontotemporal region is of crucial importance in the development of a <span class=""disease"">migraine</span> crisis. This is not consistent with a CNS origin of <span class=""disease"">migraine</span> attack."	"Source of <span class=""disease"">pain</span> and primitive dysfunction in <span class=""disease"">migraine</span>: an identical site?"	2515254	bcv_id_32
D013806_induces_D002318|D005767	"<span class=""chemical"">theophylline</span> contributes to or plays a role in <span class=""disease"">cardiovascular and gastrointestinal systems</span>"	D013806_induces_D029424	"<span class=""chemical"">theophylline</span> contributes to or plays a role in <span class=""disease"">chronic obstructive pulmonary disease</span>"	D009241_induces_D002318|D005767	"<span class=""chemical"">ipratropium bromide</span> contributes to or plays a role in <span class=""disease"">cardiovascular and gastrointestinal systems</span>"	D009241_induces_D029424	"<span class=""chemical"">ipratropium bromide</span> contributes to or plays a role in <span class=""disease"">chronic obstructive pulmonary disease</span>"	empty	<strong>Do not</strong> choose this choice.	"The bronchodilator effects of a single dose of <span class=""chemical"">ipratropium bromide</span> aerosol (36 micrograms) and short-acting <span class=""chemical"">theophylline</span> tablets (dose titrated to produce serum levels of 10-20 micrograms/mL) were compared in a double-blind, placebo-controlled crossover study in 21 patients with stable, <span class=""disease"">chronic obstructive pulmonary disease</span>. Mean peak forced expiratory volume in 1 second (FEV1) increases over baseline and the proportion of patients attaining at least a 15% increase in the FEV1 (responders) were 31% and 90%, respectively, for <span class=""chemical"">ipratropium</span> and 17% and 50%, respectively, for <span class=""chemical"">theophylline</span>. The average FEV1 increases during the 6-hour observation period were 18% for <span class=""chemical"">ipratropium</span> and 8% for <span class=""chemical"">theophylline</span>. The mean duration of action was 3.8 hours with <span class=""chemical"">ipratropium</span> and 2.4 hours with <span class=""chemical"">theophylline</span>. While side effects were rare, those experienced after <span class=""chemical"">theophylline</span> use did involve the <span class=""disease"">cardiovascular and gastrointestinal systems</span>. These results show that <span class=""chemical"">ipratropium</span> is a more potent bronchodilator than oral <span class=""chemical"">theophylline</span> in patients with <span class=""disease"">chronic airflow obstruction</span>."	"Acute bronchodilating effects of <span class=""chemical"">ipratropium bromide</span> and <span class=""chemical"">theophylline</span> in <span class=""disease"">chronic obstructive pulmonary disease</span>."	1835291	bcv_id_33
D010396_induces_D000741	"<span class=""chemical"">D-penicillamine</span> contributes to or plays a role in <span class=""disease"">aplastic anemia</span>"	D000961_induces_D000741	"<span class=""chemical"">Antithymocyte globulin</span> contributes to or plays a role in <span class=""disease"">aplastic anemia</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"A patient who received <span class=""chemical"">antithymocyte globulin</span> therapy for <span class=""disease"">aplastic anemia</span> due to <span class=""chemical"">D-penicillamine</span> therapy is described. Bone marrow recovery and peripheral blood recovery were complete 1 month and 3 months, respectively, after treatment, and blood transfusion or other therapies were not necessary in a follow-up period of more than 2 years. Use of <span class=""chemical"">antithymocyte globulin</span> may be the optimal treatment of <span class=""chemical"">D-penicillamine</span>-induced <span class=""disease"">aplastic anemia</span>."	"<span class=""chemical"">Antithymocyte globulin</span> in the treatment of <span class=""chemical"">D-penicillamine</span>-induced <span class=""disease"">aplastic anemia</span>."	12041669	bcv_id_34
D003907_induces_D004342	"<span class=""chemical"">dexamethasone</span> contributes to or plays a role in <span class=""disease"">allergic reactions</span>"	D003907_induces_D003231	"<span class=""chemical"">dexamethasone</span> contributes to or plays a role in <span class=""disease"">conjunctivitis</span>"	D003907_induces_D014581	"<span class=""chemical"">dexamethasone</span> contributes to or plays a role in <span class=""disease"">urticaria</span>"	D010248_induces_D004342	"<span class=""chemical"">paramethasone</span> contributes to or plays a role in <span class=""disease"">allergic reactions</span>"	D010248_induces_D003231	"<span class=""chemical"">paramethasone</span> contributes to or plays a role in <span class=""disease"">conjunctivitis</span>"	"Two patients treated with parenteral <span class=""chemical"">paramethasone</span> (Triniol) and <span class=""chemical"">dexamethasone</span> (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">urticaria</span> (patients 1 and 2) and <span class=""disease"">conjunctivitis</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">paramethasone</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them. These results suggest that <span class=""chemical"">paramethasone</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">paramethasone</span> also produced <span class=""disease"">hypersensitivity</span> reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-<span class=""disease"">allergy</span> caused by <span class=""chemical"">paramethasone</span>."	"Pseudo-<span class=""disease"">allergic reactions</span> to corticosteroids: diagnosis and alternatives."	7582165	bcv_id_35
D010248_induces_D014581	"<span class=""chemical"">paramethasone</span> contributes to or plays a role in <span class=""disease"">urticaria</span>"	D000305_induces_D004342	"<span class=""chemical"">corticosteroids</span> contributes to or plays a role in <span class=""disease"">allergic reactions</span>"	D000305_induces_D003231	"<span class=""chemical"">corticosteroids</span> contributes to or plays a role in <span class=""disease"">conjunctivitis</span>"	D000305_induces_D014581	"<span class=""chemical"">corticosteroids</span> contributes to or plays a role in <span class=""disease"">urticaria</span>"	empty	<strong>Do not</strong> choose this choice.	"Two patients treated with parenteral <span class=""chemical"">paramethasone</span> (Triniol) and dexamethasone (Sedionbel) are described. A few minutes after administration of the drugs, they presented <span class=""disease"">urticaria</span> (patients 1 and 2) and <span class=""disease"">conjunctivitis</span> (patient 1). The purpose of our study was to determine the cause of the patients' reactions, the immunological mechanisms involved and whether these patients would be able to tolerate any kind of corticoid. Clinical examinations and skin, oral and parenteral challenges with different <span class=""chemical"">corticosteroids</span> and ELISA tests were performed. In the two patients, skin and ELISA tests with <span class=""chemical"">paramethasone</span> were negative, as was the prick test with each of its excipients. A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients. We also carried out oral and parenteral challenges with other <span class=""chemical"">corticosteroids</span> and found intolerance to some of them. These results suggest that <span class=""chemical"">paramethasone</span> caused pseudoallergic reactions in our patients. Corticosteroids different from <span class=""chemical"">paramethasone</span> also produced <span class=""disease"">hypersensitivity</span> reactions in these patients; however, a few of them were tolerated. The basic mechanisms of those reactions are not yet fully understood. To our knowledge, this is the first report of a pseudo-<span class=""disease"">allergy</span> caused by <span class=""chemical"">paramethasone</span>."	"Pseudo-<span class=""disease"">allergic reactions</span> to <span class=""chemical"">corticosteroids</span>: diagnosis and alternatives."	7582165	bcv_id_36
C017367_induces_D001927	"<span class=""chemical"">Carmofur</span> contributes to or plays a role in <span class=""disease"">frontal lobe syndrome</span>"	C017367_induces_D056784	"<span class=""chemical"">Carmofur</span> contributes to or plays a role in <span class=""disease"">leukoencephalopathy</span>"	C017367_induces_D010554	"<span class=""chemical"">Carmofur</span> contributes to or plays a role in <span class=""disease"">organic personality syndrome</span>"	C017367_induces_D019965	"<span class=""chemical"">Carmofur</span> contributes to or plays a role in <span class=""disease"">organic mental disorders</span>"	empty	<strong>Do not</strong> choose this choice.	"<span class=""disease"">Organic mental disorder</span> was observed in a 29-year-old female in the prognostic period after the onset of <span class=""chemical"">carmofur</span>-induced <span class=""disease"">leukoencephalopathy</span>. Symptoms such as euphoria, emotional lability and puerile attitude noted in the patient were diagnosed as <span class=""disease"">organic personality syndrome</span> according to the criteria defined in the DSM-III-R. It is referred to as a <span class=""disease"">frontal lobe syndrome</span>. Brain CT revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral ventricles especially at the bilateral anterior horns. Consequently, <span class=""chemical"">carmofur</span>-induced <span class=""disease"">leukoencephalopathy</span> may uncommonly result in <span class=""disease"">organic personality syndrome</span> in the residual state. It may be attributed to the <span class=""disease"">structural damage to the frontal lobe</span>."	"<span class=""chemical"">Carmofur</span>-induced <span class=""disease"">organic mental disorders</span>."	2096243	bcv_id_37
D004317_induces_D009202	"<span class=""chemical"">doxorubicin</span> contributes to or plays a role in <span class=""disease"">Cardiomyopathy</span>"	D004317_induces_D066126	"<span class=""chemical"">doxorubicin</span> contributes to or plays a role in <span class=""disease"">cardiotoxicity</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<span class=""disease"">Cardiac toxicity</span> is a major complication which limits the use of <span class=""chemical"">adriamycin</span> as a chemotherapeutic agent. <span class=""disease"">Cardiomyopathy</span> is frequent when the total dose exceeds 600 mg/m2 and occurs within one to six months after cessation of therapy. A patient is reported who developed progressive <span class=""disease"">cardiomyopathy</span> two and one-half years after receiving 580 mg/m2 which apparently represents late, late <span class=""disease"">cardiotoxicity</span>."	"Late, late <span class=""chemical"">doxorubicin</span> <span class=""disease"">cardiotoxicity</span>."	7449470	bcv_id_38
D008874_induces_D006323	"<span class=""chemical"">midazolam</span> contributes to or plays a role in <span class=""disease"">cardiorespiratory arrest</span>"	D008874_induces_D003643	"<span class=""chemical"">midazolam</span> contributes to or plays a role in <span class=""disease"">death</span>"	D008874_induces_D012140|D002318	"<span class=""chemical"">midazolam</span> contributes to or plays a role in <span class=""disease"">respiratory and cardiovascular depression</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<span class=""chemical"">Midazolam hydrochloride</span> is commonly used for dental or endoscopic procedures. Although generally consisted safe when given intramuscularly, intravenous administration is known to cause <span class=""disease"">respiratory and cardiovascular depression</span>. This report describes the first published case of <span class=""disease"">cardiorespiratory arrest</span> and <span class=""disease"">death</span> associated with intramuscular administration of <span class=""chemical"">midazolam</span>. Information regarding <span class=""chemical"">midazolam</span> use is reviewed to provide recommendation for safe administration."	"Possible intramuscular <span class=""chemical"">midazolam</span>-associated <span class=""disease"">cardiorespiratory arrest</span> and <span class=""disease"">death</span>."	2375138	bcv_id_39
