PMID	NUM_SENT	MENTION_INI	MENTION_END	MENTION_TEXT	MENTION_TYPE	MENTION_ID	SENTENCE
7603759	2	178	188	penicillin	Chemical	D010406	A national study was conducted to determine the in vitro activity of 2 newer macrolides, dirithromycin and erythromycylamine compared with that of erythromycin, tetracycline and penicillin.
7603759	6	25	38	dirithromycin	Chemical	C053853	The study indicates that dirithromycin and erythromycylamine possess antibacterial activity equivalent to that of erythromycin against most Gram-positive cocci and M. catarrhalis.
7603759	6	43	60	erythromycylamine	Chemical		The study indicates that dirithromycin and erythromycylamine possess antibacterial activity equivalent to that of erythromycin against most Gram-positive cocci and M. catarrhalis.
7603759	6	114	126	erythromycin	Chemical	D004917	The study indicates that dirithromycin and erythromycylamine possess antibacterial activity equivalent to that of erythromycin against most Gram-positive cocci and M. catarrhalis.
7603759	7	21	33	erythromycin	Chemical	D004917	Strains resistant to erythromycin were also resistant to dirithromycin and to erythromycylamine.
7603759	7	57	70	dirithromycin	Chemical	C053853	Strains resistant to erythromycin were also resistant to dirithromycin and to erythromycylamine.
7603759	7	78	95	erythromycylamine	Chemical		Strains resistant to erythromycin were also resistant to dirithromycin and to erythromycylamine.
7603759	8	0	12	Tetracycline	Chemical	D013752	Tetracycline was as active as the macrolides against both penicillin-resistant and penicillin-susceptible strains of Staphylococcus aureus.
7603759	8	58	68	penicillin	Chemical	D010406	Tetracycline was as active as the macrolides against both penicillin-resistant and penicillin-susceptible strains of Staphylococcus aureus.
7603759	8	83	93	penicillin	Chemical	D010406	Tetracycline was as active as the macrolides against both penicillin-resistant and penicillin-susceptible strains of Staphylococcus aureus.
7603759	9	19	29	penicillin	Chemical	D010406	Coagulase-negative penicillin-resistant staphylococci, compared with tetracycline, were relatively resistant to the macrolides.
7603759	9	69	81	tetracycline	Chemical	D013752	Coagulase-negative penicillin-resistant staphylococci, compared with tetracycline, were relatively resistant to the macrolides.
8395382	0	31	78	9-(2-phosphonyl-methoxyethyl)-2,6-diaminopurine	Chemical	C059499	Activity of the anti-HIV agent 9-(2-phosphonyl-methoxyethyl)-2,6-diaminopurine against cytomegalovirus in vitro and in vivo.
8395382	1	0	46	9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine	Chemical	C059499	9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine (PMEDAP), a potent inhibitor of human immunodeficiency virus (HIV) replication, was evaluated for its activity against human cytomegalovirus (HCMV) in vitro, and murine cytomegalovirus (MCMV) and rat CMV (RCMV) in vivo.
8395382	1	48	54	PMEDAP	Chemical	C059499	9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine (PMEDAP), a potent inhibitor of human immunodeficiency virus (HIV) replication, was evaluated for its activity against human cytomegalovirus (HCMV) in vitro, and murine cytomegalovirus (MCMV) and rat CMV (RCMV) in vivo.
8395382	2	0	6	PMEDAP	Chemical	C059499	PMEDAP strongly inhibited HCMV-induced cytopathicity in human embryonic lung (HEL) cell cultures (EC50 11 microM) and caused a concentration-dependent suppression of viral DNA synthesis (IC50 20 microM) [corrected].
8395382	3	0	6	PMEDAP	Chemical	C059499	PMEDAP had no effect on the expression of HCMV-specific immediate early antigens (IEA) as measured on day 1 post-infection, but inhibited the expression of HCMV late antigens as measured on day 6 post-infection (EC50 20 microM) [corrected].
8395382	4	4	15	diphosphate	Chemical	CHEBI:18361	The diphosphate derivative of PMEDAP (PMEDAPpp) selectively inhibited HCMV-induced DNA polymerase (IC50 0.1 microM).
8395382	4	30	36	PMEDAP	Chemical	C059499	The diphosphate derivative of PMEDAP (PMEDAPpp) selectively inhibited HCMV-induced DNA polymerase (IC50 0.1 microM).
8395382	5	0	6	PMEDAP	Chemical	C059499	PMEDAP proved markedly effective in reducing the mortality rate of NMRI mice that had been infected intraperitoneally or intracerebrally with a lethal dose of MCMV.
8395382	6	0	6	PMEDAP	Chemical	C059499	PMEDAP exhibited greater anti-MCMV activity when administered as a single dose immediately after infection than when this dose was divided over repeated administrations.
8395382	7	0	36	9-(2-phosphonylmethoxyethyl)-adenine	Chemical	C053001	9-(2-phosphonylmethoxyethyl)-adenine (PMEA) also prevented MCMV-induced mortality, but only at a dose ten-fold higher than that of PMEDAP.
8395382	7	38	42	PMEA	Chemical		9-(2-phosphonylmethoxyethyl)-adenine (PMEA) also prevented MCMV-induced mortality, but only at a dose ten-fold higher than that of PMEDAP.
8395382	7	131	137	PMEDAP	Chemical	C059499	9-(2-phosphonylmethoxyethyl)-adenine (PMEA) also prevented MCMV-induced mortality, but only at a dose ten-fold higher than that of PMEDAP.
8395382	8	0	6	PMEDAP	Chemical	C059499	PMEDAP also delayed death in severe combined immune deficiency (SCID) mice that had been infected with MCMV.
8395382	9	14	20	PMEDAP	Chemical	C059499	The effect of PMEDAP on RCMV infections in rats was less pronounced.
22518383	0	97	104	CPP-ACP	Chemical		Shear bond strength of self-etching adhesive systems with different pH values to bleached and/or CPP-ACP-treated enamel.
22518383	1	137	155	carbamide peroxide	Chemical	C009096	PURPOSE: To compare shear bond strengths of three different self-etching adhesive systems of different pH values to enamel bleached with carbamide peroxide, treated with casein phosphopeptide-amorphous calcium phosphate (CPP-ACP), or treated with CPP-ACP subsequent to bleaching with carbamide peroxide.
22518383	1	202	219	calcium phosphate	Chemical	C020243	PURPOSE: To compare shear bond strengths of three different self-etching adhesive systems of different pH values to enamel bleached with carbamide peroxide, treated with casein phosphopeptide-amorphous calcium phosphate (CPP-ACP), or treated with CPP-ACP subsequent to bleaching with carbamide peroxide.
22518383	1	221	228	CPP-ACP	Chemical		PURPOSE: To compare shear bond strengths of three different self-etching adhesive systems of different pH values to enamel bleached with carbamide peroxide, treated with casein phosphopeptide-amorphous calcium phosphate (CPP-ACP), or treated with CPP-ACP subsequent to bleaching with carbamide peroxide.
22518383	1	247	254	CPP-ACP	Chemical		PURPOSE: To compare shear bond strengths of three different self-etching adhesive systems of different pH values to enamel bleached with carbamide peroxide, treated with casein phosphopeptide-amorphous calcium phosphate (CPP-ACP), or treated with CPP-ACP subsequent to bleaching with carbamide peroxide.
22518383	1	284	302	carbamide peroxide	Chemical	C009096	PURPOSE: To compare shear bond strengths of three different self-etching adhesive systems of different pH values to enamel bleached with carbamide peroxide, treated with casein phosphopeptide-amorphous calcium phosphate (CPP-ACP), or treated with CPP-ACP subsequent to bleaching with carbamide peroxide.
22518383	2	177	184	CPP-ACP	Chemical		MATERIALS AND METHODS: Thirty-six human third molars were cut into 4 sections and randomly assigned to 4 groups (n = 36): group I: no treatment; group II: bleaching; group III: CPP-ACP; group IV: bleaching and CPP-ACP.
22518383	2	210	217	CPP-ACP	Chemical		MATERIALS AND METHODS: Thirty-six human third molars were cut into 4 sections and randomly assigned to 4 groups (n = 36): group I: no treatment; group II: bleaching; group III: CPP-ACP; group IV: bleaching and CPP-ACP.
22518383	11	65	72	CPP-ACP	Chemical		CONCLUSION: Bleaching reduced shear bond strength to enamel, but CPP-ACP application did not affect the bond strength to intact and previously bleached enamel.
24417903	3	113	114	N	Chemical		We designed a modular protein (named T-Rp3) composed of the recombinant human dynein light chain Rp3 fused to an N-terminal DNA-binding domain and a C-terminal membrane active peptide, TAT.
24417903	3	149	150	C	Chemical		We designed a modular protein (named T-Rp3) composed of the recombinant human dynein light chain Rp3 fused to an N-terminal DNA-binding domain and a C-terminal membrane active peptide, TAT.
24417903	6	149	158	protamine	Chemical		Transfection of HeLa cells using T-Rp3 revealed that the vector is highly dependent on microtubule polarization, being 400 times more efficient than protamine, and only 13 times less efficient than Lipofectamine 2000 ¢, but with a lower cytotoxicity.
24417903	6	198	216	Lipofectamine 2000	Chemical	C086724	Transfection of HeLa cells using T-Rp3 revealed that the vector is highly dependent on microtubule polarization, being 400 times more efficient than protamine, and only 13 times less efficient than Lipofectamine 2000 ¢, but with a lower cytotoxicity.
22650004	0	0	10	Cordycepin	Chemical	C058120	Cordycepin induces apoptosis in human neuroblastoma SK-N-BE(2)-C and melanoma SK-MEL-2 cells.
22650004	1	29	39	cordycepin	Chemical	C058120	In this study, the effect of cordycepin (3'-deoxyadenosine), a major component of Cordyceps militaris, an ingredient of traditional Chinese medicine was investigated for the first time on apoptotsis in human neuroblastoma SK-N-BE(2)-C and melanoma SK-MEL-2 cells.
22650004	1	41	58	3'-deoxyadenosine	Chemical	C058120	In this study, the effect of cordycepin (3'-deoxyadenosine), a major component of Cordyceps militaris, an ingredient of traditional Chinese medicine was investigated for the first time on apoptotsis in human neuroblastoma SK-N-BE(2)-C and melanoma SK-MEL-2 cells.
22650004	2	0	10	Cordycepin	Chemical	C058120	Cordycepin significantly inhibited the proliferation of human neuroblastoma SK-N-BE(2)-C and human melanoma SK-MEL-2 cells with IC50 values of 120 microM and 80 microM, respectively.
22650004	3	0	10	Cordycepin	Chemical	C058120	Cordycepin treatment at 120 microM and 80 microM, respectively, induced apoptosis in both cells and caused the increase of cell accumulation in a time-dependent manner at the apoptotic sub-G1 phase, as evidenced by the flow cytometry (FCM) and annexin V-fluorescein isothiocyanate (FITC) analyses.
22650004	3	254	280	fluorescein isothiocyanate	Chemical	CHEBI:37926	Cordycepin treatment at 120 microM and 80 microM, respectively, induced apoptosis in both cells and caused the increase of cell accumulation in a time-dependent manner at the apoptotic sub-G1 phase, as evidenced by the flow cytometry (FCM) and annexin V-fluorescein isothiocyanate (FITC) analyses.
22650004	3	282	286	FITC	Chemical	D016650	Cordycepin treatment at 120 microM and 80 microM, respectively, induced apoptosis in both cells and caused the increase of cell accumulation in a time-dependent manner at the apoptotic sub-G1 phase, as evidenced by the flow cytometry (FCM) and annexin V-fluorescein isothiocyanate (FITC) analyses.
22650004	4	69	85	poly(ADP-ribose)	Chemical	D011064	Western blot analysis revealed the induction of active caspase-3 and poly(ADP-ribose)polymerase (PARP) cleavage by cordycepin treatment.
22650004	4	115	125	cordycepin	Chemical	C058120	Western blot analysis revealed the induction of active caspase-3 and poly(ADP-ribose)polymerase (PARP) cleavage by cordycepin treatment.
22650004	5	27	37	cordycepin	Chemical	C058120	These results suggest that cordycepin is a potential candidate for cancer therapy of neuroblastoma and melanoma.
12495475	0	0	8	Estrogen	Chemical	D004967	Estrogen receptor expression and estrogen receptor-independent cytotoxic effects of tamoxifen on malignant rhabdoid tumor cells in vitro.
12495475	0	33	41	estrogen	Chemical	D004967	Estrogen receptor expression and estrogen receptor-independent cytotoxic effects of tamoxifen on malignant rhabdoid tumor cells in vitro.
12495475	0	84	93	tamoxifen	Chemical	D013629	Estrogen receptor expression and estrogen receptor-independent cytotoxic effects of tamoxifen on malignant rhabdoid tumor cells in vitro.
12495475	1	48	57	tamoxifen	Chemical	D013629	Recent studies have shown that the antiestrogen tamoxifen (TAM) can be used in the treatment of malignant neoplasms other than breast cancer.
12495475	1	59	62	TAM	Chemical		Recent studies have shown that the antiestrogen tamoxifen (TAM) can be used in the treatment of malignant neoplasms other than breast cancer.
12495475	2	56	64	estrogen	Chemical	D004967	In the present study, we investigated the expression of estrogen receptor (ER) in six malignant rhabdoid tumor (MRT) cell lines.
12495475	3	46	54	estrogen	Chemical	D004967	Alterations in MRT cell growth in response to estrogen or antiestrogens (4-hydroxytamoxifen (4-OHT), TAM, and ICI 182 780) were also investigated.
12495475	3	73	91	4-hydroxytamoxifen	Chemical	C016601	Alterations in MRT cell growth in response to estrogen or antiestrogens (4-hydroxytamoxifen (4-OHT), TAM, and ICI 182 780) were also investigated.
12495475	3	93	98	4-OHT	Chemical	C032278	Alterations in MRT cell growth in response to estrogen or antiestrogens (4-hydroxytamoxifen (4-OHT), TAM, and ICI 182 780) were also investigated.
12495475	3	101	104	TAM	Chemical		Alterations in MRT cell growth in response to estrogen or antiestrogens (4-hydroxytamoxifen (4-OHT), TAM, and ICI 182 780) were also investigated.
12495475	3	110	121	ICI 182 780	Chemical	C070081	Alterations in MRT cell growth in response to estrogen or antiestrogens (4-hydroxytamoxifen (4-OHT), TAM, and ICI 182 780) were also investigated.
12495475	5	6	23	17-beta-estradiol	Chemical	D004958	While 17-beta-estradiol (E2) did not significantly alter MRT cell line proliferation, the hydroxylated tamoxifen metabolite 4-OHT significantly inhibited the growth of all 6 MRT cell lines.
12495475	5	103	112	tamoxifen	Chemical	D013629	While 17-beta-estradiol (E2) did not significantly alter MRT cell line proliferation, the hydroxylated tamoxifen metabolite 4-OHT significantly inhibited the growth of all 6 MRT cell lines.
12495475	5	124	129	4-OHT	Chemical	C032278	While 17-beta-estradiol (E2) did not significantly alter MRT cell line proliferation, the hydroxylated tamoxifen metabolite 4-OHT significantly inhibited the growth of all 6 MRT cell lines.
12495475	6	36	47	ICI 182 780	Chemical	C070081	However, the steroidal antiestrogen ICI 182 780 did not alter the proliferation of any of the MRT cell lines.
12495475	7	0	5	4-OHT	Chemical	C032278	4-OHT induced apoptosis in both ER-alpha-negative and ER-alpha-positive MRT cell lines, as assessed by nuclear morphology and DNA fragmentation.
12495475	8	60	65	4-OHT	Chemical	C032278	Neither growth inhibition nor induction of apoptosis due to 4-OHT was blocked by the addition of excess E2.
12495475	9	24	29	4-OHT	Chemical	C032278	Our data suggested that 4-OHT induced cytotoxic effects against MRT cells, and that these effects were independent of ER expression.
11250127	0	87	97	furosemide	Chemical	D005665	Haemoconcentration, shear-stress increase and carotid artery diameter regulation after furosemide administration in older hypertensives.
11250127	2	435	442	calcium	Chemical	D002118	Arterial wall shear rate (ultrasound technique, profilmeter FRP III), the systo-diastolic diameter (echotracking technique) and the mean blood flow velocity and volume of the common carotid artery, the blood viscosity (rotational viscometer) and the finger arterial blood pressure (Finapress Ohmeda) were measured in 12 young volunteers (aged 25+/-2 years) and in 12 elderly hypertensives (aged 80+/-4 years) treated with short-acting calcium antagonists up to 24h before the study, both at baseline and after intravenous furosemide infusion (0.5mg/min), when the haematocrit had increased by at least two percentage points.
11250127	2	522	532	furosemide	Chemical	D005665	Arterial wall shear rate (ultrasound technique, profilmeter FRP III), the systo-diastolic diameter (echotracking technique) and the mean blood flow velocity and volume of the common carotid artery, the blood viscosity (rotational viscometer) and the finger arterial blood pressure (Finapress Ohmeda) were measured in 12 young volunteers (aged 25+/-2 years) and in 12 elderly hypertensives (aged 80+/-4 years) treated with short-acting calcium antagonists up to 24h before the study, both at baseline and after intravenous furosemide infusion (0.5mg/min), when the haematocrit had increased by at least two percentage points.
11250127	3	6	16	furosemide	Chemical	D005665	After furosemide administration the mean arterial blood pressure decreased and blood viscosity and carotid systolic shear stress increased in both groups.
15339968	0	55	62	glucose	Chemical	D005947	Effect on tumor cells of blocking survival response to glucose deprivation.
15339968	1	12	19	Glucose	Chemical	D005947	BACKGROUND: Glucose deprivation, a feature of poorly vascularized solid tumors, activates the unfolded protein response (UPR), a stress-signaling pathway, in tumor cells.
15339968	2	51	66	versipelostatin	Chemical	C490154	We recently isolated a novel macrocyclic compound, versipelostatin (VST), that inhibits transcription from the promoter of GRP78, a gene that is activated as part of the UPR.
15339968	2	68	71	VST	Chemical		We recently isolated a novel macrocyclic compound, versipelostatin (VST), that inhibits transcription from the promoter of GRP78, a gene that is activated as part of the UPR.
15339968	3	26	29	VST	Chemical		We examined the effect of VST on the UPR induced by glucose deprivation or other stressors and on tumor growth in vivo.
15339968	3	52	59	glucose	Chemical	D005947	We examined the effect of VST on the UPR induced by glucose deprivation or other stressors and on tumor growth in vivo.
15339968	4	119	126	glucose	Chemical	D005947	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	149	156	glucose	Chemical	D005947	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	199	200	N	Chemical		METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	225	236	tunicamycin	Chemical	D014415	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	242	249	calcium	Chemical	D002118	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	260	266	A23187	Chemical	D000001	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	304	318	2-deoxyglucose	Chemical	D003847	METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	4	320	323	2DG	Chemical		METHODS: Human colon cancer HT-29, fibrosarcoma HT1080, and stomach cancer MKN74 cells were cultured in the absence of glucose or in the presence of glucose and a UPR-inducing chemical stressor (the N-glycosylation inhibitor tunicamycin, the calcium ionophore A23187, or the hypoglycemia-mimicking agent 2-deoxyglucose [2DG]).
15339968	5	14	17	VST	Chemical		The effect of VST on UPR induction was determined by reverse transcription-polymerase chain reaction and immunoblot analysis of the UPR target genes GRP78 and GRP94; by immunoblot analysis of the UPR transcriptional activators ATF6, XBP1, and ATF4; and by analyzing reporter gene expression in cells transiently transfected with a GRP78 promoter-reporter gene.
15339968	6	20	23	VST	Chemical		Cell sensitivity to VST was examined with a colony formation assay and flow cytometry.
15339968	7	30	33	VST	Chemical		In vivo antitumor activity of VST was assessed with an MKN74 xenograft model.
15339968	8	9	12	VST	Chemical		RESULTS: VST inhibited expression of UPR target genes in glucose-deprived or 2DG-treated cells but not in cells treated with tunicamycin or A23187.
15339968	8	57	64	glucose	Chemical	D005947	RESULTS: VST inhibited expression of UPR target genes in glucose-deprived or 2DG-treated cells but not in cells treated with tunicamycin or A23187.
15339968	8	77	80	2DG	Chemical		RESULTS: VST inhibited expression of UPR target genes in glucose-deprived or 2DG-treated cells but not in cells treated with tunicamycin or A23187.
15339968	8	125	136	tunicamycin	Chemical	D014415	RESULTS: VST inhibited expression of UPR target genes in glucose-deprived or 2DG-treated cells but not in cells treated with tunicamycin or A23187.
15339968	8	140	146	A23187	Chemical	D000001	RESULTS: VST inhibited expression of UPR target genes in glucose-deprived or 2DG-treated cells but not in cells treated with tunicamycin or A23187.
15339968	9	0	3	VST	Chemical		VST also inhibited the production of the UPR transcriptional activators XBP1 and ATF4 during glucose deprivation.
15339968	9	93	100	glucose	Chemical	D005947	VST also inhibited the production of the UPR transcriptional activators XBP1 and ATF4 during glucose deprivation.
15339968	10	29	32	VST	Chemical		The UPR-inhibitory action of VST was seen only in conditions of glucose deprivation and caused selective and massive killing of the glucose-deprived cells.
15339968	10	64	71	glucose	Chemical	D005947	The UPR-inhibitory action of VST was seen only in conditions of glucose deprivation and caused selective and massive killing of the glucose-deprived cells.
15339968	10	132	139	glucose	Chemical	D005947	The UPR-inhibitory action of VST was seen only in conditions of glucose deprivation and caused selective and massive killing of the glucose-deprived cells.
15339968	11	0	3	VST	Chemical		VST alone and in combination with cisplatin statistically significantly (P =.004 and P<.001 for comparisons with untreated control, respectively) inhibited tumor growth of MKN74 xenografts.
15339968	11	34	43	cisplatin	Chemical	D002945	VST alone and in combination with cisplatin statistically significantly (P =.004 and P<.001 for comparisons with untreated control, respectively) inhibited tumor growth of MKN74 xenografts.
15339968	12	88	95	glucose	Chemical	D005947	CONCLUSION: Disruption of the UPR may provide a novel therapeutic approach to targeting glucose-deprived solid tumors.
1740940	0	29	39	amino acid	Chemical	CHEBI:33704	The effect of fuel source on amino acid metabolism in critically ill patients.
1740940	2	6	13	glucose	Chemical	D005947	While glucose has been proved to have nitrogen sparing properties in postoperative patients, critically ill patients tolerate glucose loads poorly and fat appears to be an obligatory fuel in sepsis.
1740940	2	38	46	nitrogen	Chemical	D009584	While glucose has been proved to have nitrogen sparing properties in postoperative patients, critically ill patients tolerate glucose loads poorly and fat appears to be an obligatory fuel in sepsis.
1740940	2	126	133	glucose	Chemical	D005947	While glucose has been proved to have nitrogen sparing properties in postoperative patients, critically ill patients tolerate glucose loads poorly and fat appears to be an obligatory fuel in sepsis.
1740940	5	43	50	glucose	Chemical	D005947	Patients were randomized to receive either glucose (G) or equicaloric proportions of glucose and lipid (GF) as an intravenous energy source.
1740940	5	85	92	glucose	Chemical	D005947	Patients were randomized to receive either glucose (G) or equicaloric proportions of glucose and lipid (GF) as an intravenous energy source.
1740940	8	0	8	Nitrogen	Chemical	D009584	Nitrogen balance was calculated from 24-hr urinary urea excretion.
1740940	8	51	55	urea	Chemical	D014508	Nitrogen balance was calculated from 24-hr urinary urea excretion.
1740940	9	114	125	C14-leucine	Chemical		Protein synthesis, turnover, and catabolism were measured on Day 4 of the study using an established radiolabeled C14-leucine technique.
1740940	13	75	83	nitrogen	Chemical	D009584	Net protein synthesis was achieved in 18 studies (12 G, 6 FG) and positive nitrogen balance by Day 4 in 22 studies.
1740940	14	53	60	glucose	Chemical	D005947	Four patients on the G regimen were withdrawn due to glucose intolerance while none of the patients on GF developed glucose intolerance or hyperlipidaemia.
1740940	14	116	123	glucose	Chemical	D005947	Four patients on the G regimen were withdrawn due to glucose intolerance while none of the patients on GF developed glucose intolerance or hyperlipidaemia.
10461936	0	31	43	nitric oxide	Chemical	D009569	Circadian variation in exhaled nitric oxide in nocturnal asthma.
10461936	2	16	28	nitric oxide	Chemical	D009569	Because exhaled nitric oxide (ENO) measurement appears to be a noninvasive marker of airway inflammation, we examined the hypothesis that ENO would increase at night.
10461936	2	30	33	ENO	Chemical		Because exhaled nitric oxide (ENO) measurement appears to be a noninvasive marker of airway inflammation, we examined the hypothesis that ENO would increase at night.
10461936	2	138	141	ENO	Chemical		Because exhaled nitric oxide (ENO) measurement appears to be a noninvasive marker of airway inflammation, we examined the hypothesis that ENO would increase at night.
10461936	3	53	56	ENO	Chemical		In five nocturnal and five non-nocturnal asthmatics, ENO was measured at 4 P.M., 10 P.M., and 4 A.M. before and after bronchodilator.
10461936	4	34	37	ENO	Chemical		Both pre- and post-bronchodilator ENO (mean pre- and post-bronchodilator +/- SEM, ppb) unexpectedly fell significantly in nocturnal asthma from 4 P.M. (77.2 +/- 8.2) compared to 10 P.M. (68.4 +/- 8.7, p < 0.003) and 4 A.M. (66.0 +/- 8.5, p < 0.001) with no significant difference between 10 P.M. and 4 A.M..
10461936	5	59	62	ENO	Chemical		In contrast, there were no significant differences in mean ENO at 4 P.M., 10 P.M., and 4 A.M. in non-nocturnal asthma.
10461936	7	26	29	ENO	Chemical		Following bronchodilator, ENO rose significantly by 10.5 +/- 1.8 ppb in the nocturnal asthma group alone.
10461936	8	24	27	ENO	Chemical		The circadian rhythm of ENO differed greatly between nocturnal and non-nocturnal asthma.
10461936	9	28	31	ENO	Chemical		The significant decrease in ENO in nocturnal asthma may reflect an important chronobiological defect in the endogenous production and/or increased disposition of nitric oxide, which in view of its bronchodilator action, could play a role in nocturnal exacerbations of asthma.
10461936	9	162	174	nitric oxide	Chemical	D009569	The significant decrease in ENO in nocturnal asthma may reflect an important chronobiological defect in the endogenous production and/or increased disposition of nitric oxide, which in view of its bronchodilator action, could play a role in nocturnal exacerbations of asthma.
8580630	2	211	217	oxygen	Chemical	D010100	We studied pulmonary protein oxidation and its association with the development of chronic lung disease in 61 newborn infants (mean gestational age 31.1 +/- 4.0, range 24-41 weeks) requiring intensive care with oxygen therapy.
8580630	4	5	13	carbonyl	Chemical	CHEBI:23019	Mean carbonyl concentration was 3.5 +/- 1.6 mumol/mg protein.
8580630	7	103	109	oxygen	Chemical	D010100	In multiple regression analysis explaining bronchopulmonary dysplasia, using gestational age, inspired oxygen on days 1-3 and protein carbonylation on day 3 as independent variables, only protein carbonylation remained significant.
21604834	0	22	30	dopamine	Chemical	D004298	The risky business of dopamine agonists in Parkinson disease and impulse control disorders.
21604834	2	0	8	Dopamine	Chemical	D004298	Dopamine neurotransmission along the mesocorticolimbic pathway is a potential modulator of risk behavior.
21604834	3	132	140	dopamine	Chemical	D004298	In patients with Parkinson's disease (PD), impulse control disorder (ICD) can result from dopaminergic medication use, particularly dopamine agonists (DAA).
18568907	0	35	55	acetohydroxamic acid	Chemical	C006358	Floating in situ gelling system of acetohydroxamic acid for clearance of H. pylori.
18568907	1	110	130	acetohydroxamic acid	Chemical	C006358	The objective of this study was to develop a novel floating in situ gel system for sustained drug delivery of acetohydroxamic acid (FIGA) for eradication of Helicobacter pylori (H. pylori).
18568907	1	132	136	FIGA	Chemical		The objective of this study was to develop a novel floating in situ gel system for sustained drug delivery of acetohydroxamic acid (FIGA) for eradication of Helicobacter pylori (H. pylori).
18568907	2	4	8	FIGA	Chemical		The FIGA was prepared by dissolving the different concentration of gellan in deionized water at 80 degrees C. Different concentration of drug and calcium carbonate as floating agents were dispersed with stirring.
18568907	2	146	163	calcium carbonate	Chemical	D002119	The FIGA was prepared by dissolving the different concentration of gellan in deionized water at 80 degrees C. Different concentration of drug and calcium carbonate as floating agents were dispersed with stirring.
18568907	4	79	96	calcium carbonate	Chemical	D002119	The formulation parameters, such as concentration of polymer, concentration of calcium carbonate, and concentration of drug, affected the in vitro drug release characteristic significantly.
18568907	6	53	57	FIGA	Chemical		The in vivo H. pylori clearance efficacy of prepared FIGA in reference to acetohydroxamic acid suspension following repeated oral administration to H. pylori-infected Mongolian gerbils was examined by microbial culture method.
18568907	6	74	94	acetohydroxamic acid	Chemical	C006358	The in vivo H. pylori clearance efficacy of prepared FIGA in reference to acetohydroxamic acid suspension following repeated oral administration to H. pylori-infected Mongolian gerbils was examined by microbial culture method.
18568907	7	0	4	FIGA	Chemical		FIGA showed a significant anti-H. pylori effect in the in vivo gerbil model.
18568907	8	41	61	acetohydroxamic acid	Chemical	C006358	It was noted that the required amount of acetohydroxamic acid for eradication of H. pylori was very less in FIGA than in the corresponding acetohydroxamic acid suspension.
18568907	8	108	112	FIGA	Chemical		It was noted that the required amount of acetohydroxamic acid for eradication of H. pylori was very less in FIGA than in the corresponding acetohydroxamic acid suspension.
18568907	8	139	159	acetohydroxamic acid	Chemical	C006358	It was noted that the required amount of acetohydroxamic acid for eradication of H. pylori was very less in FIGA than in the corresponding acetohydroxamic acid suspension.
18568907	9	215	235	acetohydroxamic acid	Chemical	C006358	From the above results, it was concluded that the floating in situ gelling system has feasibility for forming rigid gels in the stomach and eradicated H. pylori from the gastrointestinal tract more effectively than acetohydroxamic acid suspension because of the prolonged gastrointestinal residence time of the formulation.
22806605	7	112	117	H(2)O	Chemical	CHEBI:33813	While ECMO duration was similar between groups, cPH patients required significantly higher PVP (30.0 vs. 25.0 cmH(2)O, p = 0.01) and MAP (11.5 vs. 9.0 cmH(2)O, p = 0.02) for ECMO decannulation.
