_unit_id	_created_at	_golden	_id	_missed	_started_at	_tainted	_channel	_trust	_worker_id	_country	_region	_city	_ip	broad_rel_type	comments_box	deep_semantics	broad_rel_type_gold	deep_semantics_gold	form_object	form_subject	formatted_sentence	gold_std_association_type	num_sentence	object_end	object_start	object_text	object_type	original_sentence	pub_rel_id	pubmed_id	subject_end	subject_start	subject_text	subject_type
706124769	4/21/2015 22:51:50	true	1618853425	true	4/21/2015 22:47:29	true	clixsense	0.6	31519358	ITA	15	Viagrande	2.38.141.243	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:53:03	true	1618854002	true	4/21/2015 22:46:58	true	neodev	0.5	27681832	BIH	1	Sarajevo	77.77.233.217	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:53:02	true	1618854004		4/21/2015 22:47:08	true	clixsense	0.6	26019582	ITA	9	Milan	2.34.10.87	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:53:15	true	1618854090	true	4/21/2015 22:52:04	true	clixsense	0.2	9342238	SRB	0	Belgrade	93.86.226.133	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:53:45	true	1618854281	true	4/21/2015 22:47:18	true	neodev	0.6	31478305	IDN			36.80.153.184	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:54:27	true	1618854573		4/21/2015 22:46:53	true	tremorgames	0.6	21593014	ITA	18	Milan	151.53.187.84	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:55:32	true	1618854966	true	4/21/2015 22:51:34	true	neodev	0.5	32029584	TTO	1	Arima	190.213.127.164	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:55:34	true	1618854978	true	4/21/2015 22:47:49	false	neodev	0.8333	17428663	AUT	4	Linz	188.22.105.159	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:56:01	true	1618855219		4/21/2015 22:48:52	false	zoombucks	0.9091	9383666	USA	IN	Noblesville	108.71.210.230	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:57:09	true	1618855861		4/21/2015 22:51:33	false	neodev	0.7692	27579399	SRB	0	Sombor	188.2.158.62	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:57:25	true	1618855963	true	4/21/2015 22:53:33	true	clixsense	0.6364	16328164	PAK	5	Karachi	113.203.197.65	negative			speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:57:45	true	1618856095	true	4/21/2015 22:51:26	false	neodev	0.8333	30264023	SRB	0	Belgrade	109.121.37.172	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:58:03	true	1618856249	true	4/21/2015 22:47:47	true	elite	0.6667	30489610	BIH	1	Sarajevo	188.127.125.56	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:58:20	true	1618856396		4/21/2015 22:46:08	true	clixsense	0.5	27423910	PHL	B7		180.191.234.61	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:58:38	true	1618856568	true	4/21/2015 22:53:40	true	neodev	0.6	32266153	VEN			190.205.113.25	speculative		used_to_treat	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:58:55	true	1618856698	true	4/21/2015 22:53:09	true	neodev	0.5	32304217	AUT			188.117.232.81	positive		used_to_treat	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:59:12	true	1618856820		4/21/2015 22:49:50	false	neodev	0.8333	20306047	GBR			80.41.0.252	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 22:59:28	true	1618856940	true	4/21/2015 22:52:58	true	clixsense	0.6667	28000865	UKR	12	Kiev	94.244.167.131	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:00:41	true	1618857494	true	4/21/2015 22:46:56	false	clixsense	0.7273	29357266	MEX	19	Monterrey	201.173.205.133	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:00:48	true	1618857595		4/21/2015 22:48:11	false	neodev	0.9167	16787326	PRT	14	Oeiras	79.169.224.220	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:02:17	true	1618858369	true	4/21/2015 22:55:24	true	neodev	0.6	30013819	SRB	0	Belgrade	93.87.154.218	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:02:26	true	1618858487		4/21/2015 22:50:09	false	neodev	0.7	29896328	IDN			39.249.85.150	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:02:45	true	1618858709		4/21/2015 22:57:18	false	clixsense	0.9412	20404755	IRL			86.46.216.103	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:03:31	true	1618859090	true	4/21/2015 22:55:51	true	instagc	0.6	31918549	SRB	0	Belgrade	178.222.2.94	speculative		other	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:03:54	true	1618859163		4/21/2015 22:54:52	false	clixsense	0.7	28745592	IDN	30	Depok	103.237.33.170	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:03:55	true	1618859179	true	4/21/2015 22:46:44	false	neodev	0.7	22295894	VEN			190.37.33.13	speculative		used_to_treat	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:04:24	true	1618859408	true	4/21/2015 22:54:13	true	clixsense	0.6	27393376	BRA	7	Brasília	186.222.162.247	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:04:34	true	1618859457		4/21/2015 22:57:42	true	clixsense	0.6923	6378074	MAR	45	Casablanca	41.251.145.188	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:05:50	true	1618859943	true	4/21/2015 22:57:11	true	clixsense	0.6	30367752	TUR	34	Istanbul	92.44.221.32	positive		used_to_treat	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:06:04	true	1618860052		4/21/2015 22:57:35	true	neodev	0.4	32009867	IDN	30	Bandung	36.72.97.118	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:06:16	true	1618860129		4/21/2015 22:58:40	true	gifthunterclub	0.5	26942828	ESP	7	Palma De Mallorca	83.52.157.204	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:08:00	true	1618860885		4/21/2015 22:57:17	true	elite	0.6	30603852	PRT	17	Penafiel	93.102.155.39	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:08:17	true	1618860991		4/21/2015 22:55:32	true	neodev	0.5	11257883	CAN	BC	Surrey	76.77.82.83	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:08:45	true	1618861145	true	4/21/2015 22:58:17	true	clixsense	0.6	23144069	GBR	G6	Hull	83.100.235.226	positive		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:08:57	true	1618861246	true	4/21/2015 22:52:13	true	clixsense	0.3	31037057	SRB			89.216.245.148	negative			speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:09:25	true	1618861558	true	4/21/2015 22:49:59	true	neodev	0.6	32404470	TUN			197.27.35.40	positive		used_to_treat	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:10:42	true	1618861964		4/21/2015 22:55:36	false	clixsense	0.8	22423108	CAN	ON	Oakville	69.156.102.199	speculative		may_cause	speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
706124769	4/21/2015 23:11:11	true	1618862179	true	4/21/2015 22:48:53	true	neodev	0.4	18876659	IDN	8	Malang	114.79.29.89	false			speculative	may_cause	"&quot;<span class=""form_object"">BZD</span>&quot;"	"&quot;<span class=""form_subject"">orofacial clefts</span>&quot;"	"<div class=""formatted_sentence"">Exposure to Benzodiazepines (<span class=""object_text"">BZD</span>) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, <span class=""subject_text"">orofacial clefts</span>.</div>"	false	1	32	29	BZD	drug	Exposure to Benzodiazepines (BZD) during foetal life has been suggested to contribute to neonatal morbidity and some congenital malformations, for example, orofacial clefts.	drug_disease_125	17894421	172	156	orofacial clefts	disease
