uniq_id	verify_relationship	conf_score	num_votes	percent_agree	pmid	unit_id	chemical_id	disease_id	relation_pair_id	sentence_id
bcv_sentence_task_befree_2407	no_relation	1.6437	2	0.368823766997	16230742.0	770958334.0	D019301	D018205	16230742_D019301_D018205	16230742_4
bcv_sentence_task_befree_2408	no_relation	3.7159	4	0.796651230598	16230742.0	770958335.0	C034613	D018205	16230742_C034613_D018205	16230742_5
bcv_sentence_task_befree_2408	yes_direct	0.9485	1	0.203348769402	16230742.0	770958335.0	C034613	D018205	16230742_C034613_D018205	16230742_5
bcv_sentence_task_befree_2409	no_relation	4.574	5	1.0	16230742.0	770958336.0	D000214	D018205	16230742_D000214_D018205	16230742_5
bcv_sentence_task_befree_241	no_relation	2.8479	3	0.63206604967	2226675.0	770956167.0	D002116	C562794	2226675_D002116_C562794	2226675_3
bcv_sentence_task_befree_241	yes_direct	1.6578	2	0.36793395033	2226675.0	770956167.0	D002116	C562794	2226675_D002116_C562794	2226675_3
bcv_sentence_task_befree_2410	no_relation	4.5208	5	1.0	16230742.0	770958337.0	D019301	D018205	16230742_D019301_D018205	16230742_5
bcv_sentence_task_befree_2411	no_relation	3.6275	4	0.796185333948	16230742.0	770958338.0	C034613	D018205	16230742_C034613_D018205	16230742_6
bcv_sentence_task_befree_2411	yes_direct	0.9286	1	0.203814666052	16230742.0	770958338.0	C034613	D018205	16230742_C034613_D018205	16230742_6
bcv_sentence_task_befree_2412	no_relation	3.5133	4	0.787417634139	16230742.0	770958339.0	C034613	D018205	16230742_C034613_D018205	16230742_7
bcv_sentence_task_befree_2412	yes_direct	0.9485	1	0.212582365861	16230742.0	770958339.0	C034613	D018205	16230742_C034613_D018205	16230742_7
bcv_sentence_task_befree_2413	no_relation	4.5152	5	1.0	16249641.0	770958340.0	D043823	D009369	16249641_D043823_D009369	16249641_1
bcv_sentence_task_befree_2414	no_relation	4.3551	5	1.0	16249641.0	770958341.0	C110904	D009369	16249641_C110904_D009369	16249641_3
bcv_sentence_task_befree_2415	no_relation	4.4492	5	1.0	16249641.0	770958342.0	C030852	D009369	16249641_C030852_D009369	16249641_3
bcv_sentence_task_befree_2416	no_relation	4.4773	5	1.0	16249641.0	770958343.0	C067311	D009369	16249641_C067311_D009369	16249641_3
bcv_sentence_task_befree_2417	no_relation	4.3227	5	1.0	16249642.0	770958344.0	C056507	D006689	16249642_C056507_D006689	16249642_0
bcv_sentence_task_befree_2418	no_relation	4.4831	5	1.0	16249642.0	770958345.0	C056507	D006689	16249642_C056507_D006689	16249642_3
bcv_sentence_task_befree_2419	no_relation	4.5486	5	1.0	16249642.0	770958346.0	C056507	D006689	16249642_C056507_D006689	16249642_18
bcv_sentence_task_befree_242	no_relation	3.5579	4	0.803028935133	2252128.0	770956168.0	D010100	D009202	2252128_D010100_D009202	2252128_1
bcv_sentence_task_befree_242	yes_direct	0.8727	1	0.196971064867	2252128.0	770956168.0	D010100	D009202	2252128_D010100_D009202	2252128_1
bcv_sentence_task_befree_2420	no_relation	4.4482	5	1.0	16291412.0	770958347.0	D007665	D012167	16291412_D007665_D012167	16291412_0
bcv_sentence_task_befree_2421	no_relation	4.5798	5	1.0	16291412.0	770958348.0	C074921	D003233	16291412_C074921_D003233	16291412_4
bcv_sentence_task_befree_2422	no_relation	4.562	5	1.0	16291412.0	770958349.0	D007665	D003233	16291412_D007665_D003233	16291412_4
bcv_sentence_task_befree_2423	no_relation	4.6676	5	1.0	16291412.0	770958350.0	D007665	D012167	16291412_D007665_D012167	16291412_6
bcv_sentence_task_befree_2424	no_relation	4.5538	5	1.0	16291412.0	770958351.0	D007665	D003233	16291412_D007665_D003233	16291412_6
bcv_sentence_task_befree_2425	no_relation	4.4669	5	1.0	16291412.0	770958352.0	C074921	D012167	16291412_C074921_D012167	16291412_13
bcv_sentence_task_befree_2426	no_relation	4.5197	5	1.0	16291412.0	770958353.0	D007665	D012167	16291412_D007665_D012167	16291412_13
bcv_sentence_task_befree_2427	no_relation	4.518	5	1.0	16291412.0	770958354.0	C074921	D012167	16291412_C074921_D012167	16291412_14
bcv_sentence_task_befree_2428	no_relation	4.6142	5	1.0	16291412.0	770958355.0	C074921	D012167	16291412_C074921_D012167	16291412_16
bcv_sentence_task_befree_2429	no_relation	4.3761	5	1.0	16291412.0	770958356.0	D007665	D012167	16291412_D007665_D012167	16291412_16
bcv_sentence_task_befree_243	no_relation	4.2325	5	1.0	2252128.0	770956169.0	D010100	D017682	2252128_D010100_D017682	2252128_1
bcv_sentence_task_befree_2430	no_relation	4.3993	5	1.0	16291412.0	770958357.0	C074921	D003233	16291412_C074921_D003233	16291412_19
bcv_sentence_task_befree_2431	no_relation	4.6388	5	1.0	16291412.0	770958358.0	D007665	D003233	16291412_D007665_D003233	16291412_19
bcv_sentence_task_befree_2432	no_relation	4.4397	5	1.0	16298736.0	770958359.0	D000111	D029424	16298736_D000111_D029424	16298736_0
bcv_sentence_task_befree_2433	no_relation	2.6939	3	0.595876927161	16298736.0	770958360.0	D010100	D029424	16298736_D010100_D029424	16298736_0
bcv_sentence_task_befree_2433	yes_direct	1.827	2	0.404123072839	16298736.0	770958360.0	D010100	D029424	16298736_D010100_D029424	16298736_0
bcv_sentence_task_befree_2434	yes_direct	4.4869	5	1.0	16298736.0	770958361.0	D010100	D064420	16298736_D010100_D064420	16298736_1
bcv_sentence_task_befree_2435	no_relation	3.543	4	0.828519982228	16298736.0	770958362.0	D000111	D029424	16298736_D000111_D029424	16298736_2
bcv_sentence_task_befree_2435	yes_direct	0.7333	1	0.171480017772	16298736.0	770958362.0	D000111	D029424	16298736_D000111_D029424	16298736_2
bcv_sentence_task_befree_2436	no_relation	4.4727	5	1.0	16298736.0	770958363.0	D010100	D029424	16298736_D010100_D029424	16298736_2
bcv_sentence_task_befree_2437	no_relation	4.5441	5	1.0	16298736.0	770958364.0	D019803	D029424	16298736_D019803_D029424	16298736_3
bcv_sentence_task_befree_2438	no_relation	4.4593	5	1.0	16298736.0	770958365.0	D005978	D029424	16298736_D005978_D029424	16298736_3
bcv_sentence_task_befree_2439	no_relation	4.6507	5	1.0	16298736.0	770958366.0	D000111	D029424	16298736_D000111_D029424	16298736_4
bcv_sentence_task_befree_244	no_relation	4.5619	5	1.0	2252128.0	770956170.0	D010100	D017682	2252128_D010100_D017682	2252128_6
bcv_sentence_task_befree_2440	no_relation	4.4604	5	1.0	16298736.0	770958367.0	D010100	D029424	16298736_D010100_D029424	16298736_4
bcv_sentence_task_befree_2441	no_relation	4.5698	5	1.0	16298736.0	770958368.0	D000111	D029424	16298736_D000111_D029424	16298736_9
bcv_sentence_task_befree_2442	no_relation	4.5149	5	1.0	16298736.0	770958369.0	D010100	D029424	16298736_D010100_D029424	16298736_9
bcv_sentence_task_befree_2443	no_relation	4.4698	5	1.0	16339614.0	770958370.0	D000431	D001523	16339614_D000431_D001523	16339614_6
bcv_sentence_task_befree_2444	yes_direct	4.6122	5	1.0	16340225.0	770958371.0	D005947	D010995	16340225_D005947_D010995	16340225_9
bcv_sentence_task_befree_2445	yes_direct	4.5117	5	1.0	16352333.0	770958372.0	D013629	D009369	16352333_D013629_D009369	16352333_1
bcv_sentence_task_befree_2446	yes_direct	2.7326	3	0.610950879782	16352333.0	770958373.0	D013629	D009369	16352333_D013629_D009369	16352333_2
bcv_sentence_task_befree_2446	no_relation	1.7401	2	0.389049120218	16352333.0	770958373.0	D013629	D009369	16352333_D013629_D009369	16352333_2
bcv_sentence_task_befree_2447	no_relation	2.8878	3	0.607076036915	16352333.0	770958375.0	D013629	D009369	16352333_D013629_D009369	16352333_3
bcv_sentence_task_befree_2447	yes_direct	1.8691	2	0.392923963085	16352333.0	770958375.0	D013629	D009369	16352333_D013629_D009369	16352333_3
bcv_sentence_task_befree_2448	no_relation	3.5005	4	0.79062676454	16352333.0	770958376.0	D013629	D009369	16352333_D013629_D009369	16352333_5
bcv_sentence_task_befree_2448	yes_direct	0.927	1	0.20937323546	16352333.0	770958376.0	D013629	D009369	16352333_D013629_D009369	16352333_5
bcv_sentence_task_befree_2449	no_relation	3.6227	4	0.811736763091	16352333.0	770958377.0	D013629	D009369	16352333_D013629_D009369	16352333_6
bcv_sentence_task_befree_2449	yes_direct	0.8402	1	0.188263236909	16352333.0	770958377.0	D013629	D009369	16352333_D013629_D009369	16352333_6
bcv_sentence_task_befree_245	no_relation	3.5753	4	0.820418091282	2255262.0	770956171.0	C092985	D010024	2255262_C092985_D010024	2255262_0
bcv_sentence_task_befree_245	yes_direct	0.7826	1	0.179581908718	2255262.0	770956171.0	C092985	D010024	2255262_C092985_D010024	2255262_0
bcv_sentence_task_befree_2450	no_relation	4.6142	5	1.0	16352333.0	770958378.0	D013629	D009369	16352333_D013629_D009369	16352333_8
bcv_sentence_task_befree_2451	yes_direct	3.6577	4	0.792928526523	16352333.0	770958379.0	D013629	D009369	16352333_D013629_D009369	16352333_10
bcv_sentence_task_befree_2451	no_relation	0.9552	1	0.207071473477	16352333.0	770958379.0	D013629	D009369	16352333_D013629_D009369	16352333_10
bcv_sentence_task_befree_2452	no_relation	2.6799	3	0.588820776481	16352333.0	770958380.0	D013629	D009369	16352333_D013629_D009369	16352333_12
bcv_sentence_task_befree_2452	yes_direct	1.8714	2	0.411179223519	16352333.0	770958380.0	D013629	D009369	16352333_D013629_D009369	16352333_12
bcv_sentence_task_befree_2453	no_relation	4.4553	5	1.0	16359376.0	770958381.0	D009173	C531854	16359376_D009173_C531854	16359376_1
bcv_sentence_task_befree_2454	no_relation	4.251	5	1.0	16359376.0	770958382.0	D016572	C531854	16359376_D016572_C531854	16359376_1
bcv_sentence_task_befree_2455	no_relation	4.487	5	1.0	16359376.0	770958383.0	D016559	C531854	16359376_D016559_C531854	16359376_1
bcv_sentence_task_befree_2456	no_relation	4.464	5	1.0	16359376.0	770958384.0	C113145	C531854	16359376_C113145_C531854	16359376_1
bcv_sentence_task_befree_2457	no_relation	4.455	5	1.0	16359376.0	770958385.0	D009173	C531854	16359376_D009173_C531854	16359376_3
bcv_sentence_task_befree_2458	no_relation	4.4506	5	1.0	16359376.0	770958386.0	D009173	C531854	16359376_D009173_C531854	16359376_4
bcv_sentence_task_befree_2459	no_relation	4.3779	5	1.0	16359376.0	770958387.0	D009173	C564422	16359376_D009173_C564422	16359376_4
bcv_sentence_task_befree_246	no_relation	4.3878	5	1.0	2255262.0	770956172.0	C092985	D010024	2255262_C092985_D010024	2255262_1
bcv_sentence_task_befree_2460	no_relation	4.3144	5	1.0	16359376.0	770958388.0	D009173	C531854	16359376_D009173_C531854	16359376_5
bcv_sentence_task_befree_2461	no_relation	4.4722	5	1.0	16359376.0	770958389.0	D016559	C531854	16359376_D016559_C531854	16359376_5
bcv_sentence_task_befree_2462	no_relation	4.5471	5	1.0	16359376.0	770958390.0	D009173	C531854	16359376_D009173_C531854	16359376_6
bcv_sentence_task_befree_2463	no_relation	3.507	4	0.784335651824	16359376.0	770958391.0	D009173	C531854	16359376_D009173_C531854	16359376_7
bcv_sentence_task_befree_2463	yes_direct	0.9643	1	0.215664348176	16359376.0	770958391.0	D009173	C531854	16359376_D009173_C531854	16359376_7
bcv_sentence_task_befree_2464	no_relation	4.2575	5	1.0	16359376.0	770958392.0	D009173	C564422	16359376_D009173_C564422	16359376_7
bcv_sentence_task_befree_2465	no_relation	4.5498	5	1.0	16359376.0	770958393.0	C113145	C531854	16359376_C113145_C531854	16359376_7
bcv_sentence_task_befree_2466	no_relation	3.4875	4	0.799170466784	16359376.0	770958394.0	C113145	C564422	16359376_C113145_C564422	16359376_7
bcv_sentence_task_befree_2466	yes_direct	0.8764	1	0.200829533216	16359376.0	770958394.0	C113145	C564422	16359376_C113145_C564422	16359376_7
bcv_sentence_task_befree_2467	no_relation	4.398	5	1.0	16359376.0	770958395.0	D009173	C531854	16359376_D009173_C531854	16359376_8
bcv_sentence_task_befree_2468	no_relation	4.6627	5	1.0	16359376.0	770958396.0	D009173	C531854	16359376_D009173_C531854	16359376_9
bcv_sentence_task_befree_2469	no_relation	3.5988	4	0.808591906891	16359376.0	770958397.0	D016572	C531854	16359376_D016572_C531854	16359376_9
bcv_sentence_task_befree_2469	yes_direct	0.8519	1	0.191408093109	16359376.0	770958397.0	D016572	C531854	16359376_D016572_C531854	16359376_9
bcv_sentence_task_befree_247	no_relation	4.5771	5	1.0	2255262.0	770956173.0	D002118	D010024	2255262_D002118_D010024	2255262_3
bcv_sentence_task_befree_2470	no_relation	4.3994	5	1.0	16362716.0	770958398.0	D014859	D003027	16362716_D014859_D003027	16362716_0
bcv_sentence_task_befree_2471	no_relation	3.68	4	0.815783639991	16362716.0	770958399.0	D014859	D003027	16362716_D014859_D003027	16362716_4
bcv_sentence_task_befree_2471	yes_direct	0.831	1	0.184216360009	16362716.0	770958399.0	D014859	D003027	16362716_D014859_D003027	16362716_4
bcv_sentence_task_befree_2472	yes_direct	4.6144	5	1.0	16362716.0	770958400.0	D014859	D003027	16362716_D014859_D003027	16362716_5
bcv_sentence_task_befree_2473	no_relation	4.4668	5	1.0	16374211.0	770958401.0	D007372	D006526	16374211_D007372_D006526	16374211_4
bcv_sentence_task_befree_2474	no_relation	4.5536	5	1.0	16374211.0	770958402.0	D012254	D006526	16374211_D012254_D006526	16374211_4
bcv_sentence_task_befree_2475	no_relation	4.5027	5	1.0	16374211.0	770958403.0	C417083	D006526	16374211_C417083_D006526	16374211_6
bcv_sentence_task_befree_2476	no_relation	4.251	5	1.0	16374211.0	770958404.0	D012254	D006526	16374211_D012254_D006526	16374211_6
bcv_sentence_task_befree_2477	no_relation	3.5606	4	0.787638809008	16374818.0	770958405.0	D008942	D066126	16374818_D008942_D066126	16374818_0
bcv_sentence_task_befree_2477	yes_direct	0.96	1	0.212361190992	16374818.0	770958405.0	D008942	D066126	16374818_D008942_D066126	16374818_0
bcv_sentence_task_befree_2478	no_relation	4.3708	5	1.0	16374818.0	770958406.0	D064730	D066126	16374818_D064730_D066126	16374818_0
bcv_sentence_task_befree_2479	no_relation	4.6095	5	1.0	16374818.0	770958407.0	D064730	D009103	16374818_D064730_D009103	16374818_0
bcv_sentence_task_befree_248	no_relation	4.6176	5	1.0	2260347.0	770956174.0	D015725	D002177	2260347_D015725_D002177	2260347_8
bcv_sentence_task_befree_2480	no_relation	3.604	4	0.807257251652	16374818.0	770958408.0	D008942	D009103	16374818_D008942_D009103	16374818_0
bcv_sentence_task_befree_2480	yes_indirect	0.8605	1	0.192742748348	16374818.0	770958408.0	D008942	D009103	16374818_D008942_D009103	16374818_0
bcv_sentence_task_befree_2481	yes_direct	2.6942	3	0.605819391977	16374818.0	770958409.0	D008942	D066126	16374818_D008942_D066126	16374818_1
bcv_sentence_task_befree_2481	no_relation	1.753	2	0.394180608023	16374818.0	770958409.0	D008942	D066126	16374818_D008942_D066126	16374818_1
bcv_sentence_task_befree_2482	no_relation	4.2941	5	1.0	16374818.0	770958410.0	D064730	D066126	16374818_D064730_D066126	16374818_1
bcv_sentence_task_befree_2483	no_relation	4.533	5	1.0	16374818.0	770958411.0	D064730	D009103	16374818_D064730_D009103	16374818_1
bcv_sentence_task_befree_2484	no_relation	4.4226	5	1.0	16374818.0	770958412.0	D008942	D009103	16374818_D008942_D009103	16374818_1
bcv_sentence_task_befree_2485	no_relation	3.5848	4	0.787158823917	16374818.0	770958413.0	D008942	D066126	16374818_D008942_D066126	16374818_2
bcv_sentence_task_befree_2485	yes_direct	0.9693	1	0.212841176083	16374818.0	770958413.0	D008942	D066126	16374818_D008942_D066126	16374818_2
bcv_sentence_task_befree_2486	no_relation	4.5375	5	1.0	16374818.0	770958414.0	D064730	D066126	16374818_D064730_D066126	16374818_2
bcv_sentence_task_befree_2487	no_relation	4.475	5	1.0	16374818.0	770958415.0	D064730	D009103	16374818_D064730_D009103	16374818_2
bcv_sentence_task_befree_2488	no_relation	3.7087	4	0.81186926731	16374818.0	770958416.0	D008942	D009103	16374818_D008942_D009103	16374818_2
bcv_sentence_task_befree_2488	yes_direct	0.8594	1	0.18813073269	16374818.0	770958416.0	D008942	D009103	16374818_D008942_D009103	16374818_2
bcv_sentence_task_befree_2489	no_relation	4.5382	5	1.0	16374818.0	770958417.0	D008942	D009103	16374818_D008942_D009103	16374818_5
bcv_sentence_task_befree_249	no_relation	4.4542	5	1.0	2260347.0	770956175.0	D015725	D007239	2260347_D015725_D007239	2260347_8
bcv_sentence_task_befree_2490	no_relation	4.6009	5	1.0	16374818.0	770958418.0	D064730	D009103	16374818_D064730_D009103	16374818_5
bcv_sentence_task_befree_2491	no_relation	4.7081	5	1.0	16376278.0	770958419.0	D013256	D020338	16376278_D013256_D020338	16376278_7
bcv_sentence_task_befree_2492	no_relation	4.419	5	1.0	16403516.0	770958420.0	D019793	D004487	16403516_D019793_D004487	16403516_3
bcv_sentence_task_befree_2493	no_relation	4.469	5	1.0	16406864.0	770958421.0	D000728	D011471	16406864_D000728_D011471	16406864_1
bcv_sentence_task_befree_2494	no_relation	4.5479	5	1.0	16406864.0	770958422.0	D007987	D011471	16406864_D007987_D011471	16406864_5
bcv_sentence_task_befree_2495	no_relation	4.4887	5	1.0	16406864.0	770958423.0	D000305	D011471	16406864_D000305_D011471	16406864_5
bcv_sentence_task_befree_2496	no_relation	4.4773	5	1.0	16406864.0	770958424.0	D000728	D011471	16406864_D000728_D011471	16406864_5
bcv_sentence_task_befree_2497	no_relation	4.5529	5	1.0	16409345.0	770958425.0	C076731	D017682	16409345_C076731_D017682	16409345_0
bcv_sentence_task_befree_2498	no_relation	4.4469	5	1.0	16409345.0	770958426.0	D002395	D054549	16409345_D002395_D054549	16409345_4
bcv_sentence_task_befree_2499	no_relation	4.5697	5	1.0	16414027.0	770958427.0	D005419	D015459	16414027_D005419_D015459	16414027_4
bcv_sentence_task_befree_25	no_relation	4.352	5	1.0	1404122.0	770955951.0	D008727	D001172	1404122_D008727_D001172	1404122_0
bcv_sentence_task_befree_250	no_relation	4.5916	5	1.0	2260347.0	770956176.0	D015725	D016919	2260347_D015725_D016919	2260347_9
bcv_sentence_task_befree_2500	no_relation	4.5868	5	1.0	16414027.0	770958428.0	D005419	D002690	16414027_D005419_D002690	16414027_4
bcv_sentence_task_befree_2501	no_relation	4.3853	5	1.0	16424409.0	770958429.0	C057823	D001249	16424409_C057823_D001249	16424409_0
bcv_sentence_task_befree_2502	no_relation	3.5548	4	0.828991861197	16424409.0	770958430.0	C057823	D058545	16424409_C057823_D058545	16424409_7
bcv_sentence_task_befree_2502	yes_direct	0.7333	1	0.171008138803	16424409.0	770958430.0	C057823	D058545	16424409_C057823_D058545	16424409_7
bcv_sentence_task_befree_2503	no_relation	2.7465	3	0.613441436612	16424409.0	770958431.0	C057823	D003643	16424409_C057823_D003643	16424409_9
bcv_sentence_task_befree_2503	yes_direct	1.7307	2	0.386558563388	16424409.0	770958431.0	C057823	D003643	16424409_C057823_D003643	16424409_9
bcv_sentence_task_befree_2504	yes_direct	2.8568	3	0.619535045108	16424409.0	770958432.0	C057823	D003643	16424409_C057823_D003643	16424409_10
bcv_sentence_task_befree_2504	yes_indirect	1.7544	2	0.380464954892	16424409.0	770958432.0	C057823	D003643	16424409_C057823_D003643	16424409_10
bcv_sentence_task_befree_2505	yes_direct	2.6931	3	0.622307976708	16424409.0	770958433.0	C057823	D001249	16424409_C057823_D001249	16424409_10
bcv_sentence_task_befree_2505	no_relation	1.6345	2	0.377692023292	16424409.0	770958433.0	C057823	D001249	16424409_C057823_D001249	16424409_10
bcv_sentence_task_befree_2506	no_relation	2.6914	3	0.600745519073	16424409.0	770958434.0	C057823	D003643	16424409_C057823_D003643	16424409_11
bcv_sentence_task_befree_2506	yes_direct	1.7887	2	0.399254480927	16424409.0	770958434.0	C057823	D003643	16424409_C057823_D003643	16424409_11
bcv_sentence_task_befree_2507	yes_direct	4.2943	5	1.0	16424409.0	770958435.0	C057823	D001249	16424409_C057823_D001249	16424409_11
bcv_sentence_task_befree_2508	yes_indirect	1.835	2	0.422237051014	16424409.0	770958436.0	C057823	D003643	16424409_C057823_D003643	16424409_13
bcv_sentence_task_befree_2508	yes_direct	1.6996	2	0.391081248993	16424409.0	770958436.0	C057823	D003643	16424409_C057823_D003643	16424409_13
bcv_sentence_task_befree_2508	no_relation	0.8113	1	0.186681699993	16424409.0	770958436.0	C057823	D003643	16424409_C057823_D003643	16424409_13
bcv_sentence_task_befree_2509	yes_direct	4.4053	5	1.0	16424409.0	770958437.0	C057823	D001249	16424409_C057823_D001249	16424409_13
bcv_sentence_task_befree_251	no_relation	2.624	3	0.605710856167	2279717.0	770956177.0	D002395	D005334	2279717_D002395_D005334	2279717_0
bcv_sentence_task_befree_251	yes_direct	1.7081	2	0.394289143833	2279717.0	770956177.0	D002395	D005334	2279717_D002395_D005334	2279717_0
bcv_sentence_task_befree_2510	no_relation	4.2725	5	1.0	16425549.0	770958438.0	D010406	D006948	16425549_D010406_D006948	16425549_4
bcv_sentence_task_befree_2511	no_relation	4.5611	5	1.0	16448135.0	770958439.0	C509125	D008545	16448135_C509125_D008545	16448135_3
bcv_sentence_task_befree_2512	no_relation	4.3414	5	1.0	16448135.0	770958440.0	C509125	D009369	16448135_C509125_D009369	16448135_3
bcv_sentence_task_befree_2513	no_relation	3.5962	4	0.821275235224	16455122.0	770958441.0	D013498	D014352	16455122_D013498_D014352	16455122_1
bcv_sentence_task_befree_2513	yes_direct	0.7826	1	0.178724764776	16455122.0	770958441.0	D013498	D014352	16455122_D013498_D014352	16455122_1
bcv_sentence_task_befree_2514	no_relation	4.5922	5	1.0	16455122.0	770958442.0	D013498	D007239	16455122_D013498_D007239	16455122_4
bcv_sentence_task_befree_2515	no_relation	4.394	5	1.0	16463835.0	770958443.0	D010100	D006470	16463835_D010100_D006470	16463835_5
bcv_sentence_task_befree_2516	no_relation	4.3784	5	1.0	16468536.0	770958444.0	D006820	D008173	16468536_D006820_D008173	16468536_1
bcv_sentence_task_befree_2517	no_relation	4.5895	5	1.0	16468536.0	770958445.0	C118198	D009371	16468536_C118198_D009371	16468536_2
bcv_sentence_task_befree_2518	no_relation	4.5627	5	1.0	16477616.0	770958446.0	C022616	D004487	16477616_C022616_D004487	16477616_6
bcv_sentence_task_befree_2519	no_relation	4.5521	5	1.0	16518521.0	770958447.0	C003223	D007383	16518521_C003223_D007383	16518521_0
bcv_sentence_task_befree_252	yes_direct	2.6162	3	0.572297326858	2279717.0	770956178.0	D002395	D003643	2279717_D002395_D003643	2279717_0
bcv_sentence_task_befree_252	no_relation	1.0	1	0.218751367196	2279717.0	770956178.0	D002395	D003643	2279717_D002395_D003643	2279717_0
bcv_sentence_task_befree_252	yes_indirect	0.9552	1	0.208951305946	2279717.0	770956178.0	D002395	D003643	2279717_D002395_D003643	2279717_0
bcv_sentence_task_befree_2520	no_relation	4.6607	5	1.0	16536764.0	770958448.0	C047638	D011470	16536764_C047638_D011470	16536764_0
bcv_sentence_task_befree_2521	no_relation	4.4243	5	1.0	16536764.0	770958449.0	C047638	D011470	16536764_C047638_D011470	16536764_1
bcv_sentence_task_befree_2522	no_relation	4.5716	5	1.0	16620369.0	770958450.0	C101426	D018917	16620369_C101426_D018917	16620369_0
bcv_sentence_task_befree_2523	no_relation	2.6535	3	0.582163229487	16620369.0	770958451.0	C101426	D018917	16620369_C101426_D018917	16620369_1
bcv_sentence_task_befree_2523	yes_direct	1.9045	2	0.417836770513	16620369.0	770958451.0	C101426	D018917	16620369_C101426_D018917	16620369_1
bcv_sentence_task_befree_2524	no_relation	3.6107	4	0.816530981456	16620369.0	770958452.0	C101426	D007172	16620369_C101426_D007172	16620369_1
bcv_sentence_task_befree_2524	yes_direct	0.8113	1	0.183469018544	16620369.0	770958452.0	C101426	D007172	16620369_C101426_D007172	16620369_1
bcv_sentence_task_befree_2525	no_relation	4.4674	5	1.0	16620369.0	770958453.0	C101426	D007172	16620369_C101426_D007172	16620369_2
bcv_sentence_task_befree_2526	no_relation	4.5847	5	1.0	16620369.0	770958454.0	C101426	D007172	16620369_C101426_D007172	16620369_5
bcv_sentence_task_befree_2527	no_relation	3.5952	4	0.806876585048	16622447.0	770958455.0	C111217	D001749	16622447_C111217_D001749	16622447_0
bcv_sentence_task_befree_2527	yes_direct	0.8605	1	0.193123414952	16622447.0	770958455.0	C111217	D001749	16622447_C111217_D001749	16622447_0
bcv_sentence_task_befree_2528	no_relation	4.6623	5	1.0	16622447.0	770958456.0	D010984	D001749	16622447_D010984_D001749	16622447_0
bcv_sentence_task_befree_2529	yes_direct	2.7287	3	0.59533107887	16622447.0	770958457.0	C111217	D064420	16622447_C111217_D064420	16622447_1
bcv_sentence_task_befree_2529	no_relation	1.8548	2	0.40466892113	16622447.0	770958457.0	C111217	D064420	16622447_C111217_D064420	16622447_1
bcv_sentence_task_befree_253	yes_direct	2.5684	3	0.586955528132	2279717.0	770956179.0	D009638	D003643	2279717_D009638_D003643	2279717_1
bcv_sentence_task_befree_253	no_relation	1.8074	2	0.413044471868	2279717.0	770956179.0	D009638	D003643	2279717_D009638_D003643	2279717_1
bcv_sentence_task_befree_2530	no_relation	4.4466	5	1.0	16622447.0	770958458.0	C111217	D002295	16622447_C111217_D002295	16622447_1
bcv_sentence_task_befree_2531	no_relation	3.5321	4	0.806728638969	16622447.0	770958459.0	D010984	D009369	16622447_D010984_D009369	16622447_2
bcv_sentence_task_befree_2531	yes_direct	0.8462	1	0.193271361031	16622447.0	770958459.0	D010984	D009369	16622447_D010984_D009369	16622447_2
bcv_sentence_task_befree_2532	no_relation	4.533	5	1.0	16622447.0	770958460.0	D010984	D018223	16622447_D010984_D018223	16622447_2
bcv_sentence_task_befree_2533	no_relation	4.4011	5	1.0	16622447.0	770958461.0	D014748	D018223	16622447_D014748_D018223	16622447_5
bcv_sentence_task_befree_2534	no_relation	4.4968	5	1.0	16622447.0	770958462.0	D010984	D018223	16622447_D010984_D018223	16622447_5
bcv_sentence_task_befree_2535	no_relation	4.5426	5	1.0	16622447.0	770958463.0	C111217	D002295	16622447_C111217_D002295	16622447_14
bcv_sentence_task_befree_2536	no_relation	4.4861	5	1.0	16622447.0	770958464.0	C111217	D001749	16622447_C111217_D001749	16622447_14
bcv_sentence_task_befree_2537	no_relation	4.4597	5	1.0	16622447.0	770958465.0	D010984	D001749	16622447_D010984_D001749	16622447_14
bcv_sentence_task_befree_2538	no_relation	4.293	5	1.0	16622447.0	770958466.0	D010984	D002295	16622447_D010984_D002295	16622447_14
bcv_sentence_task_befree_2539	no_relation	4.522	5	1.0	16631625.0	770958467.0	D010672	D019966	16631625_D010672_D019966	16631625_1
bcv_sentence_task_befree_254	no_relation	2.7425	3	0.606519671805	2279717.0	770956180.0	D009638	D005334	2279717_D009638_D005334	2279717_1
bcv_sentence_task_befree_254	yes_direct	1.7792	2	0.393480328195	2279717.0	770956180.0	D009638	D005334	2279717_D009638_D005334	2279717_1
bcv_sentence_task_befree_2540	no_relation	4.5474	5	1.0	16631625.0	770958468.0	D002220	D019966	16631625_D002220_D019966	16631625_1
bcv_sentence_task_befree_2541	no_relation	4.4416	5	1.0	16631625.0	770958469.0	D010672	D004827	16631625_D010672_D004827	16631625_1
bcv_sentence_task_befree_2542	no_relation	4.5843	5	1.0	16631625.0	770958470.0	D002220	D004827	16631625_D002220_D004827	16631625_1
bcv_sentence_task_befree_2543	no_relation	4.572	5	1.0	16631625.0	770958471.0	D010672	D006976	16631625_D010672_D006976	16631625_1
bcv_sentence_task_befree_2544	no_relation	4.4653	5	1.0	16631625.0	770958472.0	D002220	D006976	16631625_D002220_D006976	16631625_1
bcv_sentence_task_befree_2545	no_relation	4.3276	5	1.0	16631625.0	770958473.0	D005680	D004827	16631625_D005680_D004827	16631625_7
